Wavelength	spectrum00018.asd
350	 8.90162128468678E-02 
351	 8.72263688719262E-02 
352	 8.49537258032882E-02 
353	 8.30974130751878E-02 
354	 8.12927393931215E-02 
355	 8.09272208889559E-02 
356	 8.04658240082979E-02 
357	 7.85870407088907E-02 
358	 7.63942074308051E-02 
359	 7.42860202396608E-02 
360	 7.34775055982649E-02 
361	 7.49398861209098E-02 
362	 7.50511639871616E-02 
363	 0.074857279286975 
364	 7.45428907938331E-02 
365	 7.24792105186797E-02 
366	 7.40585349002526E-02 
367	 0.075625522851232 
368	 0.074075288723168 
369	 7.54774165150244E-02 
370	 7.71827962872735E-02 
371	 7.75241522594234E-02 
372	 7.59517161703647E-02 
373	 7.57571640032006E-02 
374	 7.65852589897804E-02 
375	 7.77059547621106E-02 
376	 0.078549429335099 
377	 7.85533842524969E-02 
378	 7.85317102619464E-02 
379	 7.91857105300749E-02 
380	 7.93919800518395E-02 
381	 8.02412288954327E-02 
382	 8.13391736319341E-02 
383	 8.15694218446244E-02 
384	 8.21192427660553E-02 
385	 8.30032472269566E-02 
386	 8.37806156103973E-02 
387	 8.35167004030982E-02 
388	 8.40169386357003E-02 
389	 8.50969738396806E-02 
390	 8.60287352350776E-02 
391	 8.63279869313698E-02 
392	 8.67628578767632E-02 
393	 8.77731088713785E-02 
394	 8.93917101858787E-02 
395	 9.02552200773305E-02 
396	 9.07009237918685E-02 
397	 9.12933815446789E-02 
398	 9.25884911482786E-02 
399	 9.37237148165988E-02 
400	 9.47315318479505E-02 
401	 9.57872932775738E-02 
402	 9.63857053369569E-02 
403	 9.76433769394658E-02 
404	 9.92686687438354E-02 
405	 0.100024307398639 
406	 0.101222398212242 
407	 0.102373808394164 
408	 0.103250488992047 
409	 0.104677363693461 
410	 0.105760400332013 
411	 0.106725391590981 
412	 0.108058468978741 
413	 0.109615402452141 
414	 0.111002477133772 
415	 0.11233647757045 
416	 0.114136841438505 
417	 0.115353436133327 
418	 0.11663702539908 
419	 0.118369848900658 
420	 0.11960321277064 
421	 0.120851269541631 
422	 0.122374494041929 
423	 0.124227559394346 
424	 0.125897520550938 
425	 0.12744445934044 
426	 0.128983141038129 
427	 0.130628240415829 
428	 0.132209007527077 
429	 0.133871934855236 
430	 0.135695642473129 
431	 0.137336740650027 
432	 0.139204259311492 
433	 0.141136011125187 
434	 0.142722375459288 
435	 0.144402828805358 
436	 0.146128563021556 
437	 0.14787889280628 
438	 0.149765191473265 
439	 0.151618586527615 
440	 0.153412635054761 
441	 0.155183488292874 
442	 0.157026098056358 
443	 0.15888115309413 
444	 0.160723083362242 
445	 0.162571335328639 
446	 0.164624092167956 
447	 0.166515658719061 
448	 0.168110355080729 
449	 0.169955163614228 
450	 0.171921632149289 
451	 0.173846691976113 
452	 0.175600905667193 
453	 0.17744839465626 
454	 0.17928770164792 
455	 0.181064779876649 
456	 0.182814661561228 
457	 0.184566313431912 
458	 0.186250678955393 
459	 0.187875268436939 
460	 0.189752410001902 
461	 0.191465393020937 
462	 0.19300540860283 
463	 0.194581792975331 
464	 0.196071095085027 
465	 0.197650127511859 
466	 0.199293345214185 
467	 0.200621679364258 
468	 0.20190650211782 
469	 0.203214926994119 
470	 0.204556417324896 
471	 0.205973655612231 
472	 0.20715036047082 
473	 0.208144988510854 
474	 0.209293497934197 
475	 0.210303085120129 
476	 0.211061540049257 
477	 0.211655935284235 
478	 0.212571365215568 
479	 0.213262285641209 
480	 0.213781160905761 
481	 0.214371778759653 
482	 0.214886230613293 
483	 0.215293457097152 
484	 0.215577097725541 
485	 0.21572908665565 
486	 0.21583583958667 
487	 0.215862064822424 
488	 0.215781074735383 
489	 0.215702123856568 
490	 0.215441048052685 
491	 0.215055157355808 
492	 0.21471882897654 
493	 0.214241433118082 
494	 0.213634378589708 
495	 0.212944552648315 
496	 0.212241734458096 
497	 0.211389248526453 
498	 0.210437339512746 
499	 0.209463600463406 
500	 0.208369099428943 
501	 0.207229738055417 
502	 0.206024842228284 
503	 0.204653490291859 
504	 0.203282395963059 
505	 0.201881773966407 
506	 0.200426912560503 
507	 0.199006240115372 
