Wavelength	Tablay400058.asd
350	 0.287146286753636 
351	 0.239386681339551 
352	 0.140940400361901 
353	 0.119275586158357 
354	 0.230647636895623 
355	 0.210832755134177 
356	 0.164105195142372 
357	 0.193912631325602 
358	 0.160335571723523 
359	 0.174522187850299 
360	 0.211529678034968 
361	 0.183959786228567 
362	 0.14927468680012 
363	 0.153333258546932 
364	 0.172711522736717 
365	 9.82271354318545E-02 
366	 0.104689364265097 
367	 0.145972400399009 
368	 0.147893964689195 
369	 0.164439571082882 
370	 0.150446219307491 
371	 0.118835346249507 
372	 0.117216685655285 
373	 0.161508318895646 
374	 0.159434945541123 
375	 0.10171476985021 
376	 0.102560613813787 
377	 0.104293305236265 
378	 0.116767190476416 
379	 0.140809314509557 
380	 9.88754002537548E-02 
381	 8.97309395813958E-02 
382	 0.113571050303617 
383	 0.109307239696102 
384	 0.113969106117507 
385	 0.107053625734891 
386	 8.41035147282884E-02 
387	 7.48030698403351E-02 
388	 0.066209135523022 
389	 7.26669789719604E-02 
390	 9.78046819013022E-02 
391	 8.53829267256086E-02 
392	 8.85347779179858E-02 
393	 9.82928683352921E-02 
394	 7.06868212621227E-02 
395	 5.41070057080683E-02 
396	 7.93177036007754E-02 
397	 0.121940759332112 
398	 7.35856787166169E-02 
399	 0.062539516667397 
400	 8.43911458987111E-02 
401	 0.098940855903588 
402	 9.51871502776427E-02 
403	 7.95868857728683E-02 
404	 6.87154854514496E-02 
405	 8.07833612919237E-02 
406	 0.088493013370223 
407	 8.86568321100906E-02 
408	 8.39673094268414E-02 
409	 7.98180260488561E-02 
410	 7.94548120745179E-02 
411	 8.12304032615539E-02 
412	 8.18941024095499E-02 
413	 8.10741571951146E-02 
414	 0.065847929005134 
415	 5.30810380093964E-02 
416	 8.10956900572891E-02 
417	 7.78288799644757E-02 
418	 6.69693864413825E-02 
419	 7.03921146114871E-02 
420	 7.06683318233478E-02 
421	 6.26069235516594E-02 
422	 0.057240815452396 
423	 6.71115881441428E-02 
424	 0.069082912616234 
425	 6.62550615083769E-02 
426	 6.28217174403141E-02 
427	 6.16431618462627E-02 
428	 6.13889679571283E-02 
429	 6.12813245571516E-02 
430	 6.06915710735374E-02 
431	 5.87471821503074E-02 
432	 5.98837094780011E-02 
433	 6.10850706111554E-02 
434	 5.69287110059558E-02 
435	 0.057773358119016 
436	 6.05286670875618E-02 
437	 6.19837444333119E-02 
438	 6.11103273452974E-02 
439	 5.90664891905975E-02 
440	 0.058417509387686 
441	 6.06709057424088E-02 
442	 6.24564740005322E-02 
443	 0.061060477899182 
444	 0.05757900705343 
445	 5.58005432239889E-02 
446	 5.40522981652041E-02 
447	 5.45624365048928E-02 
448	 5.75964079558679E-02 
449	 0.058636155226289 
450	 5.65812779725995E-02 
451	 5.51159149769857E-02 
452	 5.81220103774003E-02 
453	 5.89365171313104E-02 
454	 5.80050494066655E-02 
455	 5.65106119763126E-02 
456	 0.055826109286602 
457	 5.46266770553285E-02 
458	 5.41507220874792E-02 
459	 5.48813654514351E-02 
460	 5.35771474680987E-02 
461	 5.24740953276449E-02 
462	 5.29762230599354E-02 
463	 0.055331291578178 
464	 5.45678018400522E-02 
465	 5.30229570274234E-02 
466	 5.22903840714818E-02 
467	 5.15907390429749E-02 
468	 5.18428569772469E-02 
469	 5.27619028013774E-02 
470	 5.36978797324032E-02 
471	 5.42702731810085E-02 
472	 5.32931858254366E-02 
473	 5.19574889751638E-02 
474	 5.28706379167986E-02 
475	 5.15119432183463E-02 
476	 5.05166783248856E-02 
477	 5.16786671238808E-02 
478	 5.29482399961907E-02 
479	 5.27151820564834E-02 
480	 5.17638342918085E-02 
481	 5.15679776178003E-02 
482	 0.050946349420333 
483	 5.06698627457732E-02 
484	 5.10358116915984E-02 
485	 5.16742510446892E-02 
486	 5.02756592115569E-02 
487	 4.93818405005908E-02 
488	 5.06694957668481E-02 
489	 4.99155405683187E-02 
490	 4.94633411345136E-02 
491	 4.96730001318641E-02 
492	 0.049769195675791 
493	 0.049741428827403 
494	 4.97954845719072E-02 
495	 4.99021747719102E-02 
496	 4.95751821883582E-02 
497	 4.95916887503246E-02 
498	 4.99129243061927E-02 
499	 5.01898854199342E-02 
500	 4.99538942130945E-02 
501	 4.94952021480859E-02 
502	 0.049350101763252 
503	 5.00841817458485E-02 
504	 4.92200359120395E-02 
505	 4.85340299401585E-02 
506	 4.92382599297407E-02 
507	 4.95363966387903E-02 
508	 4.95484177768604E-02 
509	 4.93632357520976E-02 
510	 4.91143000204675E-02 
511	 4.89627804152947E-02 
512	 4.87443212314401E-02 
513	 4.85218498641625E-02 
514	 4.86816804144878E-02 
515	 4.85408886467106E-02 
516	 0.048489297822544 
517	 4.88261788623454E-02 
518	 4.86215545028665E-02 
519	 4.80279543860769E-02 
520	 4.78139585282033E-02 
521	 0.04886084453902 
522	 4.83591055418983E-02 
523	 4.80540118534925E-02 
524	 4.88742107973426E-02 
525	 4.89823922084581E-02 
526	 0.048910431655297 
527	 4.86951801917491E-02 
528	 4.83473413986416E-02 
529	 4.83987455756409E-02 
530	 4.86131982993072E-02 
531	 4.88460746172841E-02 
532	 4.90996592593616E-02 
533	 0.049337967857153 
534	 4.90789702172853E-02 
535	 0.048331742956724 
536	 4.87328600508927E-02 
537	 4.91888553755426E-02 
538	 4.92955487609454E-02 
539	 4.91176385893718E-02 
540	 4.92072238593831E-02 
541	 4.93263135854204E-02 
542	 4.93390635526796E-02 
543	 4.94106241044174E-02 
544	 4.96689675301245E-02 
545	 4.99016196502647E-02 
546	 4.98858971223347E-02 
547	 4.97970785299849E-02 
548	 5.01163189783422E-02 
549	 5.05948735012964E-02 
550	 5.04218248368446E-02 
551	 5.09138685474018E-02 
552	 5.14765393232048E-02 
553	 5.16666652901314E-02 
554	 5.23438456014557E-02 
555	 5.28329439160145E-02 
556	 0.053144642984653 
557	 5.35757718247722E-02 
558	 5.39848685723511E-02 
559	 5.43314507543309E-02 
560	 5.47333368345621E-02 
561	 0.055520584614906 
562	 5.59372121203073E-02 
563	 5.63817002637044E-02 
564	 0.057279882144639 
565	 5.79239694350241E-02 
566	 0.058532697030208 
567	 5.92051586990365E-02 
568	 5.99648987362216E-02 
569	 6.12235647943386E-02 
570	 6.23350577008617E-02 
571	 6.30759882125248E-02 
572	 6.44263693373229E-02 
573	 6.58316740869348E-02 
574	 6.72299171802539E-02 
575	 6.86745207010192E-02 
576	 6.98583962348275E-02 
577	 7.09816951901537E-02 
578	 7.21755499493128E-02 
579	 7.34522847984256E-02 
580	 7.49171922478323E-02 
581	 7.64073584680438E-02 
582	 7.78258654135793E-02 
583	 7.94635505482791E-02 
584	 8.10940614712125E-02 
585	 8.26408702026098E-02 
586	 8.41602218820535E-02 
587	 8.60122458084163E-02 
588	 8.78513905676534E-02 
589	 8.95182764717637E-02 
590	 9.12855004267281E-02 
591	 9.31151812846303E-02 
592	 9.50752225332937E-02 
593	 9.71736625389718E-02 
594	 0.099063991794223 
595	 0.100950087436609 
596	 0.102774809386386 
597	 0.1042620462016 
598	 0.105611662861056 
599	 0.107173862295781 
600	 0.109022229772857 
601	 0.110514378074941 
602	 0.111915596023583 
603	 0.11342250903528 
604	 0.115138282424965 
605	 0.11672211926826 
606	 0.118098039550542 
607	 0.119373688662116 
608	 0.12083788642383 
609	 0.122117289562114 
610	 0.123275652524447 
611	 0.1244519703986 
612	 0.125641950097609 
613	 0.126782694921746 
614	 0.127785512393483 
615	 0.128588742292656 
616	 0.12951041237291 
617	 0.130464863771484 
618	 0.131361512373944 
619	 0.13220173185188 
620	 0.133025557686865 
621	 0.133789584360305 
622	 0.134476269530929 
