Carpeta,Tabla,Espectro,Pigmento,Aglutinante,Base de preparación
Tablas1,C6,B300001.asd,Cochinilla,aceite de linaza con colofonia,carbonato de calcio
Tablas1,C6,B300002.asd,Cochinilla,aceite de linaza con colofonia,carbonato de calcio
Tablas1,C6,B400000.asd,Cochinilla,aceite de linaza con sandaraca,carbonato de calcio
Tablas1,C6,B400001.asd,Cochinilla,aceite de linaza con sandaraca,carbonato de calcio
Tablas1,C6,B400002.asd,Cochinilla,aceite de linaza con sandaraca,carbonato de calcio
Tablas1,C6,B500000.asd,Cochinilla,aceite de linaza,carbonato de calcio
Tablas1,C6,B500001.asd,Cochinilla,aceite de linaza,carbonato de calcio
Tablas1,C6,B500002.asd,Cochinilla,aceite de linaza,carbonato de calcio
Tablas1,C6,C100000.asd,Azurita,aceite de linaza con copal,carbonato de calcio
Tablas1,C6,C100001.asd,Azurita,aceite de linaza con copal,carbonato de calcio
Tablas1,C6,C100002.asd,Azurita,aceite de linaza con copal,carbonato de calcio
Tablas1,C6,C200000.asd,Azurita,aceite de linaza con almaciga,carbonato de calcio
Tablas1,C6,C200001.asd,Azurita,aceite de linaza con almaciga,carbonato de calcio
Tablas1,C6,C200002.asd,Azurita,aceite de linaza con almaciga,carbonato de calcio
Tablas1,C6,C300000.asd,Azurita,aceite de linaza con colofonia,carbonato de calcio
Tablas1,C6,C300001.asd,Azurita,aceite de linaza con colofonia,carbonato de calcio
Tablas1,C6,C300002.asd,Azurita,aceite de linaza con colofonia,carbonato de calcio
Tablas1,C6,C400000.asd,Azurita,aceite de linaza con sandaraca,carbonato de calcio
Tablas1,C6,C400001.asd,Azurita,aceite de linaza con sandaraca,carbonato de calcio
Tablas1,C6,C400002.asd,Azurita,aceite de linaza con sandaraca,carbonato de calcio
Tablas1,C6,C500000.asd,Azurita,aceite de linaza,carbonato de calcio
Tablas1,C6,C500001.asd,Azurita,aceite de linaza,carbonato de calcio
Tablas1,C6,C500002.asd,Azurita,aceite de linaza,carbonato de calcio
Tablas1,C6,D100000.asd,Amarillo de plomo estaño,aceite de linaza con copal,carbonato de calcio
Tablas1,C6,D100001.asd,Amarillo de plomo estaño,aceite de linaza con copal,carbonato de calcio
Tablas1,C6,D100002.asd,Amarillo de plomo estaño,aceite de linaza con copal,carbonato de calcio
Tablas1,C6,D200000.asd,Amarillo de plomo estaño,aceite de linaza con almaciga,carbonato de calcio
Tablas1,C6,D200001.asd,Amarillo de plomo estaño,aceite de linaza con almaciga,carbonato de calcio
Tablas1,C6,D200002.asd,Amarillo de plomo estaño,aceite de linaza con almaciga,carbonato de calcio
Tablas1,C6,D300000.asd,Amarillo de plomo estaño,aceite de linaza con colofonia,carbonato de calcio
Tablas1,C6,D300001.asd,Amarillo de plomo estaño,aceite de linaza con colofonia,carbonato de calcio
Tablas1,C6,D300002.asd,Amarillo de plomo estaño,aceite de linaza con colofonia,carbonato de calcio
Tablas1,C6,D400000.asd,Amarillo de plomo estaño,aceite de linaza con sandaraca,carbonato de calcio
Tablas1,C6,D400001.asd,Amarillo de plomo estaño,aceite de linaza con sandaraca,carbonato de calcio
Tablas1,C6,D400002.asd,Amarillo de plomo estaño,aceite de linaza con sandaraca,carbonato de calcio
Tablas1,C6,D500000.asd,Amarillo de plomo estaño,aceite de linaza,carbonato de calcio
Tablas1,C6,D500001.asd,Amarillo de plomo estaño,aceite de linaza,carbonato de calcio
Tablas1,C6,D500002.asd,Amarillo de plomo estaño,aceite de linaza,carbonato de calcio
Tablas1,C6,E100000.asd,Blanco de plomo,aceite de linaza con copal,carbonato de calcio
Tablas1,C6,E100001.asd,Blanco de plomo,aceite de linaza con copal,carbonato de calcio
Tablas1,C6,E100002.asd,Blanco de plomo,aceite de linaza con copal,carbonato de calcio
Tablas1,C6,E200000.asd,Blanco de plomo,aceite de linaza con almaciga,carbonato de calcio
Tablas1,C6,E200001.asd,Blanco de plomo,aceite de linaza con almaciga,carbonato de calcio
Tablas1,C6,E200002.asd,Blanco de plomo,aceite de linaza con almaciga,carbonato de calcio
Tablas1,C6,E300000.asd,Blanco de plomo,aceite de linaza con colofonia,carbonato de calcio
Tablas1,C6,E300001.asd,Blanco de plomo,aceite de linaza con colofonia,carbonato de calcio
Tablas1,C6,E300002.asd,Blanco de plomo,aceite de linaza con colofonia,carbonato de calcio
Tablas1,C6,E400000.asd,Blanco de plomo,aceite de linaza con sandaraca,carbonato de calcio
Tablas1,C6,E400001.asd,Blanco de plomo,aceite de linaza con sandaraca,carbonato de calcio
Tablas1,C6,E400002.asd,Blanco de plomo,aceite de linaza con sandaraca,carbonato de calcio
Tablas1,C6,E500000.asd,Blanco de plomo,aceite de linaza,carbonato de calcio
Tablas1,C6,E500001.asd,Blanco de plomo,aceite de linaza,carbonato de calcio
Tablas1,Y1,A100003.asd,Ocre de mina ingles,aceite de linaza,Sulfato de calcio
Tablas1,Y1,A100004.asd,Ocre de mina ingles,aceite de linaza,Sulfato de calcio
Tablas1,Y1,A100005.asd,Ocre de mina ingles,aceite de linaza,Sulfato de calcio
Tablas1,Y1,A200000.asd,Ocre de mina ingles,yema de huevo,Sulfato de calcio
Tablas1,Y1,A200001.asd,Ocre de mina ingles,yema de huevo,Sulfato de calcio
Tablas1,Y1,A200002.asd,Ocre de mina ingles,yema de huevo,Sulfato de calcio
Tablas1,Y1,A300000.asd,Ocre de mina ingles,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y1,A300001.asd,Ocre de mina ingles,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y1,A300002.asd,Ocre de mina ingles,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y1,A400000.asd,Ocre de mina ingles,cola de conejo,Sulfato de calcio
Tablas1,Y1,A400001.asd,Ocre de mina ingles,cola de conejo,Sulfato de calcio
Tablas1,Y1,A400002.asd,Ocre de mina ingles,cola de conejo,Sulfato de calcio
Tablas1,Y1,A500000.asd,Ocre de mina ingles,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y1,A500001.asd,Ocre de mina ingles,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y1,A500002.asd,Ocre de mina ingles,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y1,B100000.asd,Oropimente,aceite de linaza,Sulfato de calcio
Tablas1,Y1,B100001.asd,Oropimente,aceite de linaza,Sulfato de calcio
Tablas1,Y1,B100002.asd,Oropimente,aceite de linaza,Sulfato de calcio
Tablas1,Y1,B200000.asd,Oropimente,yema de huevo,Sulfato de calcio
Tablas1,Y1,B200001.asd,Oropimente,yema de huevo,Sulfato de calcio
Tablas1,Y1,B200002.asd,Oropimente,yema de huevo,Sulfato de calcio
Tablas1,Y1,B300000.asd,Oropimente,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y1,B300001.asd,Oropimente,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y1,B300002.asd,Oropimente,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y1,B400000.asd,Oropimente,cola de conejo,Sulfato de calcio
Tablas1,Y1,B400001.asd,Oropimente,cola de conejo,Sulfato de calcio
Tablas1,Y1,B400002.asd,Oropimente,cola de conejo,Sulfato de calcio
Tablas1,Y1,B500000.asd,Oropimente,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y1,B500001.asd,Oropimente,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y1,B500002.asd,Oropimente,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y1,C100000.asd,Amarillo de plomo estaño,aceite de linaza,Sulfato de calcio
Tablas1,Y1,C100001.asd,Amarillo de plomo estaño,aceite de linaza,Sulfato de calcio
Tablas1,Y1,C100002.asd,Amarillo de plomo estaño,aceite de linaza,Sulfato de calcio
Tablas1,Y1,C200000.asd,Amarillo de plomo estaño,yema de huevo,Sulfato de calcio
Tablas1,Y1,C200001.asd,Amarillo de plomo estaño,yema de huevo,Sulfato de calcio
Tablas1,Y1,C200002.asd,Amarillo de plomo estaño,yema de huevo,Sulfato de calcio
Tablas1,Y1,C300000.asd,Amarillo de plomo estaño,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y1,C300001.asd,Amarillo de plomo estaño,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y1,C300002.asd,Amarillo de plomo estaño,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y1,C400000.asd,Amarillo de plomo estaño,cola de conejo,Sulfato de calcio
Tablas1,Y1,C400001.asd,Amarillo de plomo estaño,cola de conejo,Sulfato de calcio
Tablas1,Y1,C400002.asd,Amarillo de plomo estaño,cola de conejo,Sulfato de calcio
Tablas1,Y1,C500000.asd,Amarillo de plomo estaño,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y1,C500001.asd,Amarillo de plomo estaño,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y1,C500002.asd,Amarillo de plomo estaño,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y1,D100000.asd,Gualda,aceite de linaza,Sulfato de calcio
Tablas1,Y1,D100001.asd,Gualda,aceite de linaza,Sulfato de calcio
Tablas1,Y1,D100002.asd,Gualda,aceite de linaza,Sulfato de calcio
Tablas1,Y1,D200000.asd,Gualda,yema de huevo,Sulfato de calcio
Tablas1,Y1,D200001.asd,Gualda,yema de huevo,Sulfato de calcio
Tablas1,Y1,D200002.asd,Gualda,yema de huevo,Sulfato de calcio
Tablas1,Y1,D300000.asd,Gualda,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y1,D300001.asd,Gualda,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y1,D300002.asd,Gualda,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y1,D400000.asd,Gualda,cola de conejo,Sulfato de calcio
Tablas1,Y1,D400001.asd,Gualda,cola de conejo,Sulfato de calcio
Tablas1,Y1,D400002.asd,Gualda,cola de conejo,Sulfato de calcio
Tablas1,Y1,D500000.asd,Gualda,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y1,D500001.asd,Gualda,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y1,D500002.asd,Gualda,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y1,E100000.asd,Ancorca,aceite de linaza,Sulfato de calcio
Tablas1,Y1,E100001.asd,Ancorca,aceite de linaza,Sulfato de calcio
Tablas1,Y1,E100002.asd,Ancorca,aceite de linaza,Sulfato de calcio
Tablas1,Y1,E200000.asd,Ancorca,yema de huevo,Sulfato de calcio
Tablas1,Y1,E200001.asd,Ancorca,yema de huevo,Sulfato de calcio
Tablas1,Y1,E200002.asd,Ancorca,yema de huevo,Sulfato de calcio
Tablas1,Y1,E300000.asd,Ancorca,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y1,E300001.asd,Ancorca,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y1,E300002.asd,Ancorca,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y1,E400000.asd,Ancorca,cola de conejo,Sulfato de calcio
Tablas1,Y1,E400001.asd,Ancorca,cola de conejo,Sulfato de calcio
Tablas1,Y1,E400002.asd,Ancorca,cola de conejo,Sulfato de calcio
Tablas1,Y1,E500000.asd,Ancorca,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y1,E500001.asd,Ancorca,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y1,E500002.asd,Ancorca,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400001.asd.txt,Ocre de mina ingles,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400002.asd.txt,Ocre de mina ingles,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400003.asd.txt,Ocre de mina ingles,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400004.asd.txt,Ocre de mina ingles,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400005.asd.txt,Ocre de mina ingles,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400006.asd.txt,Oropimente,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400007.asd.txt,Oropimente,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400008.asd.txt,Oropimente,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400009.asd.txt,Oropimente,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400010.asd.txt,Oropimente,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400011.asd.txt,Amarillo de plomo estaño,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400012.asd.txt,Amarillo de plomo estaño,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400013.asd.txt,Amarillo de plomo estaño,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400014.asd.txt,Amarillo de plomo estaño,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400015.asd.txt,Amarillo de plomo estaño,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400016.asd.txt,Gualda,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400017.asd.txt,Gualda,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400018.asd.txt,Gualda,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400019.asd.txt,Gualda,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400020.asd.txt,Gualda,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400021.asd.txt,Arzica,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400022.asd.txt,Arzica,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400023.asd.txt,Arzica,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400024.asd.txt,Arzica,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400025.asd.txt,Arzica,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400026.asd.txt,Pardo antilope,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400027.asd.txt,Pardo antilope,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400028.asd.txt,Pardo antilope,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400029.asd.txt,Pardo antilope,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400030.asd.txt,Pardo antilope,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400031.asd.txt,Sombra tostada de Chipre,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400032.asd.txt,Sombra tostada de Chipre,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400033.asd.txt,Sombra tostada de Chipre,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400034.asd.txt,Sombra tostada de Chipre,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400035.asd.txt,Sombra tostada de Chipre,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400036.asd.txt,Ocre aleman oscuro,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400037.asd.txt,Ocre aleman oscuro,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400038.asd.txt,Ocre aleman oscuro,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400039.asd.txt,Ocre aleman oscuro,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400040.asd.txt,Ocre aleman oscuro,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400041.asd.txt,Tierra de Siena tostada oscura,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400042.asd.txt,Tierra de Siena tostada oscura,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400043.asd.txt,Tierra de Siena tostada oscura,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400044.asd.txt,Tierra de Siena tostada oscura,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400045.asd.txt,Tierra de Siena tostada oscura,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400046.asd.txt,Betun de Judea,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400047.asd.txt,Betun de Judea,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400048.asd.txt,Betun de Judea,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400049.asd.txt,Betun de Judea,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400050.asd.txt,Betun de Judea,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400051.asd.txt,Cinabrio,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400052.asd.txt,Cinabrio,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400053.asd.txt,Cinabrio,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400054.asd.txt,Cinabrio,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400055.asd.txt,Cinabrio,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400056.asd.txt,Hematita,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400057.asd.txt,Hematita,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400058.asd.txt,Hematita,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400059.asd.txt,Hematita,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400060.asd.txt,Hematita,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400061.asd.txt,Minio,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400062.asd.txt,Minio,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400063.asd.txt,Minio,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400064.asd.txt,Minio,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400065.asd.txt,Minio,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400066.asd.txt,Cochinilla,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400067.asd.txt,Cochinilla,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400068.asd.txt,Cochinilla,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400069.asd.txt,Cochinilla,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400070.asd.txt,Cochinilla,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400071.asd.txt,Carmin de alizarina,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400072.asd.txt,Carmin de alizarina,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400073.asd.txt,Carmin de alizarina,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400074.asd.txt,Carmin de alizarina,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400075.asd.txt,Carmin de alizarina,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400076.asd.txt,Laca rubia,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400077.asd.txt,Laca rubia,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400078.asd.txt,Laca rubia,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400079.asd.txt,Laca rubia,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400080.asd.txt,Laca rubia,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400081.asd.txt,Azurita natural,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400082.asd.txt,Azurita natural,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400083.asd.txt,Azurita natural,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400084.asd.txt,Azurita natural,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400085.asd.txt,Azurita natural,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400086.asd.txt,Esmalte,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400087.asd.txt,Esmalte,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400088.asd.txt,Esmalte,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400089.asd.txt,Esmalte,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400090.asd.txt,Esmalte,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400091.asd.txt,Lapislazuli,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400092.asd.txt,Lapislazuli,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400093.asd.txt,Lapislazuli,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400094.asd.txt,Lapislazuli,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400095.asd.txt,Lapislazuli,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400096.asd.txt,Añil o indigo,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400097.asd.txt,Añil o indigo,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400098.asd.txt,Añil o indigo,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400099.asd.txt,Añil o indigo,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400100.asd.txt,Añil o indigo,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400101.asd.txt,Resinato de cobre,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400102.asd.txt,Resinato de cobre,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400103.asd.txt,Resinato de cobre,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400104.asd.txt,Resinato de cobre,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400105.asd.txt,Resinato de cobre,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400106.asd.txt,Malaquita,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400107.asd.txt,Malaquita,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400108.asd.txt,Malaquita,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400109.asd.txt,Malaquita,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400110.asd.txt,Malaquita,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400111.asd.txt,Tierra verde,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400112.asd.txt,Tierra verde,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400113.asd.txt,Tierra verde,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400114.asd.txt,Tierra verde,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400115.asd.txt,Tierra verde,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400116.asd.txt,Negro de huesos o marfil,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400117.asd.txt,Negro de huesos o marfil,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400118.asd.txt,Negro de huesos o marfil,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400119.asd.txt,Negro de huesos o marfil,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400120.asd.txt,Negro de huesos o marfil,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400121.asd.txt,Negro de vid frances,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400122.asd.txt,Negro de vid frances,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400123.asd.txt,Negro de vid frances,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400124.asd.txt,Negro de vid frances,aceite de linaza,Sulfato de calcio
Tablas1,Y4,Tablay400125.asd.txt,Negro de vid frances,aceite de linaza,Sulfato de calcio
Tablas1,Y5,a100000.asd,Verdigris,aceite de linaza,Sulfato de calcio
Tablas1,Y5,a100001.asd,Verdigris,aceite de linaza,Sulfato de calcio
Tablas1,Y5,a100002.asd,Verdigris,aceite de linaza,Sulfato de calcio
Tablas1,Y5,a100003.asd,Verdigris,aceite de linaza,Sulfato de calcio
Tablas1,Y5,a100004.asd,Verdigris,aceite de linaza,Sulfato de calcio
Tablas1,Y5,a100005.asd,Verdigris,aceite de linaza,Sulfato de calcio
Tablas1,Y5,a100006.asd,Verdigris,aceite de linaza,Sulfato de calcio
Tablas1,Y5,a200000.asd,Verdigris,aceite de nueces,Sulfato de calcio
Tablas1,Y5,a200001.asd,Verdigris,aceite de nueces,Sulfato de calcio
Tablas1,Y5,a200002.asd,Verdigris,aceite de nueces,Sulfato de calcio
Tablas1,Y5,a200003.asd,Verdigris,aceite de nueces,Sulfato de calcio
Tablas1,Y5,a200004.asd,Verdigris,aceite de nueces,Sulfato de calcio
Tablas1,Y5,a200005.asd,Verdigris,aceite de nueces,Sulfato de calcio
Tablas1,Y5,a200006.asd,Verdigris,aceite de nueces,Sulfato de calcio
Tablas1,Y5,a300000.asd,Verdigris,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y5,a300001.asd,Verdigris,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y5,a300002.asd,Verdigris,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y5,a300003.asd,Verdigris,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y5,a300004.asd,Verdigris,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y5,a300005.asd,Verdigris,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y5,a300006.asd,Verdigris,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y5,a400000.asd,Verdigris,cola de conejo,Sulfato de calcio
Tablas1,Y5,a400001.asd,Verdigris,cola de conejo,Sulfato de calcio
Tablas1,Y5,a400002.asd,Verdigris,cola de conejo,Sulfato de calcio
Tablas1,Y5,a400003.asd,Verdigris,cola de conejo,Sulfato de calcio
Tablas1,Y5,a400004.asd,Verdigris,cola de conejo,Sulfato de calcio
Tablas1,Y5,a400005.asd,Verdigris,cola de conejo,Sulfato de calcio
Tablas1,Y5,a400006.asd,Verdigris,cola de conejo,Sulfato de calcio
Tablas1,Y5,a500000.asd,Verdigris,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y5,a500001.asd,Verdigris,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y5,a500002.asd,Verdigris,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y5,a500003.asd,Verdigris,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y5,a500004.asd,Verdigris,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y5,a500005.asd,Verdigris,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y5,b100000.asd,Malaquita africana,aceite de linaza,Sulfato de calcio
Tablas1,Y5,b100001.asd,Malaquita africana,aceite de linaza,Sulfato de calcio
Tablas1,Y5,b100002.asd,Malaquita africana,aceite de linaza,Sulfato de calcio
Tablas1,Y5,b100003.asd,Malaquita africana,aceite de linaza,Sulfato de calcio
Tablas1,Y5,b100004.asd,Malaquita africana,aceite de linaza,Sulfato de calcio
Tablas1,Y5,b100005.asd,Malaquita africana,aceite de linaza,Sulfato de calcio
Tablas1,Y5,b100006.asd,Malaquita africana,aceite de linaza,Sulfato de calcio
Tablas1,Y5,b200000.asd,Malaquita africana,aceite de nueces,Sulfato de calcio
Tablas1,Y5,b200001.asd,Malaquita africana,aceite de nueces,Sulfato de calcio
Tablas1,Y5,b200002.asd,Malaquita africana,aceite de nueces,Sulfato de calcio
Tablas1,Y5,b200003.asd,Malaquita africana,aceite de nueces,Sulfato de calcio
Tablas1,Y5,b200004.asd,Malaquita africana,aceite de nueces,Sulfato de calcio
Tablas1,Y5,b200005.asd,Malaquita africana,aceite de nueces,Sulfato de calcio
