Wavelength	1b.000
350	 0.141451001167297 
351	 0.13764052093029 
352	 0.134838044643402 
353	 0.133971750736237 
354	 0.131352335214615 
355	 0.129188895225525 
356	 0.127398028969765 
357	 0.12522791326046 
358	 0.121019102632999 
359	 0.118790745735168 
360	 0.118836797773838 
361	 0.119191497564316 
362	 0.117756851017475 
363	 0.115281730890274 
364	 0.112796969711781 
365	 0.111228078603745 
366	 0.112543411552906 
367	 0.113250993192196 
368	 0.111044578254223 
369	 0.111783370375633 
370	 0.11120730638504 
371	 0.10957557708025 
372	 0.10937012732029 
373	 0.107723012566566 
374	 0.107039287686348 
375	 0.107780396938324 
376	 0.106954470276833 
377	 0.105794571340084 
378	 0.104856215417385 
379	 0.104427605867386 
380	 0.104509182274342 
381	 0.104348935186863 
382	 0.103284768760204 
383	 0.101177148520947 
384	 0.10173125565052 
385	 0.102101184427738 
386	 0.100833684206009 
387	 9.96782928705215E-02 
388	 9.89127680659294E-02 
389	 9.87645760178566E-02 
390	 9.90248024463654E-02 
391	 9.82691943645477E-02 
392	 9.75039526820183E-02 
393	 9.72058996558189E-02 
394	 9.72895547747612E-02 
395	 9.61241945624352E-02 
396	 0.095220260322094 
397	 9.53002870082855E-02 
398	 9.51944068074226E-02 
399	 9.45215076208115E-02 
400	 9.37184691429138E-02 
401	 9.32355970144272E-02 
402	 9.22837555408478E-02 
403	 0.091893382370472 
404	 9.17818322777748E-02 
405	 9.07994732260704E-02 
406	 9.04803052544594E-02 
407	 9.01053175330162E-02 
408	 8.92897099256516E-02 
409	 8.89516323804855E-02 
410	 8.82969945669174E-02 
411	 8.75847563147545E-02 
412	 0.087302103638649 
413	 8.73224958777428E-02 
414	 8.69327932596207E-02 
415	 8.63566026091576E-02 
416	 8.65894183516502E-02 
417	 8.63036438822746E-02 
418	 8.55839177966118E-02 
419	 8.48569720983505E-02 
420	 8.47431197762489E-02 
421	 0.084485150873661 
422	 8.42600017786026E-02 
423	 8.44495296478271E-02 
424	 0.084138385951519 
425	 8.36709216237068E-02 
426	 8.32797139883041E-02 
427	 8.29497128725052E-02 
428	 8.27054306864738E-02 
429	 8.25034156441689E-02 
430	 8.22756960988045E-02 
431	 8.19011554121971E-02 
432	 8.17116424441338E-02 
433	 0.081577479839325 
434	 8.11895802617073E-02 
435	 8.11897590756416E-02 
436	 8.11914056539536E-02 
437	 8.09585601091385E-02 
438	 0.080646775662899 
439	 8.06172415614128E-02 
440	 8.06170403957367E-02 
441	 8.03566500544548E-02 
442	 0.080220527946949 
443	 8.01448151469231E-02 
444	 8.00714790821075E-02 
445	 7.99597650766373E-02 
446	 7.98304602503777E-02 
447	 7.95746296644211E-02 
448	 7.92474448680878E-02 
449	 7.93286561965942E-02 
450	 7.93740227818489E-02 
451	 7.92092606425285E-02 
452	 7.88572654128075E-02 
453	 7.88191929459572E-02 
454	 7.88284987211227E-02 
455	 7.87484422326088E-02 
456	 7.86519795656204E-02 
457	 7.86828324198723E-02 
458	 7.85952135920525E-02 
459	 7.82514438033104E-02 
460	 7.80632570385933E-02 
461	 0.078127846121788 
462	 7.81922340393066E-02 
463	 7.78912603855133E-02 
464	 7.77900516986847E-02 
465	 7.78011232614517E-02 
466	 7.77752250432968E-02 
467	 7.75806531310081E-02 
468	 7.75092393159866E-02 
469	 7.74776563048363E-02 
470	 7.73645713925362E-02 
471	 7.74142071604729E-02 
472	 7.73057416081429E-02 
473	 7.70967602729797E-02 
474	 0.077129028737545 
475	 7.70624801516533E-02 
476	 7.69535899162292E-02 
477	 7.68839865922928E-02 
478	 7.68513381481171E-02 
479	 7.67978802323341E-02 
480	 7.67105966806412E-02 
481	 7.66207501292229E-02 
482	 7.66996964812279E-02 
483	 7.67317786812782E-02 
484	 7.66679421067238E-02 
485	 7.66793489456177E-02 
486	 7.67636448144913E-02 
487	 7.67105892300606E-02 
488	 7.64512866735458E-02 
489	 7.64980167150497E-02 
490	 7.65356943011284E-02 
491	 7.65437185764313E-02 
492	 7.66569897532463E-02 
493	 7.67216235399246E-02 
494	 7.67037272453308E-02 
495	 7.66426473855972E-02 
496	 7.66700357198715E-02 
497	 7.67182931303978E-02 
498	 7.67498388886452E-02 
499	 7.67546594142914E-02 
500	 7.68237337470055E-02 
501	 7.67989978194237E-02 
502	 7.67016112804413E-02 
503	 7.67133682966232E-02 
504	 7.68402442336082E-02 
505	 7.69151598215103E-02 
506	 0.076860636472702 
507	 7.68821388483047E-02 
508	 0.076968289911747 
509	 7.70357847213745E-02 
510	 7.69947022199631E-02 
511	 7.69782960414886E-02 
512	 7.70240053534508E-02 
513	 7.71263092756271E-02 
514	 7.72416144609451E-02 
515	 7.72200226783752E-02 
516	 7.71738365292549E-02 
517	 7.72160664200783E-02 
518	 7.71882757544518E-02 
519	 7.72272050380707E-02 
520	 7.73391127586365E-02 
521	 7.74347558617592E-02 
522	 7.74882808327675E-02 
523	 7.74765908718109E-02 
524	 7.74370282888412E-02 
525	 7.75215998291969E-02 
526	 7.76308327913284E-02 
527	 7.77220502495766E-02 
528	 7.77792409062386E-02 
529	 7.78253600001335E-02 
530	 7.78665989637375E-02 
531	 7.79452919960022E-02 
532	 7.81367570161819E-02 
533	 7.82239586114883E-02 
534	 7.82659947872162E-02 
535	 7.83472508192062E-02 
536	 7.84295201301575E-02 
537	 0.07855524122715 
538	 7.86931589245796E-02 
539	 7.87835344672203E-02 
540	 7.89013803005219E-02 
541	 7.90938660502434E-02 
542	 7.93299898505211E-02 
543	 0.079457625746727 
544	 7.96300321817398E-02 
545	 7.98386484384537E-02 
546	 8.00395086407661E-02 
547	 8.02696570754051E-02 
548	 8.04932713508606E-02 
549	 8.07232782244682E-02 
550	 8.10129418969154E-02 
551	 8.12813639640808E-02 
552	 8.15721601247787E-02 
553	 8.19234177470207E-02 
554	 8.23009386658669E-02 
555	 8.26858878135681E-02 
556	 0.083128422498703 
557	 8.36935564875603E-02 
558	 8.42822566628456E-02 
559	 8.49194452166557E-02 
560	 8.56050103902817E-02 
561	 8.62895026803017E-02 
562	 8.70262384414673E-02 
563	 8.78135114908218E-02 
564	 8.86457562446594E-02 
565	 8.95681083202362E-02 
566	 9.05603095889091E-02 
567	 9.16265845298767E-02 
568	 9.27886366844177E-02 
569	 9.40563231706619E-02 
570	 9.54055786132813E-02 
571	 9.68385711312294E-02 
572	 9.84287261962891E-02 
573	 0.100107476115227 
574	 0.101871833205223 
575	 0.103750094771385 
576	 0.105773098766804 
577	 0.107895217835903 
578	 0.110163003206253 
579	 0.112724408507347 
580	 0.115435853600502 
581	 0.118322439491749 
582	 0.121457941830158 
583	 0.124903678894043 
584	 0.128584951162338 
585	 0.13252754509449 
586	 0.136814638972282 
587	 0.141450136899948 
588	 0.14643831551075 
589	 0.151792407035828 
590	 0.157507926225662 
591	 0.163604706525803 
592	 0.170061334967613 
593	 0.176836982369423 
594	 0.183812499046326 
595	 0.191091731190681 
596	 0.198725953698158 
597	 0.206679657101631 
598	 0.21491564810276 
599	 0.223515838384628 
600	 0.232524126768112 
601	 0.241772666573524 
602	 0.251255214214325 
603	 0.260947316884995 
604	 0.270796328783035 
605	 0.280729711055756 
606	 0.290538966655731 
607	 0.300192683935165 
608	 0.309852868318558 
609	 0.319278568029404 
610	 0.328413099050522 
611	 0.337292104959488 
612	 0.345968574285507 
613	 0.354329109191895 
614	 0.362322121858597 
615	 0.369956523180008 
616	 0.377207577228546 
617	 0.384120583534241 
618	 0.390712827444077 
619	 0.396957725286484 
620	 0.402770280838013 
621	 0.408180385828018 
622	 0.413267552852631 
623	 0.418117791414261 
624	 0.422674655914307 
625	 0.426904916763306 
626	 0.430816322565079 
627	 0.434531062841415 
628	 0.438030958175659 
629	 0.441272377967834 
630	 0.444199115037918 
631	 0.447080135345459 
632	 0.44981187582016 
633	 0.452174574136734 
634	 0.454503327608109 
635	 0.45670822262764 
636	 0.45875871181488 
637	 0.460735738277435 
638	 0.462575554847717 
639	 0.464276403188705 
640	 0.465867191553116 
641	 0.467420279979706 
642	 0.468854695558548 
643	 0.470216929912567 
644	 0.471620172262192 
645	 0.472982347011566 
646	 0.474223345518112 
647	 0.475352644920349 
648	 0.476526230573654 
649	 0.477658689022064 
650	 0.478692620992661 
651	 0.479608565568924 
652	 0.480484068393707 
653	 0.481465011835098 
654	 0.482458084821701 
655	 0.483207732439041 
656	 0.484056740999222 
657	 0.484930753707886 
658	 0.485742509365082 
659	 0.486525177955627 
660	 0.487283110618591 
661	 0.487988412380219 
662	 0.488633811473846 
663	 0.489390790462494 
664	 0.490160584449768 
665	 0.490832269191742 
666	 0.491317927837372 
667	 0.491963088512421 
668	 0.49263671040535 
669	 0.493216067552567 
670	 0.49387463927269 
671	 0.494465112686157 
672	 0.495014786720276 
673	 0.495614111423492 
674	 0.496200084686279 
675	 0.496699213981628 
676	 0.497137188911438 
677	 0.497655957937241 
678	 0.498090177774429 
679	 0.498627930879593 
680	 0.49934309720993 
681	 0.499707907438278 
682	 0.500121116638184 
683	 0.50062370300293 
684	 0.501069724559784 
685	 0.50154048204422 
686	 0.501962423324585 
687	 0.502334713935852 
688	 0.502778172492981 
689	 0.503234684467316 
690	 0.503680884838104 
691	 0.504113733768463 
692	 0.504577040672302 
693	 0.504991590976715 
694	 0.505392968654633 
695	 0.505862414836884 
696	 0.506179392337799 
697	 0.506452143192291 
698	 0.506770491600037 
699	 0.507129192352295 
700	 0.5075603723526 
701	 0.507966339588165 
702	 0.508271157741547 
703	 0.50862318277359 
704	 0.508954405784607 
705	 0.509280800819397 
706	 0.509664058685303 
707	 0.509969234466553 
708	 0.510399758815765 
709	 0.510912418365479 
710	 0.510972082614899 
711	 0.511210560798645 
712	 0.511564970016479 
713	 0.511828780174255 
714	 0.512115061283112 
715	 0.512424111366272 
716	 0.512792348861694 
717	 0.513259053230286 
718	 0.513630092144012 
719	 0.51386696100235 
720	 0.514037013053894 
721	 0.514333963394165 
722	 0.514735162258148 
723	 0.515096545219421 
724	 0.51531720161438 
725	 0.515647292137146 
726	 0.515864491462708 
727	 0.516035139560699 
728	 0.516399264335632 
729	 0.516685724258423 
730	 0.516916394233704 
731	 0.517154693603516 
732	 0.517465949058533 
733	 0.517785429954529 
734	 0.518052339553833 
735	 0.518245577812195 
736	 0.518463611602783 
737	 0.518773555755615 
738	 0.519121050834656 
739	 0.51937997341156 
740	 0.519579470157623 
741	 0.519776403903961 
742	 0.520003616809845 
743	 0.520250201225281 
744	 0.520561873912811 
