Wavelength	1c.000
350	 0.102610401809216 
351	 9.98138189315796E-02 
352	 9.37113016843796E-02 
353	 8.87102484703064E-02 
354	 9.06549170613289E-02 
355	 8.95103812217712E-02 
356	 8.75002965331078E-02 
357	 8.67774039506912E-02 
358	 8.00699591636658E-02 
359	 7.72799327969551E-02 
360	 0.078578382730484 
361	 7.91905522346497E-02 
362	 8.02202448248863E-02 
363	 7.85890817642212E-02 
364	 7.49509036540985E-02 
365	 7.50477313995361E-02 
366	 7.49577134847641E-02 
367	 7.40653648972511E-02 
368	 7.28737190365791E-02 
369	 7.28774592280388E-02 
370	 7.29712098836899E-02 
371	 7.28804841637611E-02 
372	 7.27909505367279E-02 
373	 7.23147317767143E-02 
374	 7.17790350317955E-02 
375	 7.14281499385834E-02 
376	 7.12663307785988E-02 
377	 7.16032460331917E-02 
378	 7.13933035731316E-02 
379	 7.00075998902321E-02 
380	 6.92763701081276E-02 
381	 6.93875178694725E-02 
382	 6.91016241908073E-02 
383	 6.70105814933777E-02 
384	 6.86405897140503E-02 
385	 6.99455067515373E-02 
386	 0.068607471883297 
387	 6.64485096931458E-02 
388	 6.56736791133881E-02 
389	 6.63292109966278E-02 
390	 0.067297987639904 
391	 6.60859867930412E-02 
392	 6.51898980140686E-02 
393	 6.52963146567345E-02 
394	 6.56628385186195E-02 
395	 6.49389401078224E-02 
396	 6.42281845211983E-02 
397	 6.41579255461693E-02 
398	 0.064073920249939 
399	 6.36083707213402E-02 
400	 0.062532901763916 
401	 6.11974410712719E-02 
402	 0.061946664005518 
403	 6.24122098088264E-02 
404	 6.21258653700352E-02 
405	 6.21348023414612E-02 
406	 6.21706731617451E-02 
407	 0.06147550791502 
408	 6.03066049516201E-02 
409	 6.11440986394882E-02 
410	 6.10117577016354E-02 
411	 6.00868985056877E-02 
412	 5.95136247575283E-02 
413	 5.96444755792618E-02 
414	 5.92976398766041E-02 
415	 5.85391595959663E-02 
416	 5.85535168647766E-02 
417	 5.84945864975452E-02 
418	 5.85391223430634E-02 
419	 5.87047562003136E-02 
420	 5.81670626997948E-02 
421	 5.78797161579132E-02 
422	 5.80493956804276E-02 
423	 5.84502667188644E-02 
424	 5.83840385079384E-02 
425	 5.81879429519176E-02 
426	 5.79695627093315E-02 
427	 5.74778988957405E-02 
428	 5.72256073355675E-02 
429	 5.72517551481724E-02 
430	 5.73612526059151E-02 
431	 5.69791570305824E-02 
432	 5.70128299295902E-02 
433	 5.72405718266964E-02 
434	 5.69207556545734E-02 
435	 5.68579360842705E-02 
436	 5.69849386811256E-02 
437	 5.70833496749401E-02 
438	 5.68460784852505E-02 
439	 5.68258911371231E-02 
440	 5.67824989557266E-02 
441	 0.056476641446352 
442	 5.67128174006939E-02 
443	 5.67937307059765E-02 
444	 5.66355288028717E-02 
445	 5.66689595580101E-02 
446	 5.68343475461006E-02 
447	 5.68027198314667E-02 
448	 5.65113052725792E-02 
449	 5.65721541643143E-02 
450	 5.66995330154896E-02 
451	 5.67860268056393E-02 
452	 0.056804183870554 
453	 5.68493083119392E-02 
454	 5.69122135639191E-02 
455	 5.69414161145687E-02 
456	 5.68530075252056E-02 
457	 5.68320825695992E-02 
458	 5.67890480160713E-02 
459	 5.66786006093025E-02 
460	 0.05678990483284 
461	 5.68725727498531E-02 
462	 5.67886084318161E-02 
463	 5.65329268574715E-02 
464	 5.65909147262573E-02 
465	 0.056841816753149 
466	 5.70270679891109E-02 
467	 5.67807704210281E-02 
468	 5.67614436149597E-02 
469	 5.68612441420555E-02 
470	 5.68368099629879E-02 
471	 5.69273792207241E-02 
472	 5.69191090762615E-02 
473	 5.68345710635185E-02 
474	 5.68832159042358E-02 
475	 0.056970726698637 
476	 5.70412874221802E-02 
477	 5.70567175745964E-02 
478	 5.70028200745583E-02 
479	 5.68863116204739E-02 
480	 5.68232350051403E-02 
481	 5.69145418703556E-02 
482	 0.056892566382885 
483	 5.68871274590492E-02 
484	 5.69367073476315E-02 
485	 5.69445826113224E-02 
486	 5.71555458009243E-02 
487	 5.72986379265785E-02 
488	 5.71694858372211E-02 
489	 0.057120755314827 
490	 5.71731179952621E-02 
491	 5.72470016777515E-02 
492	 5.72239942848682E-02 
493	 5.72694428265095E-02 
494	 5.73497377336025E-02 
495	 5.74347004294395E-02 
496	 5.75496144592762E-02 
497	 5.75317144393921E-02 
498	 0.057524174451828 
499	 5.76728992164135E-02 
500	 5.76679706573486E-02 
501	 5.76554462313652E-02 
502	 5.77104687690735E-02 
503	 5.78220561146736E-02 
504	 0.057895865291357 
505	 5.78850470483303E-02 
506	 5.78416213393211E-02 
507	 5.80474324524403E-02 
508	 5.81163987517357E-02 
509	 5.81387467682362E-02 
510	 5.83526156842709E-02 
511	 0.058402456343174 
512	 5.84775991737843E-02 
513	 5.86491115391254E-02 
514	 5.87783418595791E-02 
515	 5.87845742702484E-02 
516	 5.88060729205608E-02 
517	 5.89571706950665E-02 
518	 5.90504743158817E-02 
519	 5.91433085501194E-02 
520	 5.92830330133438E-02 
521	 5.94924949109554E-02 
522	 5.96214421093464E-02 
523	 5.97281754016876E-02 
524	 5.98608292639256E-02 
525	 5.99899142980576E-02 
526	 6.00563958287239E-02 
527	 6.01773411035538E-02 
528	 6.04561902582645E-02 
529	 6.05442635715008E-02 
530	 6.06347694993019E-02 
531	 6.08171001076698E-02 
532	 0.061032198369503 
533	 6.12290762364864E-02 
534	 6.14086352288723E-02 
535	 6.15847893059254E-02 
536	 6.17634318768978E-02 
537	 0.061953742057085 
538	 6.21793083846569E-02 
539	 0.062458124011755 
540	 0.062680795788765 
541	 0.062949925661087 
542	 6.32846429944038E-02 
543	 6.35278820991516E-02 
544	 6.38277754187584E-02 
545	 6.41234442591667E-02 
546	 6.43457770347595E-02 
547	 6.46833181381226E-02 
548	 6.50478601455688E-02 
549	 6.54117614030838E-02 
550	 6.58091902732849E-02 
551	 6.62167444825172E-02 
552	 6.66325837373734E-02 
553	 6.70773833990097E-02 
554	 6.76207169890404E-02 
555	 6.81834742426872E-02 
556	 6.87639638781548E-02 
557	 6.94006159901619E-02 
558	 7.01254308223724E-02 
559	 7.09224417805672E-02 
560	 7.17694386839867E-02 
561	 7.26465359330177E-02 
562	 7.35293328762054E-02 
563	 7.44936317205429E-02 
564	 7.55993723869324E-02 
565	 7.67478048801422E-02 
566	 7.79772624373436E-02 
567	 7.93000757694244E-02 
568	 8.07097628712654E-02 
569	 8.22620466351509E-02 
570	 8.39319303631783E-02 
571	 8.56915861368179E-02 
572	 8.75350534915924E-02 
573	 8.94755572080612E-02 
574	 9.15241986513138E-02 
575	 9.36978086829185E-02 
576	 9.60173532366753E-02 
577	 9.84943583607674E-02 
578	 0.101170182228088 
579	 0.104114077985287 
580	 0.107240408658981 
581	 0.11058983206749 
582	 0.114216573536396 
583	 0.118076384067535 
584	 0.122188381850719 
585	 0.126622766256332 
586	 0.131469056010246 
587	 0.136691570281982 
588	 0.142281234264374 
589	 0.148270770907402 
590	 0.154722705483437 
591	 0.161511048674583 
592	 0.168660253286362 
593	 0.176209852099419 
594	 0.183980703353882 
595	 0.192076370120049 
596	 0.200542271137238 
597	 0.209330871701241 
598	 0.218448221683502 
599	 0.228021055459976 
600	 0.23809677362442 
601	 0.248406082391739 
602	 0.259007573127747 
603	 0.269898235797882 
604	 0.281005918979645 
605	 0.292102664709091 
606	 0.303179681301117 
607	 0.314214885234833 
608	 0.325106382369995 
609	 0.335832297801971 
610	 0.346295177936554 
611	 0.356454312801361 
612	 0.366370797157288 
613	 0.375964820384979 
614	 0.385158091783524 
615	 0.393903821706772 
616	 0.402240306138992 
617	 0.410155028104782 
618	 0.417640626430511 
619	 0.424726486206055 
620	 0.431413441896439 
621	 0.437660425901413 
622	 0.44343364238739 
623	 0.448788851499558 
624	 0.453843623399735 
625	 0.458618879318237 
626	 0.46304988861084 
627	 0.467149347066879 
628	 0.470928937196732 
629	 0.474426299333572 
630	 0.477733433246613 
631	 0.480866760015488 
632	 0.483746200799942 
633	 0.486297219991684 
634	 0.488883048295975 
