Wavelength	2e.001
350	 1.17242813110352 
351	 1.1814044713974 
352	 1.19543993473053 
353	 1.20615780353546 
354	 1.20172727108002 
355	 1.2051910161972 
356	 1.21274852752686 
357	 1.21998977661133 
358	 1.24497628211975 
359	 1.24483549594879 
360	 1.23292016983032 
361	 1.24487257003784 
362	 1.23619639873505 
363	 1.23913359642029 
364	 1.26196193695068 
365	 1.27188885211945 
366	 1.26909732818604 
367	 1.26041042804718 
368	 1.2541595697403 
369	 1.25619947910309 
370	 1.26237308979034 
371	 1.26680135726929 
372	 1.26393866539001 
373	 1.26145565509796 
374	 1.25170540809631 
375	 1.23987591266632 
376	 1.24968338012695 
377	 1.25365400314331 
378	 1.25127375125885 
379	 1.25026190280914 
380	 1.26098155975342 
381	 1.25472629070282 
382	 1.24670672416687 
383	 1.27054512500763 
384	 1.26629614830017 
385	 1.25285029411316 
386	 1.25043404102325 
387	 1.26773178577423 
388	 1.27455115318298 
389	 1.26724219322205 
390	 1.25572550296783 
391	 1.26189267635345 
392	 1.26631951332092 
393	 1.26485335826874 
394	 1.26420247554779 
395	 1.26125073432922 
396	 1.2574006319046 
397	 1.25587439537048 
398	 1.26287543773651 
399	 1.26180529594421 
400	 1.26138889789581 
401	 1.27068078517914 
402	 1.26640605926514 
403	 1.26326358318329 
404	 1.26592922210693 
405	 1.27001142501831 
406	 1.26528584957123 
407	 1.26061952114105 
408	 1.26213574409485 
409	 1.26644206047058 
410	 1.26855278015137 
411	 1.26856851577759 
412	 1.2684006690979 
413	 1.26763427257538 
414	 1.27054750919342 
415	 1.27479732036591 
416	 1.27242648601532 
417	 1.27176785469055 
418	 1.26969051361084 
419	 1.26559913158417 
420	 1.26971077919006 
421	 1.27271640300751 
422	 1.27121365070343 
423	 1.26619029045105 
424	 1.26729142665863 
425	 1.27172040939331 
426	 1.27476787567139 
427	 1.27092385292053 
428	 1.27050316333771 
429	 1.27173089981079 
430	 1.27165341377258 
431	 1.27273619174957 
432	 1.27236664295197 
433	 1.27116429805756 
