Wavelength	3a.001
350	 1.0154128074646 
351	 1.03854775428772 
352	 1.06046116352081 
353	 1.06433534622192 
354	 1.07636189460754 
355	 1.08558094501495 
356	 1.09887802600861 
357	 1.12207448482513 
358	 1.14755713939667 
359	 1.1558917760849 
360	 1.15625762939453 
361	 1.16900241374969 
362	 1.15583300590515 
363	 1.1650276184082 
364	 1.20382785797119 
365	 1.20995271205902 
366	 1.20065140724182 
367	 1.19910168647766 
368	 1.21363997459412 
369	 1.19954097270966 
370	 1.1951105594635 
371	 1.20567417144775 
372	 1.21764695644379 
373	 1.22594773769379 
374	 1.23227334022522 
375	 1.2381237745285 
376	 1.24324071407318 
377	 1.23776888847351 
378	 1.23349821567535 
379	 1.24337017536163 
380	 1.27133238315582 
381	 1.26215946674347 
382	 1.23957407474518 
383	 1.26357781887054 
384	 1.27436113357544 
385	 1.27279257774353 
386	 1.26976346969604 
387	 1.27789294719696 
388	 1.2794896364212 
389	 1.28302681446075 
390	 1.29689300060272 
391	 1.30017518997192 
392	 1.30368638038635 
393	 1.30518484115601 
394	 1.29609131813049 
395	 1.30229425430298 
396	 1.31010103225708 
397	 1.31069159507751 
398	 1.31224811077118 
399	 1.32052028179169 
400	 1.33134186267853 
401	 1.33746945858002 
402	 1.33488035202026 
403	 1.33269679546356 
404	 1.33692967891693 
405	 1.34932029247284 
406	 1.34814918041229 
407	 1.35092318058014 
408	 1.36450719833374 
409	 1.36190521717072 
410	 1.3634147644043 
411	 1.36610877513885 
412	 1.36249721050262 
413	 1.36029195785522 
414	 1.36919701099396 
415	 1.38288223743439 
416	 1.38065409660339 
417	 1.37890410423279 
418	 1.37908101081848 
419	 1.38090515136719 
420	 1.38729870319366 
421	 1.39205706119537 
422	 1.39194762706757 
423	 1.38741838932037 
424	 1.39081752300262 
425	 1.39360010623932 
426	 1.3936675786972 
427	 1.39819920063019 
428	 1.39883828163147 
429	 1.39843320846558 
430	 1.40105640888214 
431	 1.40757179260254 
432	 1.40754294395447 
433	 1.40430235862732 
434	 1.40776801109314 
435	 1.41032361984253 
436	 1.40996563434601 
437	 1.40748047828674 
438	 1.40671074390411 
439	 1.40672361850739 
440	 1.40774297714233 
441	 1.40967333316803 
442	 1.41021811962128 
443	 1.41105890274048 
444	 1.4115434885025 
445	 1.40953779220581 
446	 1.41144597530365 
447	 1.41358625888824 
448	 1.4131932258606 
449	 1.41330218315125 
450	 1.41229522228241 
451	 1.41215431690216 
452	 1.4149261713028 
453	 1.41475343704224 
454	 1.41369521617889 
455	 1.41361963748932 
456	 1.41541576385498 
457	 1.41429543495178 
458	 1.41409575939178 
459	 1.41717648506165 
460	 1.41546285152435 
461	 1.41374552249908 
462	 1.41324543952942 
463	 1.41320335865021 
464	 1.41414213180542 
465	 1.41450822353363 
466	 1.41387629508972 
467	 1.4138251543045 
468	 1.41490018367767 
469	 1.41597986221313 
470	 1.41573858261108 
471	 1.41415929794312 
472	 1.41437232494354 
473	 1.41590988636017 
474	 1.41559326648712 
475	 1.41632568836212 
476	 1.41715228557587 
477	 1.41712987422943 
478	 1.41659808158875 
479	 1.41667580604553 
480	 1.41647624969482 
481	 1.41518843173981 
482	 1.41816866397858 
483	 1.41881632804871 
484	 1.41611671447754 
485	 1.41632556915283 
486	 1.41574287414551 
487	 1.41574680805206 
488	 1.41722798347473 
489	 1.41607570648193 
490	 1.41541874408722 
491	 1.41569042205811 
492	 1.41585278511047 
493	 1.4177371263504 
494	 1.41771364212036 
495	 1.41515910625458 
496	 1.41534185409546 
497	 1.41657948493958 
498	 1.41682112216949 
499	 1.41502261161804 
500	 1.41568279266357 
501	 1.41542625427246 
502	 1.41451013088226 
503	 1.41630399227142 
504	 1.41493272781372 
505	 1.41397666931152 
506	 1.41562008857727 
507	 1.41453075408936 
508	 1.41313934326172 
509	 1.41268396377563 
510	 1.41344976425171 
511	 1.41279280185699 
512	 1.41108477115631 
513	 1.40913772583008 
514	 1.40788662433624 
515	 1.40750277042389 
516	 1.40695571899414 
517	 1.40546488761902 
518	 1.40434622764587 
519	 1.40269434452057 
520	 1.40045297145844 
521	 1.39819085597992 
522	 1.39622139930725 
523	 1.39444875717163 
524	 1.39253640174866 
525	 1.38977837562561 
526	 1.38702464103699 
527	 1.38392519950867 
528	 1.37992715835571 
529	 1.3756560087204 
530	 1.37197649478912 
531	 1.36827039718628 
532	 1.36250925064087 
533	 1.35671210289001 
534	 1.3507627248764 
535	 1.34420347213745 
536	 1.33698415756226 
537	 1.32865643501282 
538	 1.31925523281097 
539	 1.30903899669647 
540	 1.29795694351196 
541	 1.28537380695343 
542	 1.27132046222687 
543	 1.25689387321472 
544	 1.240558385849 
545	 1.22297215461731 
546	 1.2049309015274 
547	 1.18536078929901 
548	 1.16440737247467 
549	 1.14252054691315 
550	 1.12026536464691 
551	 1.09648704528809 
552	 1.07111489772797 
553	 1.04451680183411 
554	 1.01766359806061 
555	 0.989526629447937 
556	 0.960316836833954 
557	 0.930738508701324 
558	 0.901355743408203 
559	 0.87187647819519 
560	 0.842539608478546 
561	 0.8141228556633 
562	 0.786529004573822 
563	 0.75944709777832 
564	 0.732800185680389 
565	 0.707082569599152 
566	 0.68245667219162 
567	 0.658758640289307 
568	 0.635712027549744 
569	 0.613541841506958 
570	 0.592410385608673 
571	 0.572322309017181 
572	 0.553030073642731 
573	 0.53467333316803 
574	 0.517263770103455 
575	 0.500710010528564 
576	 0.484793335199356 
577	 0.469758063554764 
578	 0.45554530620575 
579	 0.441809475421906 
580	 0.429126799106598 
581	 0.417255848646164 
582	 0.405901819467545 
583	 0.395257502794266 
584	 0.385223209857941 
585	 0.375740051269531 
586	 0.366798102855682 
587	 0.358577102422714 
588	 0.350973606109619 
589	 0.343878984451294 
590	 0.337284356355667 
591	 0.331157952547073 
592	 0.325420528650284 
593	 0.320041835308075 
594	 0.315304696559906 
595	 0.310819357633591 
596	 0.306535482406616 
597	 0.302712708711624 
598	 0.299262076616287 
599	 0.296022146940231 
600	 0.292891561985016 
601	 0.289957731962204 
602	 0.28724279999733 
603	 0.284708827733994 
604	 0.282305747270584 
605	 0.280069202184677 
606	 0.278084456920624 
607	 0.276314496994019 
608	 0.274581223726273 
609	 0.27296906709671 
610	 0.271504878997803 
611	 0.270153194665909 
612	 0.268729031085968 
613	 0.267427504062653 
614	 0.266279816627502 
615	 0.265198051929474 
616	 0.264092534780502 
617	 0.263057380914688 
618	 0.262137174606323 
619	 0.261252582073212 
620	 0.260248333215714 
621	 0.25934499502182 
622	 0.258746474981308 
623	 0.257940620183945 
624	 0.257087260484695 
625	 0.256322920322418 
626	 0.255714148283005 
627	 0.254940956830978 
628	 0.254163444042206 
629	 0.253539562225342 
630	 0.253012448549271 
631	 0.252346813678741 
632	 0.25164783000946 
633	 0.251135319471359 
634	 0.250612765550613 
635	 0.250017166137695 
636	 0.249364420771599 
637	 0.248753622174263 
638	 0.248233392834663 
639	 0.247735992074013 
640	 0.247210308909416 
641	 0.246775910258293 
642	 0.246317237615585 
643	 0.245808556675911 
644	 0.245280683040619 
645	 0.244708701968193 
646	 0.244256317615509 
647	 0.243920534849167 
648	 0.243396013975143 
649	 0.242822170257568 
650	 0.242336764931679 
651	 0.242001712322235 
652	 0.241557016968727 
653	 0.24112369120121 
654	 0.240726470947266 
655	 0.240303292870522 
656	 0.239815652370453 
657	 0.239426970481873 
658	 0.239152818918228 
659	 0.2386195063591 
660	 0.238143011927605 
661	 0.237768322229385 
662	 0.237430259585381 
663	 0.237042337656021 
664	 0.236666277050972 
665	 0.236307471990585 
666	 0.235908016562462 
667	 0.235483139753342 
668	 0.235143348574638 
669	 0.234924778342247 
670	 0.234645396471024 
671	 0.234240546822548 
672	 0.233809277415276 
673	 0.233499556779861 
674	 0.233192563056946 
675	 0.232854545116425 
676	 0.232502147555351 
677	 0.232202351093292 
678	 0.232095941901207 
679	 0.231835290789604 
680	 0.231238141655922 
681	 0.230960384011269 
682	 0.230709686875343 
683	 0.230438679456711 
684	 0.230211555957794 
685	 0.229857638478279 
686	 0.229573741555214 
687	 0.229388728737831 
688	 0.229046627879143 
689	 0.228737041354179 
690	 0.228451237082481 
691	 0.228175044059753 
692	 0.228086248040199 
693	 0.227817684412003 
694	 0.227394327521324 
695	 0.227086260914803 
696	 0.226866260170937 
697	 0.226720824837685 
698	 0.226583987474442 
699	 0.226314306259155 
700	 0.226006031036377 
701	 0.225741505622864 
702	 0.225553497672081 
703	 0.225306689739227 
704	 0.225047290325165 
705	 0.224852055311203 
706	 0.224782571196556 
707	 0.224557489156723 
708	 0.224287927150726 
709	 0.224074319005013 
710	 0.223914787173271 
711	 0.223612427711487 
712	 0.223316177725792 
713	 0.223200917243958 
714	 0.22311070561409 
715	 0.222939908504486 
716	 0.222657293081284 
717	 0.222314551472664 
718	 0.222197204828262 
719	 0.222096264362335 
720	 0.221924498677254 
721	 0.221931800246239 
722	 0.221738129854202 
723	 0.221492722630501 
724	 0.221393346786499 
725	 0.221144169569016 
726	 0.220911279320717 
727	 0.220748692750931 
728	 0.220611810684204 
729	 0.220378205180168 
730	 0.220232993364334 
731	 0.220216706395149 
732	 0.220071166753769 
733	 0.219910591840744 
734	 0.219729587435722 
735	 0.219528093934059 
736	 0.219449326395988 
737	 0.219306886196136 
738	 0.219129845499992 
739	 0.219064205884933 
740	 0.218879416584969 
741	 0.218714207410812 
742	 0.218612372875214 
743	 0.21840837597847 
744	 0.218334779143333 
745	 0.218259289860725 
746	 0.218061476945877 
747	 0.218010529875755 
748	 0.217896699905396 
749	 0.217727467417717 
750	 0.21762652695179 
751	 0.217551976442337 
752	 0.2174241989851 
753	 0.217267438769341 
754	 0.217238336801529 
755	 0.217098206281662 
756	 0.216950222849846 
757	 0.216894268989563 
758	 0.216789990663528 
759	 0.216628789901733 
760	 0.216466203331947 
761	 0.21638360619545 
762	 0.216406404972076 
763	 0.216319188475609 
764	 0.216132462024689 
765	 0.216097220778465 
766	 0.215948894619942 
767	 0.215841934084892 
768	 0.2158522605896 
769	 0.215687587857246 
770	 0.2155502140522 
771	 0.215452402830124 
772	 0.215344920754433 
773	 0.215225383639336 
774	 0.215145111083984 
775	 0.21506342291832 
776	 0.214884176850319 
777	 0.214791297912598 
778	 0.214762672781944 
779	 0.214734733104706 
780	 0.214630886912346 
781	 0.214513376355171 
782	 0.214468434453011 
783	 0.214507773518562 
784	 0.214368626475334 
785	 0.21422316133976 
786	 0.214134454727173 
787	 0.214091077446938 
788	 0.214057773351669 
789	 0.214034363627434 
790	 0.21400074660778 
791	 0.213910132646561 
792	 0.213698580861092 
793	 0.213506922125816 
794	 0.213446468114853 
795	 0.213453322649002 
796	 0.213536351919174 
797	 0.213587716221809 
798	 0.213507950305939 
799	 0.213442593812943 
800	 0.213358491659164 
801	 0.213271141052246 
802	 0.213229775428772 
803	 0.213185951113701 
804	 0.213126450777054 
805	 0.213040068745613 
806	 0.212911680340767 
807	 0.212841153144836 
808	 0.212819442152977 
809	 0.212795376777649 
810	 0.212683603167534 
811	 0.212607100605965 
812	 0.212611719965935 
813	 0.212681293487549 
814	 0.212705671787262 
815	 0.212638944387436 
816	 0.212523922324181 
817	 0.212478041648865 
818	 0.21259568631649 
819	 0.212641671299934 
820	 0.21250718832016 
821	 0.21237114071846 
822	 0.212240919470787 
823	 0.212224587798119 
824	 0.212344154715538 
825	 0.212306052446365 
826	 0.212278455495834 
827	 0.212303221225739 
828	 0.21234442293644 
829	 0.212293058633804 
830	 0.212197408080101 
831	 0.212145730853081 
832	 0.212220370769501 
833	 0.212166100740433 
834	 0.212074130773544 
835	 0.212036713957787 
836	 0.212061539292336 
837	 0.212082087993622 
838	 0.21208818256855 
839	 0.212076440453529 
840	 0.212004885077477 
841	 0.212007150053978 
842	 0.21207956969738 
843	 0.212157607078552 
844	 0.212215200066566 
845	 0.212197244167328 
846	 0.212137371301651 
847	 0.212131947278976 
848	 0.212215945124626 
849	 0.212267443537712 
850	 0.212213933467865 
851	 0.212075963616371 
852	 0.211940228939056 
853	 0.21186164021492 
854	 0.211887747049332 
855	 0.21208555996418 
856	 0.212168335914612 
857	 0.212147161364555 
858	 0.21212911605835 
859	 0.212170705199242 
860	 0.212155401706696 
861	 0.212119519710541 
862	 0.212150171399117 
863	 0.21212574839592 
864	 0.212030485272408 
865	 0.211945131421089 
866	 0.212016940116882 
867	 0.212292328476906 
868	 0.212483629584312 
869	 0.212457075715065 
870	 0.212356343865395 
871	 0.212192311882973 
872	 0.212039843201637 
873	 0.211967393755913 
874	 0.212007597088814 
875	 0.212116181850433 
876	 0.212261974811554 
877	 0.212400197982788 
878	 0.212430655956268 
879	 0.212417170405388 
880	 0.212381362915039 
881	 0.212335631251335 
882	 0.212357476353645 
883	 0.212400734424591 
884	 0.212417051196098 
885	 0.212386280298233 
886	 0.212478667497635 
887	 0.212544620037079 
888	 0.212531760334969 
889	 0.212544396519661 
890	 0.212648630142212 
891	 0.212775498628616 
892	 0.212858274579048 
893	 0.212886348366737 
894	 0.212816625833511 
895	 0.212736561894417 
896	 0.212740257382393 
897	 0.212858274579048 
898	 0.212911531329155 
899	 0.212972089648247 
900	 0.213133707642555 
901	 0.213222473859787 
902	 0.213238522410393 
903	 0.213257119059563 
904	 0.213359728455544 
905	 0.213455334305763 
906	 0.213485270738602 
907	 0.213423430919647 
908	 0.213310703635216 
909	 0.213463723659515 
910	 0.213647559285164 
911	 0.213764220476151 
912	 0.213896840810776 
913	 0.213814824819565 
914	 0.213767305016518 
915	 0.213852077722549 
916	 0.213867411017418 
917	 0.213897600769997 
918	 0.213930502533913 
919	 0.213924378156662 
920	 0.213815107941628 
921	 0.213898628950119 
922	 0.214030459523201 
923	 0.214066818356514 
924	 0.214185774326324 
925	 0.214258223772049 
926	 0.214226111769676 
927	 0.214116424322128 
928	 0.214136555790901 
929	 0.214194595813751 
930	 0.2142663449049 
931	 0.214343160390854 
932	 0.214367792010307 
933	 0.214360222220421 
934	 0.214324131608009 
935	 0.214260086417198 
936	 0.214196264743805 
937	 0.214176535606384 
938	 0.214203730225563 
939	 0.2142473757267 
940	 0.214278176426888 
941	 0.214308023452759 
942	 0.214301720261574 
943	 0.214198112487793 
944	 0.214062571525574 
945	 0.21408274769783 
946	 0.214220821857452 
947	 0.214218556880951 
948	 0.214223831892014 
949	 0.214283183217049 
950	 0.214324757456779 
951	 0.214178845286369 
952	 0.214161410927773 
953	 0.214295461773872 
954	 0.214479580521584 
955	 0.214533433318138 
956	 0.214611396193504 
957	 0.214655980467796 
958	 0.214669242501259 
959	 0.21481642127037 
960	 0.214961037039757 
961	 0.215071335434914 
962	 0.215130805969238 
963	 0.21510212123394 
964	 0.21527561545372 
965	 0.215522453188896 
966	 0.215674370527267 
967	 0.215756222605705 
968	 0.215704709291458 
969	 0.215609341859818 
970	 0.215586230158806 
971	 0.215685918927193 
972	 0.215983808040619 
973	 0.216203689575195 
974	 0.216129750013351 
975	 0.216010808944702 
976	 0.215888530015945 
977	 0.215832859277725 
978	 0.215878024697304 
979	 0.215969190001488 
980	 0.216033190488815 
981	 0.216070562601089 
982	 0.2161013931036 
983	 0.216110721230507 
984	 0.216048300266266 
985	 0.216023504734039 
986	 0.216104000806808 
987	 0.21604660153389 
988	 0.215853646397591 
989	 0.215774521231651 
990	 0.215924665331841 
991	 0.215662360191345 
992	 0.215593710541725 
993	 0.215688645839691 
994	 0.215724587440491 
995	 0.215714573860168 
996	 0.215532898902893 
997	 0.215451374650002 
998	 0.215661764144897 
999	 0.215610519051552 
1000	 0.215689435601234 
1001	 0.215009242296219 
1002	 0.215059354901314 
1003	 0.21506667137146 
1004	 0.215086981654167 
1005	 0.215150460600853 
1006	 0.215179964900017 
1007	 0.215168133378029 
1008	 0.215181574225426 
1009	 0.215195938944817 
1010	 0.215241491794586 
1011	 0.215299874544144 
1012	 0.215353325009346 
1013	 0.215439647436142 
1014	 0.215505570173264 
1015	 0.215563952922821 
1016	 0.215621277689934 
1017	 0.215611904859543 
1018	 0.215615391731262 
1019	 0.215603202581406 
1020	 0.21558803319931 
1021	 0.215599179267883 
1022	 0.215648010373116 
1023	 0.215685844421387 
