Wavelength	5b.000
350	 7.49273598194122E-02 
351	 6.90267607569695E-02 
352	 0.064119003713131 
353	 0.063967265188694 
354	 6.47717714309692E-02 
355	 6.43841475248337E-02 
356	 6.21852651238441E-02 
357	 5.86791932582855E-02 
358	 5.55323138833046E-02 
359	 0.054870244115591 
360	 0.055499117821455 
361	 5.47064393758774E-02 
362	 5.26691637933254E-02 
363	 5.09468279778957E-02 
364	 5.02575151622295E-02 
365	 5.00688925385475E-02 
366	 5.20333461463451E-02 
367	 5.22580929100513E-02 
368	 4.87502925097942E-02 
369	 4.97603677213192E-02 
370	 4.92683500051498E-02 
371	 4.74324151873589E-02 
372	 4.76580001413822E-02 
373	 4.81012910604477E-02 
374	 4.80807572603226E-02 
375	 4.75198291242123E-02 
376	 4.69988100230694E-02 
377	 4.66820932924747E-02 
378	 4.60892878472805E-02 
379	 4.49724271893501E-02 
380	 4.43742610514164E-02 
381	 4.49717119336128E-02 
382	 4.52193021774292E-02 
383	 4.29884158074856E-02 
384	 4.38995137810707E-02 
385	 4.52443026006222E-02 
386	 4.47680503129959E-02 
387	 4.22778911888599E-02 
388	 4.15991842746735E-02 
389	 4.20934520661831E-02 
390	 4.20257262885571E-02 
391	 4.07755300402641E-02 
392	 3.97829115390778E-02 
393	 3.98567132651806E-02 
394	 4.10580672323704E-02 
395	 4.11478951573372E-02 
396	 4.06038500368595E-02 
397	 4.01142984628677E-02 
398	 4.00898158550262E-02 
399	 3.95020097494125E-02 
400	 3.89485135674477E-02 
401	 3.90462167561054E-02 
402	 0.038311842828989 
403	 3.85375246405602E-02 
404	 3.91287840902805E-02 
405	 3.79205755889416E-02 
406	 3.74875664710999E-02 
407	 3.72350439429283E-02 
408	 3.67535166442394E-02 
409	 3.69645617902279E-02 
410	 3.69441583752632E-02 
411	 3.67497391998768E-02 
412	 3.66825871169567E-02 
413	 3.66111397743225E-02 
414	 3.58805395662785E-02 
415	 3.49645242094994E-02 
416	 3.52480337023735E-02 
417	 3.52184176445007E-02 
418	 3.51543910801411E-02 
