Wavelength	4b.000
350	 7.48845934867859E-02 
351	 6.93235397338867E-02 
352	 6.36051446199417E-02 
353	 6.04092590510845E-02 
354	 6.00454732775688E-02 
355	 0.061489399522543 
356	 6.06480985879898E-02 
357	 5.60055635869503E-02 
358	 5.47275170683861E-02 
359	 5.40011189877987E-02 
360	 5.42681254446507E-02 
361	 5.67667968571186E-02 
362	 5.55571541190147E-02 
363	 5.38420379161835E-02 
364	 5.31614422798157E-02 
365	 5.17356991767883E-02 
366	 5.16458563506603E-02 
367	 5.20371533930302E-02 
368	 5.19171170890331E-02 
369	 5.22962957620621E-02 
370	 5.19399717450142E-02 
371	 5.14557026326656E-02 
372	 5.21938018500805E-02 
373	 5.20416125655174E-02 
374	 5.22810705006123E-02 
375	 5.30698075890541E-02 
376	 5.24550788104534E-02 
377	 5.34825995564461E-02 
378	 0.054827269166708 
379	 0.054759819060564 
380	 5.40623664855957E-02 
381	 5.47549612820148E-02 
382	 5.57846873998642E-02 
383	 5.47733940184116E-02 
384	 0.055927149951458 
385	 5.72411045432091E-02 
386	 0.057531364262104 
387	 5.79174272716045E-02 
388	 5.82309365272522E-02 
389	 5.88346086442471E-02 
390	 0.05977738276124 
391	 5.94114176928997E-02 
392	 6.03375174105167E-02 
393	 6.23556785285473E-02 
394	 6.34766817092896E-02 
395	 6.42135664820671E-02 
396	 6.50100782513618E-02 
397	 6.58005401492119E-02 
398	 6.55762180685997E-02 
399	 0.066528394818306 
400	 6.80218487977982E-02 
401	 6.89426586031914E-02 
402	 6.99719563126564E-02 
403	 7.10990577936172E-02 
404	 0.072138637304306 
405	 7.28605166077614E-02 
406	 7.39188343286514E-02 
407	 0.075349286198616 
408	 7.69868046045303E-02 
409	 7.85613805055618E-02 
410	 7.95432552695274E-02 
411	 8.04383382201195E-02 
412	 8.18938165903091E-02 
413	 8.34222063422203E-02 
414	 8.47467556595802E-02 
415	 8.59285071492195E-02 
416	 8.72901752591133E-02 
417	 8.86978283524513E-02 
418	 9.00688543915749E-02 
419	 9.14646834135056E-02 
420	 0.093336284160614 
421	 9.47548598051071E-02 
422	 9.61649417877197E-02 
423	 9.82990115880966E-02 
424	 9.98377650976181E-02 
425	 0.101067997515202 
426	 0.102405026555061 
427	 0.104237340390682 
428	 0.105866581201553 
429	 0.107552237808704 
430	 0.109514571726322 
431	 0.11120093613863 
432	 0.112906783819199 
433	 0.114657819271088 
434	 0.116359040141106 
435	 0.118259832262993 
436	 0.120185181498528 
437	 0.122023984789848 
438	 0.123835697770119 
439	 0.125500291585922 
440	 0.127258777618408 
441	 0.129310205578804 
442	 0.131249099969864 
443	 0.133154898881912 
444	 0.135052636265755 
445	 0.136932492256165 
446	 0.139011263847351 
447	 0.141085535287857 
448	 0.143036291003227 
449	 0.145080789923668 
450	 0.147064164280891 
451	 0.148956537246704 
452	 0.150813370943069 
453	 0.152891308069229 
454	 0.154960766434669 
455	 0.15692763030529 
456	 0.158896490931511 
457	 0.160832107067108 
458	 0.162657782435417 
459	 0.164400950074196 
460	 0.166418224573135 
461	 0.168417111039162 
462	 0.170312285423279 
463	 0.172157943248749 
464	 0.174099579453468 
465	 0.176115348935127 
466	 0.178051829338074 
467	 0.179575860500336 
468	 0.181304216384888 
469	 0.183136105537415 
470	 0.184868380427361 
471	 0.186858147382736 
472	 0.188576757907867 
473	 0.190081506967545 
474	 0.19187305867672 
475	 0.193518042564392 
476	 0.195037037134171 
477	 0.196524143218994 
478	 0.198065415024757 
479	 0.19966584444046 
480	 0.20123852789402 
481	 0.202685132622719 
482	 0.204080179333687 
483	 0.205538749694824 
484	 0.207046508789063 
485	 0.208439096808434 
486	 0.209920108318329 
487	 0.211382672190666 
488	 0.21271701157093 
489	 0.214006498456001 
490	 0.215445995330811 
491	 0.216910719871521 
492	 0.218145459890366 
493	 0.219630673527718 
494	 0.221018999814987 
