Wavelength	3c.000
350	 0.113621242344379 
351	 0.108542971313 
352	 0.106622613966465 
353	 0.107840605080128 
354	 0.104018926620483 
355	 0.102014437317848 
356	 9.92473289370537E-02 
357	 9.40017029643059E-02 
358	 9.28349643945694E-02 
359	 9.31186676025391E-02 
360	 9.30982828140259E-02 
361	 9.19789150357246E-02 
362	 9.26776304841042E-02 
363	 9.11471173167229E-02 
364	 8.72857570648193E-02 
365	 8.67702290415764E-02 
366	 8.81006568670273E-02 
367	 0.088026188313961 
368	 8.53566378355026E-02 
369	 8.67934376001358E-02 
370	 8.88501554727554E-02 
371	 8.95357355475426E-02 
372	 8.81816372275352E-02 
373	 0.086825005710125 
374	 8.65429639816284E-02 
375	 8.73561352491379E-02 
376	 8.80352184176445E-02 
377	 8.96659567952156E-02 
378	 9.00674760341644E-02 
379	 8.78901928663254E-02 
380	 0.087084986269474 
381	 8.75077247619629E-02 
382	 8.80122929811478E-02 
383	 8.72160196304321E-02 
384	 8.75334963202477E-02 
385	 8.77348408102989E-02 
386	 8.73233377933502E-02 
387	 8.75483080744743E-02 
388	 8.72297585010529E-02 
389	 8.65883752703667E-02 
390	 8.61729755997658E-02 
391	 8.62032175064087E-02 
392	 8.65455493330956E-02 
393	 8.68825763463974E-02 
394	 8.68889465928078E-02 
395	 8.73426869511604E-02 
396	 8.79251286387444E-02 
397	 8.81910845637321E-02 
398	 8.77038240432739E-02 
399	 8.71392413973808E-02 
400	 8.69548544287682E-02 
401	 8.71833935379982E-02 
402	 8.63044783473015E-02 
403	 8.71621444821358E-02 
404	 8.88634994626045E-02 
405	 8.80314409732819E-02 
406	 8.82094874978065E-02 
407	 8.83106738328934E-02 
408	 8.77679362893105E-02 
409	 8.84889736771584E-02 
410	 8.77029001712799E-02 
411	 0.086943618953228 
412	 8.82242172956467E-02 
413	 8.86251032352448E-02 
414	 8.82159844040871E-02 
415	 8.78260582685471E-02 
416	 8.86799767613411E-02 
417	 8.90278741717339E-02 
418	 8.90714451670647E-02 
419	 8.92057046294212E-02 
420	 8.94352644681931E-02 
421	 8.94424617290497E-02 
422	 8.96230041980743E-02 
423	 9.04110297560692E-02 
424	 9.05099436640739E-02 
425	 9.05749797821045E-02 
426	 9.08756926655769E-02 
427	 9.10697802901268E-02 
428	 9.12398025393486E-02 
429	 9.15050804615021E-02 
430	 0.091879665851593 
431	 9.20227617025375E-02 
432	 9.22626033425331E-02 
433	 9.26101133227348E-02 
434	 9.29196178913116E-02 
435	 9.34229120612144E-02 
436	 9.38307642936707E-02 
437	 9.40118953585625E-02 
438	 0.094145156443119 
439	 0.094463899731636 
440	 9.47384312748909E-02 
441	 9.48011428117752E-02 
442	 9.53890979290009E-02 
443	 9.58340838551521E-02 
444	 9.59912464022636E-02 
445	 9.61675569415092E-02 
446	 9.62690189480782E-02 
447	 9.66115072369576E-02 
448	 9.72269177436829E-02 
449	 9.73771139979362E-02 
450	 9.77251827716827E-02 
451	 9.80995818972588E-02 
452	 9.81593430042267E-02 
453	 9.85841974616051E-02 
454	 9.89632904529572E-02 
455	 9.91678237915039E-02 
456	 9.94650200009346E-02 
457	 9.99215692281723E-02 
458	 0.100277490913868 
459	 0.100388087332249 
460	 0.10067181289196 
461	 0.10097149759531 
462	 0.101222641766071 
463	 0.101424567401409 
464	 0.101661622524261 
465	 0.101998180150986 
466	 0.102378986775875 
467	 0.102569699287415 
468	 0.10284161567688 
469	 0.103120543062687 
470	 0.103298217058182 
471	 0.10357216745615 
472	 0.103770144283772 
473	 0.103949151933193 
474	 0.104331254959106 
475	 0.104656018316746 
476	 0.104864418506622 
477	 0.104995518922806 
478	 0.105223312973976 
479	 0.105427965521812 
480	 0.105667524039745 
481	 0.106011994183064 
482	 0.106180585920811 
483	 0.106295622885227 
484	 0.106483727693558 
485	 0.106834068894386 
486	 0.107135400176048 
487	 0.107361428439617 
488	 0.107535153627396 
489	 0.107667461037636 
490	 0.107825346291065 
491	 0.108033783733845 
492	 0.108285658061504 
493	 0.108556441962719 
494	 0.108802877366543 
495	 0.109028555452824 
496	 0.109323598444462 
497	 0.109491907060146 
498	 0.109588734805584 
499	 0.109743863344193 
500	 0.110032245516777 
501	 0.11026930809021 
502	 0.110462374985218 
503	 0.110785230994225 
504	 0.111069165170193 
505	 0.111294165253639 
506	 0.111499316990376 
507	 0.111787550151348 
508	 0.112165056169033 
509	 0.112576149404049 
510	 0.112950138747692 
511	 0.113352231681347 
512	 0.113768555223942 
513	 0.114192955195904 
514	 0.11463974416256 
515	 0.115028738975525 
516	 0.11544718593359 
517	 0.11597254127264 
518	 0.116483867168427 
519	 0.11707729101181 
520	 0.117762826383114 
521	 0.118485249578953 
522	 0.119224280118942 
523	 0.119917884469032 
524	 0.120621763169765 
525	 0.121654480695724 
526	 0.122636802494526 
527	 0.123578488826752 
528	 0.124617241322994 
529	 0.125742450356483 
530	 0.126965925097466 
531	 0.128279864788055 
532	 0.129655987024307 
533	 0.131162330508232 
534	 0.132901817560196 
535	 0.134900167584419 
536	 0.136941969394684 
537	 0.139266058802605 
538	 0.141874700784683 
539	 0.144657790660858 
540	 0.147755116224289 
541	 0.151150718331337 
542	 0.154840394854546 
543	 0.158862888813019 
544	 0.163258835673332 
545	 0.168016910552979 
546	 0.173130065202713 
547	 0.178723558783531 
548	 0.184653356671333 
549	 0.190921187400818 
550	 0.197656989097595 
551	 0.204910412430763 
552	 0.212720662355423 
553	 0.22110216319561 
554	 0.229992657899857 
555	 0.239480078220367 
556	 0.249541953206062 
557	 0.260089546442032 
558	 0.271029263734818 
559	 0.282439380884171 
560	 0.294199228286743 
561	 0.305928856134415 
562	 0.317721337080002 
563	 0.329616189002991 
564	 0.341563880443573 
565	 0.353345841169357 
566	 0.364961266517639 
567	 0.376395106315613 
568	 0.387604832649231 
569	 0.398641705513 
570	 0.409330666065216 
571	 0.419542253017426 
572	 0.42929482460022 
573	 0.438749253749847 
574	 0.447776079177856 
575	 0.456208974123001 
576	 0.464300632476807 
577	 0.47194904088974 
578	 0.479141414165497 
579	 0.48597663640976 
580	 0.492190778255463 
581	 0.49801304936409 
582	 0.503651976585388 
583	 0.508797705173492 
584	 0.513671040534973 
585	 0.518347203731537 
586	 0.522774696350098 
587	 0.526639699935913 
588	 0.530168116092682 
589	 0.533522188663483 
590	 0.536612689495087 
591	 0.539583325386047 
592	 0.542403757572174 
593	 0.544999599456787 
594	 0.547330737113953 
595	 0.549576580524445 
596	 0.551758766174316 
597	 0.553745269775391 
598	 0.55550479888916 
599	 0.557202577590942 
600	 0.558927536010742 
601	 0.560481667518616 
602	 0.561983287334442 
603	 0.56346470117569 
604	 0.564901471138 
605	 0.566166400909424 
606	 0.567369759082794 
607	 0.568574070930481 
608	 0.569751620292664 
609	 0.570792734622955 
610	 0.57175600528717 
611	 0.572720289230347 
612	 0.573651731014252 
613	 0.574614882469177 
614	 0.575566828250885 
615	 0.576410889625549 
616	 0.577263951301575 
617	 0.578023254871368 
618	 0.578673303127289 
619	 0.579388499259949 
620	 0.580346405506134 
621	 0.581248939037323 
622	 0.581779658794403 
623	 0.582371890544891 
624	 0.583081960678101 
625	 0.583802103996277 
626	 0.584313154220581 
627	 0.585037052631378 
628	 0.585763156414032 
629	 0.586308121681213 
630	 0.586841642856598 
631	 0.587501108646393 
632	 0.588166654109955 
633	 0.588639974594116 
634	 0.589118421077728 
635	 0.589690566062927 
636	 0.590346395969391 
637	 0.590965926647186 
638	 0.591395378112793 
639	 0.591826379299164 
640	 0.59240996837616 
641	 0.592860519886017 
642	 0.593285620212555 
643	 0.593740403652191 
644	 0.594244062900543 
645	 0.594804883003235 
646	 0.595290005207062 
647	 0.595678210258484 
648	 0.59615284204483 
649	 0.596691071987152 
650	 0.597186267375946 
651	 0.597553551197052 
652	 0.597918510437012 
653	 0.598320424556732 
654	 0.598759710788727 
655	 0.599206745624542 
656	 0.599680781364441 
657	 0.600055932998657 
658	 0.600328624248505 
659	 0.600803375244141 
660	 0.601251304149628 
661	 0.601645708084106 
662	 0.602025091648102 
663	 0.602357804775238 
664	 0.602741181850433 
665	 0.603176116943359 
666	 0.603565156459808 
667	 0.604052484035492 
668	 0.604404389858246 
669	 0.604531764984131 
670	 0.604896485805511 
671	 0.605297982692719 
672	 0.605696558952332 
673	 0.606107831001282 
674	 0.606446623802185 
675	 0.606757044792175 
676	 0.607105374336243 
677	 0.607564985752106 
678	 0.60762757062912 
679	 0.60784775018692 
680	 0.60859340429306 
681	 0.608903408050537 
682	 0.60912698507309 
683	 0.609371781349182 
684	 0.609627842903137 
685	 0.61002916097641 
686	 0.610343515872955 
687	 0.610510587692261 
688	 0.610756158828735 
689	 0.611286282539368 
