Wavelength	2d.001
350	 1.16999351978302 
351	 1.17143535614014 
352	 1.18956208229065 
353	 1.21609938144684 
354	 1.20997583866119 
355	 1.20949351787567 
356	 1.21792137622833 
357	 1.23075115680695 
358	 1.24627935886383 
359	 1.25888288021088 
360	 1.26073253154755 
361	 1.24840760231018 
362	 1.24873971939087 
363	 1.25818109512329 
364	 1.26944923400879 
365	 1.27411556243896 
366	 1.26875197887421 
367	 1.2674720287323 
368	 1.27818703651428 
369	 1.27487313747406 
370	 1.27922987937927 
371	 1.28358197212219 
372	 1.2685135602951 
373	 1.27100849151611 
374	 1.27067816257477 
375	 1.26172649860382 
376	 1.26667332649231 
377	 1.27268207073212 
378	 1.27846562862396 
379	 1.28359603881836 
380	 1.28050673007965 
381	 1.27068853378296 
382	 1.26766085624695 
383	 1.28618216514587 
384	 1.28557550907135 
385	 1.27376210689545 
386	 1.26822638511658 
387	 1.2913498878479 
388	 1.30438232421875 
389	 1.3022129535675 
390	 1.29442048072815 
391	 1.2972811460495 
392	 1.29797661304474 
393	 1.29404091835022 
394	 1.29071414470673 
395	 1.29345846176147 
396	 1.29082214832306 
397	 1.28328394889832 
398	 1.29460573196411 
399	 1.29736876487732 
400	 1.29511654376984 
401	 1.2981903553009 
402	 1.3035386800766 
403	 1.30586528778076 
404	 1.30418217182159 
405	 1.30130386352539 
406	 1.30144250392914 
407	 1.30903363227844 
408	 1.31980574131012 
409	 1.31038892269135 
410	 1.31191742420197 
411	 1.31658494472504 
412	 1.30970811843872 
413	 1.30972766876221 
414	 1.31514012813568 
415	 1.32052445411682 
416	 1.31834816932678 
417	 1.31708347797394 
418	 1.31620693206787 
419	 1.31511688232422 
420	 1.31674075126648 
421	 1.32159388065338 
422	 1.32520365715027 
423	 1.32273805141449 
424	 1.32142925262451 
425	 1.32307779788971 
426	 1.32545018196106 
427	 1.32243430614471 
428	 1.32353973388672 
429	 1.32601606845856 
430	 1.32638049125671 
431	 1.3281033039093 
432	 1.32694399356842 
433	 1.3251051902771 
434	 1.32754385471344 
435	 1.3290901184082 
436	 1.33015489578247 
437	 1.33119606971741 
438	 1.33170485496521 
439	 1.33167135715485 
440	 1.33198130130768 
