Wavelength	3e.001
350	 1.05940747261047 
351	 1.0758810043335 
352	 1.09501945972443 
353	 1.11236989498138 
354	 1.10133790969849 
355	 1.10648679733276 
356	 1.12022626399994 
357	 1.13074314594269 
358	 1.15463578701019 
359	 1.17325365543365 
360	 1.17585408687592 
361	 1.16388535499573 
362	 1.17218101024628 
363	 1.18718791007996 
364	 1.19708025455475 
365	 1.19948613643646 
366	 1.19027900695801 
367	 1.19384670257568 
368	 1.22181379795074 
369	 1.21988523006439 
370	 1.21341145038605 
371	 1.21895229816437 
372	 1.24139928817749 
373	 1.23091280460358 
374	 1.22061562538147 
375	 1.22698616981506 
376	 1.23230719566345 
377	 1.22771346569061 
378	 1.22511053085327 
379	 1.23382997512817 
380	 1.23435652256012 
381	 1.23211050033569 
382	 1.23682177066803 
383	 1.25659382343292 
384	 1.2569408416748 
385	 1.24980223178864 
386	 1.24849009513855 
387	 1.2591644525528 
388	 1.26758003234863 
389	 1.26809751987457 
390	 1.26253175735474 
391	 1.26709055900574 
392	 1.27038240432739 
393	 1.272421002388 
394	 1.28021991252899 
395	 1.28387141227722 
396	 1.2847615480423 
397	 1.28434705734253 
398	 1.28061950206757 
399	 1.28588783740997 
400	 1.29806160926819 
401	 1.30895698070526 
402	 1.3067067861557 
403	 1.30006301403046 
404	 1.29853677749634 
405	 1.30928432941437 
406	 1.31129288673401 
407	 1.30871200561523 
408	 1.30811631679535 
409	 1.31300103664398 
410	 1.31624400615692 
411	 1.31736958026886 
412	 1.31780564785004 
413	 1.31446254253387 
414	 1.3200489282608 
415	 1.33117604255676 
416	 1.32971501350403 
417	 1.329305768013 
418	 1.32870304584503 
419	 1.32728087902069 
420	 1.33246731758118 
421	 1.33676040172577 
422	 1.33735632896423 
423	 1.33461773395538 
424	 1.33344781398773 
425	 1.33514976501465 
426	 1.33771395683289 
427	 1.33589744567871 
428	 1.33818960189819 
429	 1.34098064899445 
430	 1.34049642086029 
431	 1.34138238430023 
432	 1.33961641788483 
433	 1.33811438083649 
434	 1.34223318099976 
435	 1.34204471111298 
436	 1.34146857261658 
437	 1.34256529808044 
438	 1.34198641777039 
439	 1.34152805805206 
440	 1.34210908412933 
441	 1.3436793088913 
442	 1.34340476989746 
443	 1.34205293655396 
444	 1.34126162528992 
445	 1.34283256530762 
446	 1.34170889854431 
447	 1.34110748767853 
448	 1.34292650222778 
449	 1.34325504302979 
450	 1.34352564811707 
451	 1.34359419345856 
452	 1.34304964542389 
453	 1.34318852424622 
454	 1.34266018867493 
455	 1.34158968925476 
456	 1.34186267852783 
457	 1.34204876422882 
458	 1.34232807159424 
459	 1.3427859544754 
460	 1.34214746952057 
461	 1.3412789106369 
462	 1.34091424942017 
463	 1.34148693084717 
464	 1.34181487560272 
465	 1.34063470363617 
466	 1.33902418613434 
467	 1.34173774719238 
468	 1.34114098548889 
469	 1.34048902988434 
470	 1.34339833259583 
471	 1.34042119979858 
472	 1.34009635448456 
473	 1.34260964393616 
474	 1.34152352809906 
475	 1.34215545654297 
476	 1.34270882606506 
477	 1.34174811840057 
478	 1.34091997146606 
479	 1.34161508083344 
480	 1.34264147281647 
