Wavelength	ProbetaAcolman00035.asd
350	 0.226624230370939 
351	 0.225074792078429 
352	 0.219022626053529 
353	 0.206558196498659 
354	 0.203919192307746 
355	 0.195464915778702 
356	 0.189544365903237 
357	 0.191474908494814 
358	 0.187989700838814 
359	 0.184780499649221 
360	 0.18209697355969 
361	 0.178459062169981 
362	 0.178311991630033 
363	 0.178598399319783 
364	 0.177578623836081 
365	 0.175598736006702 
366	 0.175395814094572 
367	 0.176902285307447 
368	 0.178737582172226 
369	 0.177621851557192 
370	 0.17825902507228 
371	 0.179970500552124 
372	 0.179851371548379 
373	 0.180103073115795 
374	 0.180781108033674 
375	 0.181895031297811 
376	 0.183686652065177 
377	 0.185405335419677 
378	 0.186619594703081 
379	 0.187287959020154 
380	 0.188160594051666 
381	 0.189182847639583 
382	 0.190420274690485 
383	 0.19205447915294 
384	 0.1949034696598 
385	 0.196368778397372 
386	 0.196122617212542 
387	 0.197411324729965 
388	 0.198369182326397 
389	 0.199761622903657 
390	 0.202094024265914 
391	 0.202764002214018 
392	 0.203402383598161 
393	 0.204453051768974 
394	 0.205540803942483 
395	 0.206847921121121 
396	 0.207722939268043 
397	 0.208127368985503 
398	 0.209154016175453 
399	 0.209888492834674 
400	 0.21057569329458 
401	 0.21157827105716 
402	 0.212351943230024 
403	 0.213303797570245 
404	 0.214298689926364 
405	 0.214877924928067 
406	 0.216101874667447 
407	 0.217184579447598 
408	 0.217867954184225 
409	 0.219434188481569 
410	 0.220718767032095 
411	 0.221840105562681 
412	 0.223165365821311 
413	 0.224109371435465 
414	 0.225128953565538 
415	 0.226286896271162 
416	 0.227261484625392 
417	 0.228101298802045 
418	 0.229037507687176 
419	 0.230079582268145 
420	 0.230657094331059 
421	 0.231140237181903 
422	 0.231696783170499 
423	 0.232340179073256 
424	 0.23269720357797 
425	 0.232794257570858 
426	 0.23287457038508 
427	 0.233369443507017 
428	 0.233598845408583 
429	 0.233867140639034 
430	 0.234417943127281 
431	 0.23460220448705 
432	 0.235010992010301 
433	 0.23553954814568 
434	 0.23576891654185 
435	 0.23628842279591 
436	 0.236996995267735 
437	 0.237701277206577 
438	 0.238189802943917 
439	 0.23871510078826 
440	 0.23928266586639 
441	 0.239847160079771 
442	 0.240492306824329 
443	 0.241040944708431 
444	 0.241411229887816 
445	 0.24162824114567 
446	 0.241970636260542 
447	 0.242249315276448 
448	 0.242330943011274 
449	 0.242389510365005 
450	 0.242310961328059 
451	 0.242061894397041 
452	 0.241661137785233 
453	 0.241216317614781 
454	 0.240790457351499 
455	 0.240389975638648 
456	 0.239958975254027 
457	 0.239300715989977 
458	 0.238536030299043 
459	 0.237811442116042 
460	 0.237127120808344 
461	 0.236272991701068 
462	 0.235277914510899 
463	 0.234301172410146 
464	 0.23332185109679 
465	 0.232247997681839 
466	 0.231044928090741 
467	 0.229774975984385 
468	 0.228481360523749 
469	 0.227117088563672 
470	 0.225633001326332 
471	 0.224087647800267 
472	 0.222548351336113 
473	 0.220995208802387 
474	 0.219356034768051 
475	 0.217878167577857 
476	 0.216351762103248 
477	 0.214672869686502 
478	 0.213136132652489 
479	 0.211653557175777 
480	 0.210251237732327 
481	 0.208967187742722 
482	 0.207688630770826 
483	 0.206479681309421 
484	 0.205387541758169 
485	 0.204426090141758 
486	 0.203502500225973 
487	 0.202658747987396 
488	 0.201929416856293 
489	 0.20121099040112 
490	 0.200593759920997 
491	 0.200097403377652 
492	 0.199691858142583 
493	 0.19932425882548 
494	 0.198983874604177 
495	 0.198640535224429 
496	 0.198214751587178 
497	 0.197844023290827 
498	 0.197529475329435 
499	 0.197192017922063 
500	 0.19662207677929 
501	 0.195959493944401 
502	 0.195332589683619 
503	 0.194821523585644 
504	 0.194055886866364 
505	 0.193147109996148 
506	 0.192235454098174 
507	 0.191302437719886 
508	 0.190312802648424 
509	 0.189253397738186 
510	 0.188142720044173 
511	 0.187118296047083 
512	 0.186120759576643 
513	 0.185156041560981 
514	 0.184335497418233 
515	 0.183538976609436 
516	 0.182796943315606 
517	 0.182183389178572 
518	 0.181783614875229 
519	 0.181510811785196 
520	 0.181356297895987 
521	 0.181371146063761 
522	 0.181584565475794 
523	 0.182008685399617 
524	 0.182611924913982 
525	 0.18327456611997 
526	 0.184165007944824 
527	 0.185288210568172 
528	 0.186570131458918 
529	 0.18787560535169 
530	 0.189280296309097 
531	 0.190821105671256 
532	 0.192473228341901 
533	 0.194114885815164 
534	 0.195784416134131 
535	 0.197490592736403 
536	 0.199048472893396 
537	 0.200566726421666 
538	 0.201974452835898 
539	 0.203127224728216 
540	 0.204172920625262 
541	 0.205051367773982 
542	 0.205699932501312 
543	 0.206087239477172 
544	 0.206233716322564 
545	 0.206152182265363 
546	 0.20585480715072 
547	 0.205351506929465 
548	 0.204661058003854 
549	 0.203815384143282 
550	 0.202860461436184 
551	 0.201865957417368 
552	 0.200850618079363 
553	 0.199834173535038 
554	 0.198865930600715 
555	 0.19798979754586 
556	 0.197261535108178 
557	 0.196736109975086 
558	 0.196427289157258 
559	 0.196368902611961 
560	 0.196584468770576 
561	 0.197083050609768 
562	 0.197851327110491 
563	 0.198921792225302 
564	 0.200324355269552 
565	 0.202022444380607 
566	 0.204000295431535 
