Wavelength	TC7.012
350	 0.128611847758293 
351	 0.124218657612801 
352	 0.124791346490383 
353	 0.127958744764328 
354	 0.127054959535599 
355	 0.123491056263447 
356	 0.118583470582962 
357	 0.113664925098419 
358	 0.110064551234245 
359	 0.103073105216026 
360	 0.096973679959774 
361	 9.89115610718727E-02 
362	 0.102461069822311 
363	 0.102023221552372 
364	 9.52896773815155E-02 
365	 8.34570825099945E-02 
366	 8.59925448894501E-02 
367	 9.01363044977188E-02 
368	 8.44489857554436E-02 
369	 8.64780321717262E-02 
370	 8.56131166219711E-02 
371	 8.30880627036095E-02 
372	 8.55605751276016E-02 
373	 8.63690078258514E-02 
374	 8.62091928720474E-02 
375	 0.085127167403698 
376	 8.10930356383324E-02 
377	 8.01626667380333E-02 
378	 8.09925273060799E-02 
379	 8.08342695236206E-02 
380	 7.92344436049461E-02 
381	 7.79488831758499E-02 
382	 7.65119045972824E-02 
383	 7.35708177089691E-02 
384	 7.24242180585861E-02 
385	 7.34370425343513E-02 
386	 7.44674950838089E-02 
387	 7.02662169933319E-02 
388	 6.82255774736404E-02 
389	 6.82049468159676E-02 
390	 6.82428330183029E-02 
391	 6.80677220225334E-02 
392	 6.64850026369095E-02 
393	 6.49489164352417E-02 
394	 6.60428106784821E-02 
395	 6.58965557813644E-02 
396	 6.49911761283875E-02 
397	 0.06412523239851 
398	 6.36288151144981E-02 
399	 6.33560419082642E-02 
400	 6.33291900157928E-02 
401	 6.31728321313858E-02 
402	 6.04671947658062E-02 
403	 5.99707551300526E-02 
404	 6.08118623495102E-02 
405	 5.84005229175091E-02 
406	 5.76211512088776E-02 
407	 5.80187775194645E-02 
408	 5.83896972239017E-02 
409	 5.75320199131966E-02 
410	 5.73703832924366E-02 
411	 5.76850548386574E-02 
412	 5.76991066336632E-02 
413	 5.77784441411495E-02 
414	 5.66717684268951E-02 
415	 5.49241229891777E-02 
416	 5.46049922704697E-02 
417	 5.54337836802006E-02 
418	 5.58555126190186E-02 
419	 5.50880692899227E-02 
420	 5.44848963618279E-02 
421	 5.38642443716526E-02 
422	 5.36508224904537E-02 
423	 5.41822090744972E-02 
424	 5.39324544370174E-02 
425	 5.37666492164135E-02 
426	 5.37839904427528E-02 
427	 5.30432090163231E-02 
428	 5.23917973041534E-02 
429	 5.22511713206768E-02 
430	 5.25178425014019E-02 
431	 5.18075227737427E-02 
432	 5.17782680690289E-02 
433	 5.22128976881504E-02 
434	 5.19907996058464E-02 
435	 0.052135705947876 
436	 0.051748551428318 
437	 5.07556237280369E-02 
438	 0.050602313131094 
439	 5.09739927947521E-02 
440	 5.13037294149399E-02 
441	 5.11132925748825E-02 
442	 5.06312698125839E-02 
443	 5.05905821919441E-02 
444	 5.08890673518181E-02 
445	 5.07867448031902E-02 
446	 5.04519902169704E-02 
447	 5.01504093408585E-02 
448	 5.00688478350639E-02 
449	 5.02254143357277E-02 
450	 5.02518266439438E-02 
451	 4.99636009335518E-02 
452	 4.93988953530788E-02 
453	 4.93018627166748E-02 
454	 4.92677055299282E-02 
455	 4.92220036685467E-02 
456	 4.95247878134251E-02 
457	 4.95219193398952E-02 
458	 0.049259964376688 
459	 4.90167923271656E-02 
460	 0.04927933588624 
461	 0.049325380474329 
462	 4.90448400378227E-02 
463	 4.87220212817192E-02 
464	 4.87637743353844E-02 
465	 4.88298647105694E-02 
466	 4.87121008336544E-02 
467	 4.85333912074566E-02 
468	 0.048424132168293 
469	 4.82877790927887E-02 
470	 4.81048375368118E-02 
471	 4.85425740480423E-02 
472	 0.048523873090744 
473	 4.81072142720222E-02 
474	 4.82229851186275E-02 
475	 4.81661856174469E-02 
476	 4.80304919183254E-02 
477	 4.79622632265091E-02 
478	 4.79510389268398E-02 
479	 4.79462929069996E-02 
480	 4.79193441569805E-02 
481	 4.78491373360157E-02 
482	 4.76819276809692E-02 
483	 4.75914031267166E-02 
484	 4.75933030247688E-02 
485	 4.75126728415489E-02 
486	 4.76292856037617E-02 
487	 4.76861633360386E-02 
488	 4.74896840751171E-02 
489	 4.73986752331257E-02 
490	 4.73801493644714E-02 
491	 0.04740085080266 
492	 4.74075190722942E-02 
493	 4.71888445317745E-02 
494	 4.70813140273094E-02 
495	 4.71963733434677E-02 
496	 4.71789427101612E-02 
497	 4.71174567937851E-02 
498	 4.70731556415558E-02 
499	 4.70810085535049E-02 
500	 0.047050978988409 
501	 0.047110203653574 
502	 4.71597835421562E-02 
503	 4.69303391873837E-02 
504	 4.69156615436077E-02 
505	 4.68921698629856E-02 
506	 0.046724297106266 
507	 4.68288436532021E-02 
508	 4.67833206057549E-02 
509	 4.66841496527195E-02 
510	 4.67961058020592E-02 
511	 4.68389615416527E-02 
512	 4.68249879777431E-02 
513	 4.67889234423637E-02 
514	 4.67595420777798E-02 
515	 4.66911122202873E-02 
516	 4.66545857489109E-02 
517	 4.66800257563591E-02 
518	 4.65320497751236E-02 
519	 4.65215034782887E-02 
520	 4.66529801487923E-02 
521	 4.67220060527325E-02 
522	 4.68206703662872E-02 
523	 4.68385741114616E-02 
524	 4.67454120516777E-02 
525	 4.67067509889603E-02 
526	 4.67048808932304E-02 
527	 4.67679351568222E-02 
528	 4.68946397304535E-02 
529	 0.046877633780241 
530	 4.68360856175423E-02 
531	 4.68775443732738E-02 
532	 0.047065693885088 
533	 4.70876954495907E-02 
534	 4.70801815390587E-02 
535	 4.71775233745575E-02 
536	 4.72072213888168E-02 
537	 4.72146607935429E-02 
538	 4.72707338631153E-02 
539	 4.74308095872402E-02 
540	 4.74585071206093E-02 
541	 4.75671701133251E-02 
542	 4.78080548346043E-02 
543	 4.78931292891502E-02 
544	 4.79814372956753E-02 
545	 4.80463244020939E-02 
546	 4.80757132172585E-02 
547	 4.83639799058437E-02 
548	 4.86666634678841E-02 
549	 4.88810911774635E-02 
550	 4.90523353219032E-02 
551	 0.049168162047863 
552	 4.93754148483276E-02 
553	 4.97231557965279E-02 
554	 4.99384179711342E-02 
555	 5.02179488539696E-02 
556	 5.05796335637569E-02 
557	 5.09598553180695E-02 
558	 5.13617619872093E-02 
559	 0.05183394998312 
560	 5.23740462958813E-02 
561	 5.29074743390083E-02 
562	 0.053353663533926 
563	 5.38321398198605E-02 
564	 5.44558465480804E-02 
565	 5.50956018269062E-02 
566	 5.57331331074238E-02 
567	 0.056418914347887 
568	 5.72430416941643E-02 
569	 0.058129545301199 
570	 5.90278469026089E-02 
571	 5.99149763584137E-02 
572	 6.08039274811745E-02 
573	 0.061800193041563 
574	 6.28457814455032E-02 
575	 0.06385238468647 
576	 6.49631917476654E-02 
577	 6.61607310175896E-02 
578	 6.74113109707832E-02 
579	 6.86719343066216E-02 
580	 6.99850842356682E-02 
581	 0.071358323097229 
582	 7.27924332022667E-02 
583	 7.43028819561005E-02 
584	 7.57482647895813E-02 
585	 7.71909430623055E-02 
586	 7.87977501749992E-02 
587	 8.04610699415207E-02 
588	 8.21478217840195E-02 
589	 8.38354602456093E-02 
590	 8.54983031749725E-02 
591	 8.71799364686012E-02 
592	 8.88576060533524E-02 
593	 0.090500719845295 
594	 9.21347066760063E-02 
595	 9.37421247363091E-02 
596	 9.53391268849373E-02 
597	 9.69701930880547E-02 
598	 9.86607372760773E-02 
599	 0.100366979837418 
600	 0.102029591798782 
601	 0.103559941053391 
602	 0.105145633220673 
603	 0.106772318482399 
604	 0.108338922262192 
605	 0.109838858246803 
606	 0.111264280974865 
607	 0.112652994692326 
608	 0.114090353250504 
609	 0.115411169826984 
610	 0.116666167974472 
611	 0.117927648127079 
612	 0.11914125084877 
613	 0.120303772389889 
614	 0.121428623795509 
615	 0.122537098824978 
616	 0.123587861657143 
617	 0.124585159122944 
618	 0.125546231865883 
619	 0.126503512263298 
620	 0.127400204539299 
621	 0.128288358449936 
622	 0.129210278391838 
623	 0.129971027374268 
624	 0.1307562738657 
625	 0.131606355309486 
626	 0.132412374019623 
627	 0.13315124809742 
628	 0.133865684270859 
629	 0.13459213078022 
630	 0.13531705737114 
631	 0.136011675000191 
632	 0.136678278446198 
633	 0.1373330950737 
634	 0.137978419661522 
635	 0.13859236240387 
636	 0.139205127954483 
637	 0.139909207820892 
638	 0.140551701188087 
639	 0.141153901815414 
640	 0.141764312982559 
641	 0.142362371087074 
642	 0.143000930547714 
643	 0.143665820360184 
644	 0.144304394721985 
645	 0.144929334521294 
646	 0.145558968186378 
647	 0.146201625466347 
648	 0.146846681833267 
649	 0.14749102294445 
650	 0.148138403892517 
651	 0.148799031972885 
652	 0.14950242638588 
653	 0.150141984224319 
654	 0.15075895190239 
655	 0.151502028107643 
656	 0.152225092053413 
657	 0.152942553162575 
658	 0.153678074479103 
659	 0.15441820025444 
660	 0.155194297432899 
661	 0.155985042452812 
662	 0.15676186978817 
663	 0.157584220170975 
664	 0.158381670713425 
665	 0.159162744879723 
666	 0.160018265247345 
667	 0.160881727933884 
668	 0.161732539534569 
669	 0.162582114338875 
670	 0.163505658507347 
671	 0.164432749152184 
672	 0.165334135293961 
673	 0.166221424937248 
674	 0.16722609102726 
675	 0.168233469128609 
676	 0.16920118033886 
677	 0.170199289917946 
678	 0.171241387724876 
679	 0.172320917248726 
680	 0.17340624332428 
681	 0.174406066536903 
682	 0.175460889935493 
683	 0.176572918891907 
684	 0.177672401070595 
685	 0.178796425461769 
686	 0.17996621131897 
687	 0.181161135435104 
688	 0.182305634021759 
689	 0.183466479182243 
690	 0.184657588601112 
691	 0.1858771443367 
692	 0.187109753489494 
693	 0.188370376825333 
694	 0.189657643437386 
695	 0.190955400466919 
696	 0.192231565713882 
697	 0.193513482809067 
698	 0.194806605577469 
699	 0.196070492267609 
700	 0.197381183505058 
701	 0.198717772960663 
702	 0.200044944882393 
703	 0.201393470168114 
704	 0.202710315585136 
705	 0.204004362225533 
706	 0.205327764153481 
707	 0.20665816962719 
708	 0.207991853356361 
709	 0.209312722086906 
710	 0.210578799247742 
711	 0.211897045373917 
712	 0.213231638073921 
713	 0.21451772749424 
714	 0.215769290924072 
715	 0.217026203870773 
716	 0.218272611498833 
717	 0.219455763697624 
718	 0.220641359686852 
719	 0.221825003623962 
720	 0.222981199622154 
721	 0.224060162901878 
722	 0.22513173520565 
723	 0.226219177246094 
724	 0.227305099368095 
725	 0.228284031152725 
726	 0.229216039180756 
727	 0.230143219232559 
728	 0.231079950928688 
729	 0.231915757060051 
730	 0.232694789767265 
731	 0.233464732766151 
732	 0.234247401356697 
733	 0.234956234693527 
734	 0.235589727759361 
735	 0.236172497272491 
736	 0.23671792447567 
737	 0.237203881144524 
738	 0.237617909908295 
739	 0.237962186336517 
740	 0.23831345140934 
741	 0.23863697052002 
742	 0.238887891173363 
743	 0.239029139280319 
744	 0.239146322011948 
745	 0.23925706744194 
746	 0.239338889718056 
747	 0.23930698633194 
748	 0.239244773983955 
749	 0.239159882068634 
750	 0.239018514752388 
751	 0.238839000463486 
752	 0.238645762205124 
753	 0.238423556089401 
754	 0.238108187913895 
755	 0.237732991576195 
756	 0.237337440252304 
757	 0.236940324306488 
758	 0.236500337719917 
759	 0.23602569103241 
760	 0.235512644052505 
761	 0.234958738088608 
762	 0.234394401311874 
763	 0.233803942799568 
764	 0.233185976743698 
765	 0.232555508613586 
766	 0.231896713376045 
767	 0.231186956167221 
768	 0.230442240834236 
769	 0.229775592684746 
770	 0.229058519005775 
771	 0.228307485580444 
772	 0.227571457624435 
773	 0.226783812046051 
774	 0.225967302918434 
775	 0.225152209401131 
776	 0.224365890026093 
777	 0.223567917943001 
778	 0.2227663397789 
779	 0.221954196691513 
780	 0.221088573336601 
781	 0.220245540142059 
782	 0.219413861632347 
783	 0.218572020530701 
784	 0.217756226658821 
785	 0.216958239674568 
786	 0.216159835457802 
787	 0.215336471796036 
788	 0.21445831656456 
789	 0.213610023260117 
790	 0.212812602519989 
791	 0.212000295519829 
792	 0.21124678850174 
793	 0.210469946265221 
794	 0.209623754024506 
795	 0.20882049202919 
796	 0.208043843507767 
797	 0.207292824983597 
798	 0.206556856632233 
799	 0.205769285559654 
800	 0.205001294612885 
801	 0.204281240701675 
802	 0.203590840101242 
803	 0.202872559428215 
804	 0.202123746275902 
805	 0.201387390494347 
806	 0.200756222009659 
807	 0.20010894536972 
808	 0.199421137571335 
809	 0.19871997833252 
810	 0.198099687695503 
811	 0.197516098618507 
812	 0.196934282779694 
813	 0.196330815553665 
814	 0.195732846856117 
815	 0.195125266909599 
816	 0.194529876112938 
817	 0.193995520472527 
818	 0.193455949425697 
819	 0.192908018827438 
820	 0.192364320158958 
821	 0.191844284534454 
822	 0.191382303833961 
823	 0.190936267375946 
824	 0.190460026264191 
825	 0.18995925784111 
826	 0.189493268728256 
827	 0.189068034291267 
828	 0.188664466142654 
829	 0.188291072845459 
830	 0.187922641634941 
831	 0.187546283006668 
832	 0.187168344855309 
833	 0.186863213777542 
834	 0.186535060405731 
835	 0.186166882514954 
836	 0.185896411538124 
837	 0.185649275779724 
838	 0.185385033488274 
839	 0.185096263885498 
840	 0.184840708971024 
841	 0.184618458151817 
842	 0.184403896331787 
843	 0.184174835681915 
844	 0.183986440300941 
845	 0.183810606598854 
846	 0.183647707104683 
847	 0.183515042066574 
848	 0.18336683511734 
849	 0.18322329223156 
850	 0.183111876249313 
851	 0.183053523302078 
852	 0.182929903268814 
853	 0.182839348912239 
854	 0.182838082313538 
855	 0.182796642184258 
856	 0.182759001851082 
857	 0.182768478989601 
858	 0.182831764221191 
859	 0.18282251060009 
860	 0.182823300361633 
861	 0.18286757171154 
862	 0.182949021458626 
863	 0.183009907603264 
864	 0.183069065213203 
865	 0.183125540614128 
866	 0.183166816830635 
867	 0.183286920189857 
868	 0.183438718318939 
869	 0.183588773012161 
870	 0.183752045035362 
871	 0.183942899107933 
872	 0.184129506349564 
873	 0.184295475482941 
874	 0.184479922056198 
875	 0.184669822454453 
876	 0.184903666377068 
877	 0.185203775763512 
878	 0.185488805174828 
879	 0.185753285884857 
880	 0.186013594269753 
881	 0.186303108930588 
882	 0.186678171157837 
883	 0.187008753418922 
884	 0.187319919466972 
885	 0.187741637229919 
886	 0.18816165626049 
887	 0.188550397753716 
888	 0.188928335905075 
889	 0.189357325434685 
890	 0.189814612269402 
891	 0.190278142690659 
892	 0.190725103020668 
893	 0.191133543848991 
894	 0.191602990031242 
895	 0.192135632038116 
896	 0.192690208554268 
897	 0.193183049559593 
898	 0.193735957145691 
899	 0.194315999746323 
900	 0.194871217012405 
901	 0.195492655038834 
902	 0.19611544907093 
903	 0.196717575192451 
904	 0.19731493294239 
905	 0.197975218296051 
906	 0.198721826076508 
907	 0.199495732784271 
908	 0.200199618935585 
909	 0.200896501541138 
910	 0.201597720384598 
911	 0.202309384942055 
912	 0.203041106462479 
913	 0.203863307833672 
914	 0.204695969820023 
915	 0.205515190958977 
916	 0.206402018666267 
917	 0.207269981503487 
918	 0.208133444190025 
919	 0.209036439657211 
920	 0.210035920143127 
921	 0.210896596312523 
922	 0.211742147803307 
923	 0.212713539600372 
924	 0.213745385408401 
925	 0.214786991477013 
926	 0.21580745279789 
927	 0.216808512806892 
928	 0.217855453491211 
929	 0.218933299183846 
930	 0.220044359564781 
931	 0.221187219023705 
932	 0.222328871488571 
933	 0.223436906933784 
934	 0.224587678909302 
935	 0.225864514708519 
936	 0.227057278156281 
937	 0.228307083249092 
938	 0.229580268263817 
939	 0.230768725275993 
940	 0.232213363051414 
941	 0.233594730496407 
942	 0.23486053943634 
943	 0.236226573586464 
944	 0.237662896513939 
945	 0.239079236984253 
946	 0.240476906299591 
947	 0.241945043206215 
948	 0.243368476629257 
949	 0.244779944419861 
950	 0.246248990297318 
951	 0.247847333550453 
952	 0.249372810125351 
953	 0.250972718000412 
954	 0.252631723880768 
955	 0.254036456346512 
956	 0.255653351545334 
957	 0.257349908351898 
958	 0.259005099534988 
959	 0.260741323232651 
960	 0.262450248003006 
961	 0.264144539833069 
962	 0.265857547521591 
963	 0.267602205276489 
964	 0.269380748271942 
965	 0.271091878414154 
966	 0.272749871015549 
967	 0.274678438901901 
968	 0.276570737361908 
969	 0.27838134765625 
970	 0.280148863792419 
971	 0.28191089630127 
972	 0.283781588077545 
973	 0.285672515630722 
974	 0.287495166063309 
975	 0.289349257946014 
976	 0.291165381669998 
977	 0.293135046958923 
978	 0.295311659574509 
979	 0.297096312046051 
980	 0.299012780189514 
981	 0.301031708717346 
982	 0.302975624799728 
983	 0.304817497730255 
984	 0.306809425354004 
985	 0.30888694524765 
986	 0.310894131660461 
987	 0.312804996967316 
988	 0.314814567565918 
989	 0.31687405705452 
990	 0.318861782550812 
991	 0.32074385881424 
992	 0.322760671377182 
993	 0.324987232685089 
994	 0.327315807342529 
995	 0.329324960708618 
996	 0.331230700016022 
997	 0.333184242248535 
998	 0.335239738225937 
999	 0.337208926677704 
1000	 0.339314520359039 
1001	 0.339636981487274 
1002	 0.341662526130676 
1003	 0.343713462352753 
1004	 0.345646947622299 
1005	 0.347514718770981 
1006	 0.349412202835083 
1007	 0.351219534873962 
1008	 0.353123247623444 
1009	 0.355084180831909 
1010	 0.356988310813904 
1011	 0.358959197998047 
1012	 0.36081537604332 
1013	 0.362579733133316 
1014	 0.3643698990345 
1015	 0.366104006767273 
1016	 0.367810130119324 
1017	 0.369708448648453 
1018	 0.371513098478317 
1019	 0.3733149766922 
1020	 0.37517786026001 
1021	 0.376908183097839 
1022	 0.378495216369629 
1023	 0.380194038152695 
1024	 0.381875902414322 
1025	 0.383575648069382 
1026	 0.385328650474548 
1027	 0.387044101953506 
1028	 0.38878121972084 
1029	 0.390473693609238 
1030	 0.392063617706299 
1031	 0.393686354160309 
1032	 0.395205348730087 
1033	 0.396720975637436 
1034	 0.398347347974777 
1035	 0.39987501502037 
1036	 0.401418179273605 
1037	 0.403017967939377 
1038	 0.404530555009842 
1039	 0.405993163585663 
1040	 0.407445162534714 
1041	 0.408806830644608 
1042	 0.41024774312973 
1043	 0.411723494529724 
1044	 0.413167953491211 
1045	 0.414647400379181 
