Wavelength	Y7.025
350	 0.064068928360939 
351	 5.82468323409557E-02 
352	 5.26525676250458E-02 
353	 5.35522289574146E-02 
354	 5.55338673293591E-02 
355	 0.05543078109622 
356	 5.52884936332703E-02 
357	 5.60280494391918E-02 
358	 5.06469421088696E-02 
359	 4.85974699258804E-02 
360	 5.12920096516609E-02 
361	 5.49511536955833E-02 
362	 5.29518015682697E-02 
363	 5.01233898103237E-02 
364	 0.049249280244112 
365	 4.88851331174374E-02 
366	 5.12426905333996E-02 
367	 5.18388673663139E-02 
368	 0.048107273876667 
369	 4.82677668333054E-02 
370	 4.86751943826675E-02 
371	 0.048916470259428 
372	 5.01342602074146E-02 
373	 5.00674806535244E-02 
374	 4.96530011296272E-02 
375	 4.93696667253971E-02 
376	 4.85127456486225E-02 
377	 4.93799187242985E-02 
378	 5.00403866171837E-02 
379	 4.88111861050129E-02 
380	 4.85860295593739E-02 
381	 4.91642132401466E-02 
382	 4.93143759667873E-02 
383	 4.77183125913143E-02 
384	 4.80533689260483E-02 
385	 4.84547540545464E-02 
386	 4.80635613203049E-02 
387	 4.85518649220467E-02 
388	 4.72856163978577E-02 
389	 4.58035543560982E-02 
390	 4.59549091756344E-02 
391	 4.64971102774143E-02 
392	 4.70496416091919E-02 
393	 4.74433749914169E-02 
394	 4.76874187588692E-02 
395	 4.80877198278904E-02 
396	 4.81863133609295E-02 
397	 4.78303954005241E-02 
398	 4.74776588380337E-02 
399	 4.74937781691551E-02 
400	 4.70264703035355E-02 
401	 4.56645637750626E-02 
402	 4.62571047246456E-02 
403	 4.70771938562393E-02 
404	 4.72508482635021E-02 
405	 4.68066446483135E-02 
406	 4.71013933420181E-02 
407	 4.72273528575897E-02 
408	 4.67847287654877E-02 
409	 4.71345484256744E-02 
410	 4.60318215191364E-02 
411	 4.51344437897205E-02 
412	 4.63941395282745E-02 
413	 4.67105209827423E-02 
414	 4.61433492600918E-02 
415	 4.55136373639107E-02 
416	 4.60320599377155E-02 
417	 0.046053059399128 
418	 4.59118075668812E-02 
419	 4.59609292447567E-02 
420	 4.57240082323551E-02 
421	 4.55053187906742E-02 
422	 4.55931052565575E-02 
423	 4.60745841264725E-02 
424	 4.58890944719315E-02 
425	 4.56217937171459E-02 
426	 4.56375889480114E-02 
427	 4.58936356008053E-02 
428	 4.56771515309811E-02 
429	 4.53835129737854E-02 
430	 0.045398335903883 
431	 4.52408008277416E-02 
432	 4.53740581870079E-02 
433	 4.55467291176319E-02 
434	 4.52385097742081E-02 
435	 4.54298071563244E-02 
436	 4.55530881881714E-02 
437	 4.52798791229725E-02 
438	 4.48862761259079E-02 
439	 4.49260286986828E-02 
440	 4.51990179717541E-02 
441	 0.045322697609663 
442	 4.52361702919006E-02 
443	 4.52355854213238E-02 
444	 4.53368313610554E-02 
445	 4.53177690505981E-02 
446	 4.50206473469734E-02 
447	 4.48737479746342E-02 
448	 4.50533218681812E-02 
449	 4.49681431055069E-02 
450	 0.045069370418787 
451	 4.50687594711781E-02 
452	 4.46210615336895E-02 
453	 4.47943471372128E-02 
454	 4.49363030493259E-02 
455	 4.48012538254261E-02 
456	 4.47284989058971E-02 
457	 4.48913276195526E-02 
458	 4.48677651584148E-02 
459	 4.44916039705276E-02 
460	 4.47934791445732E-02 
461	 4.49334159493446E-02 
462	 4.48190793395042E-02 
463	 4.47751618921757E-02 
464	 4.47984710335732E-02 
465	 4.47877757251263E-02 
466	 4.46949414908886E-02 
467	 4.45684790611267E-02 
468	 4.45547923445702E-02 
469	 4.45415265858173E-02 
470	 4.44486699998379E-02 
471	 4.47210557758808E-02 
472	 4.47046831250191E-02 
473	 4.44319844245911E-02 
474	 4.44723889231682E-02 
475	 4.44410815834999E-02 
476	 4.43980507552624E-02 
477	 4.43926118314266E-02 
478	 4.42758500576019E-02 
479	 4.43271547555923E-02 
480	 4.44185920059681E-02 
481	 4.43200990557671E-02 
482	 4.42607626318932E-02 
483	 4.42142076790333E-02 
484	 4.42306213080883E-02 
485	 4.44597527384758E-02 
486	 4.44482713937759E-02 
487	 4.42872047424316E-02 
488	 4.41758744418621E-02 
489	 0.044215876609087 
490	 4.42616157233715E-02 
491	 4.42594178020954E-02 
492	 4.42231707274914E-02 
493	 4.42156344652176E-02 
494	 4.42768521606922E-02 
495	 4.43539880216122E-02 
496	 4.42408807575703E-02 
497	 4.42068204283714E-02 
498	 4.42286841571331E-02 
499	 4.42223437130451E-02 
500	 4.42860685288906E-02 
501	 4.43081632256508E-02 
502	 4.42413054406643E-02 
503	 4.41135764122009E-02 
504	 4.41634319722652E-02 
505	 4.41550016403198E-02 
506	 4.39809113740921E-02 
507	 4.40674684941769E-02 
508	 4.40955460071564E-02 
509	 4.40428592264652E-02 
510	 0.044018529355526 
511	 4.40665520727634E-02 
512	 4.40844669938087E-02 
513	 4.40743900835514E-02 
514	 4.41922508180141E-02 
515	 4.41264286637306E-02 
516	 0.044003389775753 
517	 4.39944192767143E-02 
518	 4.40040044486523E-02 
519	 0.044008906930685 
520	 4.40098159015179E-02 
521	 4.40238192677498E-02 
522	 4.40515913069248E-02 
523	 4.40669171512127E-02 
524	 4.40544262528419E-02 
525	 4.40198257565498E-02 
526	 4.40323241055012E-02 
527	 4.40483614802361E-02 
528	 4.40100617706776E-02 
529	 4.40384857356548E-02 
530	 4.40314896404743E-02 
531	 4.39815632998943E-02 
532	 4.39929291605949E-02 
533	 4.40426766872406E-02 
534	 4.40597049891949E-02 
535	 4.40093576908112E-02 
536	 4.39832918345928E-02 
537	 0.044024296104908 
538	 0.044068668037653 
539	 0.044011440128088 
540	 4.39641512930393E-02 
541	 4.39534746110439E-02 
542	 4.39871624112129E-02 
543	 4.40677292644978E-02 
544	 4.40794825553894E-02 
545	 4.40371185541153E-02 
546	 4.40014116466045E-02 
547	 4.40226979553699E-02 
548	 4.40551154315472E-02 
549	 0.044070091098547 
550	 4.40609194338322E-02 
551	 4.40600886940956E-02 
552	 4.40753996372223E-02 
553	 4.41004373133183E-02 
554	 4.41099554300308E-02 
555	 4.40917387604713E-02 
556	 4.40708473324776E-02 
557	 0.044083509594202 
558	 4.40892390906811E-02 
559	 0.044126208871603 
560	 4.41802516579628E-02 
561	 4.41564098000526E-02 
562	 4.41560298204422E-02 
563	 4.41471934318542E-02 
564	 4.41024489700794E-02 
565	 4.41579259932041E-02 
566	 4.41703014075756E-02 
567	 0.044141560792923 
568	 4.41776625812054E-02 
569	 0.044196791946888 
570	 4.41869013011456E-02 
571	 4.41731475293636E-02 
572	 4.42419648170471E-02 
573	 4.43113632500172E-02 
574	 4.43266332149506E-02 
575	 4.42704632878304E-02 
576	 4.42746393382549E-02 
577	 4.42728735506535E-02 
578	 4.42543029785156E-02 
579	 4.42855283617973E-02 
580	 4.43194136023521E-02 
581	 4.43187355995178E-02 
582	 4.42831441760063E-02 
583	 4.43180911242962E-02 
584	 4.43333610892296E-02 
585	 4.43221293389797E-02 
586	 4.43270765244961E-02 
587	 4.43560369312763E-02 
588	 4.43697720766068E-02 
589	 4.43709753453732E-02 
590	 4.44449968636036E-02 
591	 4.44216690957546E-02 
592	 4.43830415606499E-02 
593	 4.44395504891872E-02 
594	 4.44606132805347E-02 
595	 4.44603525102139E-02 
596	 4.44482006132603E-02 
597	 4.44275997579098E-02 
598	 4.44371663033962E-02 
599	 4.44597601890564E-02 
600	 0.044472835958004 
601	 4.44643758237362E-02 
602	 4.44781668484211E-02 
603	 4.44837100803852E-02 
604	 4.44420911371708E-02 
605	 4.44997251033783E-02 
606	 4.45195995271206E-02 
607	 4.44796234369278E-02 
608	 4.45267558097839E-02 
609	 4.45236638188362E-02 
610	 4.45069447159767E-02 
611	 4.45259809494019E-02 
612	 4.45249527692795E-02 
613	 4.45205494761467E-02 
614	 0.044523898512125 
615	 4.45380955934525E-02 
616	 4.45209741592407E-02 
617	 4.45181205868721E-02 
618	 4.45468686521053E-02 
619	 4.45556417107582E-02 
620	 4.45349179208279E-02 
621	 4.45453822612762E-02 
622	 4.46246117353439E-02 
623	 4.45748418569565E-02 
624	 4.45432886481285E-02 
625	 4.45767864584923E-02 
626	 4.46130819618702E-02 
627	 4.46321181952953E-02 
628	 4.46171797811985E-02 
629	 4.45772558450699E-02 
630	 4.45744916796684E-02 
631	 4.45952601730824E-02 
632	 4.46188785135746E-02 
633	 4.46231178939343E-02 
634	 4.46144677698612E-02 
635	 4.46040108799934E-02 
636	 4.46123406291008E-02 
637	 4.46698926389217E-02 
638	 4.46646884083748E-02 
639	 4.46303673088551E-02 
640	 4.46209907531738E-02 
641	 4.46299687027931E-02 
642	 4.46140840649605E-02 
643	 4.45977300405502E-02 
644	 0.044634472578764 
645	 4.46234568953514E-02 
646	 4.46099825203419E-02 
647	 4.46256250143051E-02 
648	 4.46501113474369E-02 
649	 0.044679868966341 
650	 4.46978434920311E-02 
651	 4.46878150105476E-02 
652	 4.46454435586929E-02 
653	 4.46259565651417E-02 
654	 4.46392260491848E-02 
655	 4.46554832160473E-02 
656	 4.46615256369114E-02 
657	 4.46672104299068E-02 
658	 0.044670607894659 
659	 4.46253679692745E-02 
660	 4.46608550846577E-02 
661	 4.47207130491734E-02 
662	 0.044707965105772 
663	 4.47301864624023E-02 
664	 4.47183735668659E-02 
665	 4.46853972971439E-02 
666	 4.47288416326046E-02 
667	 4.47192713618279E-02 
668	 0.044715628027916 
669	 4.47619147598743E-02 
670	 4.47670705616474E-02 
671	 4.47572097182274E-02 
672	 4.47492375969887E-02 
673	 4.47559617459774E-02 
674	 0.044781606644392 
675	 4.47854250669479E-02 
676	 0.044761311262846 
677	 4.47485595941544E-02 
678	 4.47651594877243E-02 
679	 4.47745807468891E-02 
680	 4.47543300688267E-02 
681	 4.47665303945541E-02 
682	 4.47824820876122E-02 
683	 4.47987914085388E-02 
684	 4.48186323046684E-02 
685	 4.47794422507286E-02 
686	 4.47561740875244E-02 
687	 4.47765216231346E-02 
688	 4.47830520570278E-02 
689	 4.47667613625526E-02 
690	 4.47497442364693E-02 
691	 0.044754434376955 
692	 4.47697378695011E-02 
693	 4.47825193405151E-02 
694	 4.47991564869881E-02 
695	 4.48317117989063E-02 
696	 0.044820062816143 
697	 0.044805221259594 
698	 4.48056794703007E-02 
699	 4.47839349508286E-02 
700	 0.044792115688324 
701	 4.48048673570156E-02 
702	 4.47896681725979E-02 
703	 4.47716414928436E-02 
704	 4.47886884212494E-02 
705	 4.48203906416893E-02 
706	 4.48121950030327E-02 
707	 4.48101758956909E-02 
708	 4.47948053479195E-02 
709	 4.47699315845966E-02 
710	 4.47928048670292E-02 
711	 4.48001697659492E-02 
712	 4.47938367724419E-02 
713	 4.47924993932247E-02 
714	 4.47997935116291E-02 
715	 4.47939857840538E-02 
716	 4.47804071009159E-02 
717	 4.47822511196136E-02 
718	 4.47889976203442E-02 
719	 4.47833649814129E-02 
720	 4.47641871869564E-02 
721	 4.47583496570587E-02 
722	 4.47537787258625E-02 
723	 4.47635315358639E-02 
724	 4.47911657392979E-02 
725	 4.47758063673973E-02 
726	 4.47617322206497E-02 
727	 4.47690524160862E-02 
728	 4.47937734425068E-02 
729	 4.47973944246769E-02 
730	 4.47817631065845E-02 
731	 4.47678118944168E-02 
732	 4.47984114289284E-02 
733	 0.044793289154768 
734	 4.47889715433121E-02 
735	 4.48224619030952E-02 
736	 4.47938516736031E-02 
737	 4.47828695178032E-02 
738	 0.044792540371418 
739	 0.04477833583951 
740	 4.47798036038876E-02 
741	 4.47811856865883E-02 
742	 4.47758212685585E-02 
743	 4.47802543640137E-02 
744	 4.47813495993614E-02 
745	 4.47801314294338E-02 
746	 4.47818338871002E-02 
747	 4.47953939437866E-02 
748	 0.044786375015974 
749	 4.47668544948101E-02 
750	 0.044771745800972 
751	 0.044781006872654 
752	 0.044790368527174 
753	 0.04479805752635 
754	 4.48038801550865E-02 
755	 4.48190979659557E-02 
756	 4.48151417076588E-02 
757	 4.47791405022144E-02 
758	 4.47658747434616E-02 
759	 4.47724312543869E-02 
760	 4.47798855602741E-02 
761	 4.47676926851273E-02 
762	 4.47647087275982E-02 
763	 4.47689667344093E-02 
764	 4.47748005390167E-02 
765	 4.47751358151436E-02 
766	 4.47589755058289E-02 
767	 4.47476394474506E-02 
768	 4.47560623288155E-02 
769	 4.47709299623966E-02 
770	 4.47882935404778E-02 
771	 0.044792715460062 
772	 4.47734445333481E-02 
773	 4.47577498853207E-02 
774	 4.47434633970261E-02 
775	 4.47348989546299E-02 
776	 4.47404906153679E-02 
777	 4.47446592152119E-02 
778	 4.47520054876804E-02 
779	 4.47572581470013E-02 
780	 4.47327084839344E-02 
781	 4.47322726249695E-02 
782	 4.47360351681709E-02 
783	 4.47220653295517E-02 
784	 4.47424910962582E-02 
785	 4.47562001645565E-02 
786	 4.47505936026573E-02 
787	 4.47341538965702E-02 
788	 4.47314903140068E-02 
789	 4.47244569659233E-02 
790	 4.47042472660542E-02 
791	 4.46795150637627E-02 
792	 4.46972362697124E-02 
793	 0.044712457805872 
794	 4.46940511465073E-02 
795	 4.46933396160603E-02 
796	 4.46785800158978E-02 
797	 4.46806363761425E-02 
798	 4.47218343615532E-02 
799	 4.46731522679329E-02 
800	 0.044639203697443 
801	 4.46446016430855E-02 
802	 4.46460917592049E-02 
803	 4.46673408150673E-02 
804	 4.46675643324852E-02 
805	 4.46388013660908E-02 
806	 4.46322001516819E-02 
807	 4.46522645652294E-02 
808	 4.46609929203987E-02 
809	 4.46390174329281E-02 
810	 4.46567833423615E-02 
811	 4.46767061948776E-02 
812	 4.46739159524441E-02 
813	 4.46419268846512E-02 
814	 0.044639989733696 
815	 4.46402430534363E-02 
816	 0.044626422226429 
817	 4.46018800139427E-02 
818	 4.46174927055836E-02 
819	 4.46156710386276E-02 
820	 4.45783957839012E-02 
821	 4.45782579481602E-02 
822	 4.45960834622383E-02 
823	 4.46084886789322E-02 
824	 4.45986948907375E-02 
825	 4.45759110152721E-02 
826	 4.45580594241619E-02 
827	 0.044543981552124 
828	 4.45300750434399E-02 
829	 4.45590279996395E-02 
830	 4.45768013596535E-02 
831	 4.45641465485096E-02 
832	 4.45405170321465E-02 
833	 4.45309728384018E-02 
834	 4.45294566452503E-02 
835	 4.45322282612324E-02 
836	 4.45473827421665E-02 
837	 4.45511862635612E-02 
838	 4.45463545620441E-02 
839	 4.45437356829643E-02 
840	 4.45590056478977E-02 
841	 4.45458106696606E-02 
842	 4.45149093866348E-02 
843	 4.44979555904865E-02 
844	 4.44967299699783E-02 
845	 0.044506024569273 
846	 4.45127040147781E-02 
847	 0.044502466917038 
848	 4.44988384842873E-02 
849	 4.44779954850674E-02 
850	 4.44501712918282E-02 
851	 4.44694459438324E-02 
852	 4.44538630545139E-02 
853	 4.44373823702335E-02 
854	 0.044451430439949 
855	 4.44735065102577E-02 
856	 4.44447100162506E-02 
857	 4.43950071930885E-02 
858	 0.044375117868185 
859	 0.044394489377737 
860	 4.43872399628162E-02 
861	 4.43741045892239E-02 
862	 4.44051586091518E-02 
863	 4.44134511053562E-02 
864	 4.43760752677917E-02 
865	 0.044332068413496 
866	 4.43555489182472E-02 
867	 4.43390123546124E-02 
868	 4.43231351673603E-02 
869	 4.43282015621662E-02 
870	 4.43195812404156E-02 
871	 4.43164519965649E-02 
872	 0.044324953109026 
873	 4.43354398012161E-02 
874	 0.044308714568615 
875	 4.43061962723732E-02 
876	 4.43047769367695E-02 
877	 0.044281829148531 
878	 4.43206913769245E-02 
879	 4.43210788071156E-02 
880	 4.42860797047615E-02 
881	 4.42676916718483E-02 
882	 4.42701540887356E-02 
883	 0.044269721955061 
884	 4.42619435489178E-02 
885	 4.42584939301014E-02 
886	 4.42567281424999E-02 
887	 4.42667193710804E-02 
888	 4.42774593830109E-02 
889	 4.42555174231529E-02 
890	 4.42122630774975E-02 
891	 4.41843196749687E-02 
892	 0.044187281280756 
893	 4.41938042640686E-02 
894	 4.41995784640312E-02 
895	 4.42141145467758E-02 
896	 4.42323312163353E-02 
897	 4.41974066197872E-02 
898	 4.41996939480305E-02 
899	 0.044196218252182 
900	 4.41428907215595E-02 
901	 0.044175136834383 
902	 4.41927462816238E-02 
903	 4.41846437752247E-02 
904	 4.41762544214725E-02 
905	 0.044109545648098 
906	 4.41013239324093E-02 
907	 4.41396422684193E-02 
908	 4.41239327192307E-02 
909	 4.40903753042221E-02 
910	 4.40884158015251E-02 
911	 4.41065579652786E-02 
912	 4.40804660320282E-02 
913	 4.40962947905064E-02 
914	 4.41106893122196E-02 
915	 4.41005751490593E-02 
916	 4.40961457788944E-02 
