Wavelength	ProbetaAcolman00026.asd
350	 0.66158590597881 
351	 0.654909921196267 
352	 0.64553498286419 
353	 0.630294250760052 
354	 0.631528860764449 
355	 0.633636105476956 
356	 0.629789171009684 
357	 0.620959704228252 
358	 0.626289013396917 
359	 0.621364947214245 
360	 0.611743263607907 
361	 0.61408172994061 
362	 0.59897401267665 
363	 0.586328683649875 
364	 0.585143050054941 
365	 0.582795952034933 
366	 0.580543433300382 
367	 0.576467993388711 
368	 0.572934800098977 
369	 0.589893803203552 
370	 0.585841069518658 
371	 0.570461322098012 
372	 0.577246460120596 
373	 0.572770714670753 
374	 0.568460360222564 
375	 0.57003471334965 
376	 0.569791197036877 
377	 0.567283694012687 
378	 0.562658082078355 
379	 0.55788024450443 
380	 0.558550789372524 
381	 0.562487439824172 
382	 0.564072473698481 
383	 0.558143762280831 
384	 0.558076048770946 
385	 0.56132123360075 
386	 0.564885325132137 
387	 0.568184871011658 
388	 0.565800892480514 
389	 0.561248507040494 
390	 0.560550495366448 
391	 0.570716445030105 
392	 0.571456280311295 
393	 0.565245654017944 
394	 0.567609831835916 
395	 0.567513823858901 
396	 0.568621081660177 
397	 0.572099135827156 
398	 0.572297165038043 
399	 0.574488702422221 
400	 0.576716369202018 
401	 0.576494366827703 
402	 0.577069545594389 
403	 0.577805736073578 
404	 0.578866774144349 
405	 0.581154361857951 
406	 0.587934013050204 
407	 0.591202651572811 
408	 0.588804750019198 
409	 0.591627303671203 
410	 0.594519677473424 
411	 0.598246441524941 
412	 0.603827414820378 
413	 0.605308542732883 
414	 0.607221980746066 
415	 0.611428719370544 
416	 0.616853548537833 
417	 0.620343496184207 
418	 0.62248715313119 
419	 0.62425690225054 
420	 0.625838719454488 
421	 0.627364207923109 
422	 0.62938250315556 
423	 0.632122947963797 
424	 0.633025000223946 
425	 0.634757287246513 
426	 0.637349639691969 
427	 0.637666302384139 
428	 0.638869324055603 
429	 0.640709964357399 
430	 0.642331883017418 
431	 0.643341554816389 
432	 0.644019558915308 
433	 0.64467801616632 
434	 0.645550086406356 
435	 0.646138025211921 
436	 0.646475348205353 
437	 0.646818633808699 
438	 0.647689039511592 
439	 0.648135163940497 
440	 0.648220854954891 
441	 0.648306445023647 
442	 0.648715242043655 
443	 0.648651450457036 
444	 0.648204651253003 
445	 0.648108552289265 
446	 0.647784217003452 
447	 0.64743375373477 
448	 0.647167228501376 
449	 0.646659603954191 
450	 0.646015800136529 
451	 0.645324212499809 
452	 0.644704710882369 
453	 0.644466694614482 
454	 0.643965075499374 
455	 0.643093064710444 
456	 0.642368913072791 
457	 0.641367941012324 
458	 0.640331924838701 
459	 0.639493721777761 
460	 0.638693533233483 
461	 0.637653423533918 
462	 0.636612388394221 
463	 0.635957205600066 
464	 0.634792412786773 
465	 0.633648877222059 
466	 0.632571010005122 
467	 0.630611337003093 
468	 0.629522855372126 
469	 0.628928048455934 
470	 0.627975661420266 
471	 0.626615134080431 
472	 0.625246406517793 
473	 0.623982639744617 
474	 0.622712084464801 
475	 0.621744647216708 
476	 0.620737369016402 
477	 0.619411633406943 
478	 0.617741275066416 
479	 0.61662161404001 
480	 0.615861657077443 
481	 0.614907697846771 
482	 0.61390254091924 
483	 0.613149858700391 
484	 0.61264760439675 
485	 0.612048308061818 
486	 0.611226498983918 
487	 0.610503643217435 
488	 0.610113911273748 
489	 0.609710010347216 
490	 0.609365140870625 
491	 0.609125191474753 
492	 0.608990778633625 
493	 0.608628078656204 
494	 0.608594311348128 
495	 0.608908578402976 
496	 0.608549774860398 
497	 0.608370751969301 
498	 0.608420147306825 
499	 0.608479801554921 
500	 0.608274791719042 
501	 0.608251993264512 
502	 0.608395894763325 
503	 0.608292224083215 
504	 0.608213009713205 
505	 0.608036254178531 
506	 0.607725019830116 
507	 0.607624276265688 
508	 0.60727252912846 
509	 0.606835497540105 
510	 0.606663285497993 
511	 0.60634228975537 
512	 0.605891040198383 
513	 0.605443847806887 
514	 0.605228153221203 
515	 0.604880396361684 
516	 0.604560689728784 
517	 0.604419965195557 
518	 0.604106257457671 
519	 0.603757844836029 
520	 0.603538432279574 
521	 0.603592121724712 
522	 0.603696595059059 
523	 0.60383101856291 
524	 0.603990406959122 
525	 0.604121987279733 
526	 0.604399737983952 
527	 0.604805869501005 
528	 0.605243626661936 
529	 0.605624244732785 
530	 0.606000073352016 
531	 0.606411174709813 
532	 0.606869780180919 
533	 0.607260133607866 
534	 0.607544180831581 
535	 0.60774231273235 
536	 0.607990724050643 
537	 0.608109745692415 
538	 0.608054862559881 
539	 0.607881951193997 
540	 0.607785525060198 
541	 0.607646863905959 
542	 0.607368421498615 
543	 0.606939710266765 
544	 0.606513437405737 
545	 0.606007617571634 
546	 0.60533403068825 
547	 0.604730347142936 
548	 0.604010676977891 
549	 0.603201079822426 
550	 0.602524278787523 
551	 0.602010101316052 
552	 0.601474679316014 
553	 0.600783467167177 
554	 0.600025968090678 
555	 0.59921788947369 
556	 0.598448022994369 
557	 0.597792944361293 
558	 0.596989091919072 
559	 0.596245668590681 
560	 0.595663850298421 
561	 0.595136725607949 
562	 0.594895813686751 
