Wavelength	ProbetaAcolman00002.asd
350	 0.908966794371764 
351	 0.899782375683724 
352	 0.888083473665673 
353	 0.885603632186237 
354	 0.902146391700535 
355	 0.888087642106356 
356	 0.872135352306739 
357	 0.880871194606082 
358	 0.881822220247201 
359	 0.882133566770028 
360	 0.883558622871529 
361	 0.882888718799872 
362	 0.858717947112119 
363	 0.852357355605342 
364	 0.871854120267364 
365	 0.876008181345171 
366	 0.870948960190879 
367	 0.864068598793201 
368	 0.860513104518407 
369	 0.854894781255426 
370	 0.849227579345985 
371	 0.845693568905196 
372	 0.846687485789842 
373	 0.852170754301195 
374	 0.854069587915363 
375	 0.850799214533639 
376	 0.851188835560527 
377	 0.844119412908798 
378	 0.835912804190777 
379	 0.833345388833486 
380	 0.829354310135663 
381	 0.830200904938288 
382	 0.830853060420879 
383	 0.822658409104232 
384	 0.827405642244185 
385	 0.83169331158826 
386	 0.828909669773678 
387	 0.828193773374267 
388	 0.821672717807013 
389	 0.817964848839015 
390	 0.823498930808599 
391	 0.822222112622772 
392	 0.820764354954596 
393	 0.820471963941843 
394	 0.819073495596099 
395	 0.815629594334985 
396	 0.813273610375839 
397	 0.813859004625955 
398	 0.816913037113605 
399	 0.817600891241497 
400	 0.816232947232122 
401	 0.81458127890309 
402	 0.812843103513251 
403	 0.813436782459882 
404	 0.815317008960939 
405	 0.815150126532464 
406	 0.812807360784911 
407	 0.812524649522274 
408	 0.815720443130469 
409	 0.817892961829616 
410	 0.821299926744012 
411	 0.824311492670467 
412	 0.825043247866569 
413	 0.825969774116115 
414	 0.826894165695552 
415	 0.827717421190345 
416	 0.828546559354739 
417	 0.829270148986021 
418	 0.830655122559498 
419	 0.83265756139245 
420	 0.833102973781758 
421	 0.83355907606079 
422	 0.834863082765537 
423	 0.837011509093274 
424	 0.836963979910562 
425	 0.837289949262851 
426	 0.838546679613993 
427	 0.83871317319188 
428	 0.838969161510651 
429	 0.838870424503288 
430	 0.838263807444805 
431	 0.838891536955163 
432	 0.838575421219563 
433	 0.837745323257438 
434	 0.838101191800958 
435	 0.839207718786782 
436	 0.840222717769058 
437	 0.840619855780324 
438	 0.840395292699426 
439	 0.839656657680846 
440	 0.839018400726833 
441	 0.838934102084199 
442	 0.838753842752994 
443	 0.838319695095386 
444	 0.837891351001383 
445	 0.837988470542477 
446	 0.838439536816195 
447	 0.837963829474638 
448	 0.83649797252712 
449	 0.836941508616353 
450	 0.836766732444194 
451	 0.836271943634205 
452	 0.836447327508999 
453	 0.835906393243534 
454	 0.835372310298064 
455	 0.835189639919718 
456	 0.835138436743514 
457	 0.834743627405936 
458	 0.834095261822665 
459	 0.833467389128514 
460	 0.833234460573132 
461	 0.833126265947805 
462	 0.832908290477054 
463	 0.832414320193853 
464	 0.831816634915521 
465	 0.831504749104262 
466	 0.831306673192791 
467	 0.83014424627679 
468	 0.830122374619185 
469	 0.830173527738863 
470	 0.829127562374455 
471	 0.829268414273827 
472	 0.829392879686668 
473	 0.829115764144408 
474	 0.82877235819696 
475	 0.828364068616669 
476	 0.828325558462177 
477	 0.828736332315825 
478	 0.828832927345806 
479	 0.828834584742361 
480	 0.828928178209435 
481	 0.829197421909095 
482	 0.829068289743141 
483	 0.828953955327928 
484	 0.82914373164213 
485	 0.829696097652319 
486	 0.829664727154832 
487	 0.829478650440876 
488	 0.829739133171663 
489	 0.830631396172921 
490	 0.831117768247425 
491	 0.831441260702153 
492	 0.832440056357639 
493	 0.83297263572054 
494	 0.833421955940475 
495	 0.834106608096384 
496	 0.834954246169572 
497	 0.835861355051271 
498	 0.836826571125052 
499	 0.837872445544923 
500	 0.838972094639596 
501	 0.839980955045494 
502	 0.840867004113704 
503	 0.841715385222085 
504	 0.84286810318339 
505	 0.844161596503838 
506	 0.845428570010361 
507	 0.846734373256524 
508	 0.848008875808639 
509	 0.849248454191602 
510	 0.850493924648203 
511	 0.851882905849342 
512	 0.853200743871465 
513	 0.854416539301748 
514	 0.855770709005954 
515	 0.857084120511346 
516	 0.858423345858451 
517	 0.859836413452888 
518	 0.861064214571522 
519	 0.862517360509666 
520	 0.864015978568601 
521	 0.865041009946672 
522	 0.866233051340689 
523	 0.867525833245099 
524	 0.868784016048109 
525	 0.869945208162158 
526	 0.871044585556757 
527	 0.872118731453195 
528	 0.873198080558518 
529	 0.874274726310964 
530	 0.875266281428444 
531	 0.876172746402593 
532	 0.877081205548473 
533	 0.878091403397142 
534	 0.879093770315058 
535	 0.879991265840413 
536	 0.880872023450893 
