Wavelength	A00013.asd.hr
350	 1 
351	 0.997771263122559 
352	 0.914912879467011 
353	 0.845583975315094 
354	 0.925493121147156 
355	 0.822683393955231 
356	 0.727643966674805 
357	 0.791096031665802 
358	 0.776968777179718 
359	 0.743992924690247 
360	 0.72586864233017 
361	 0.72935950756073 
362	 0.682145655155182 
363	 0.64514297246933 
364	 0.646512031555176 
365	 0.662206530570984 
366	 0.653306603431702 
367	 0.638536691665649 
368	 0.639206528663635 
369	 0.645951271057129 
370	 0.636811435222626 
371	 0.609828412532806 
372	 0.577649533748627 
373	 0.576942205429077 
374	 0.567975759506226 
375	 0.544132590293884 
376	 0.550594449043274 
377	 0.55346554517746 
378	 0.553419589996338 
379	 0.5551797747612 
380	 0.550788342952728 
381	 0.537029087543488 
382	 0.524590194225311 
383	 0.528508901596069 
384	 0.536604523658752 
385	 0.527160882949829 
386	 0.507548868656158 
387	 0.526716828346252 
388	 0.520967841148376 
389	 0.502472102642059 
390	 0.496691405773163 
391	 0.502271294593811 
392	 0.500241100788116 
393	 0.491640716791153 
394	 0.488771289587021 
395	 0.479229897260666 
396	 0.476241022348404 
397	 0.482410103082657 
398	 0.479467928409576 
399	 0.478518187999725 
400	 0.477383226156235 
401	 0.47322142124176 
402	 0.475836992263794 
403	 0.471690267324448 
404	 0.465281426906586 
405	 0.472170650959015 
406	 0.468050956726074 
407	 0.464124083518982 
408	 0.466392040252686 
409	 0.461268305778503 
410	 0.459485203027725 
411	 0.460390210151672 
412	 0.459840655326843 
413	 0.45473325252533 
414	 0.454454094171524 
415	 0.458640187978745 
416	 0.458276808261871 
417	 0.454542368650436 
418	 0.452438771724701 
419	 0.453970104455948 
420	 0.453061044216156 
421	 0.451035261154175 
422	 0.450305223464966 
423	 0.452639400959015 
424	 0.452791094779968 
425	 0.450858592987061 
426	 0.449505090713501 
427	 0.453594714403152 
428	 0.452817916870117 
429	 0.451197445392609 
430	 0.452900230884552 
431	 0.452719271183014 
432	 0.452110409736633 
433	 0.451829731464386 
434	 0.452216237783432 
435	 0.453659117221832 
436	 0.454387009143829 
437	 0.454114228487015 
438	 0.455203533172607 
439	 0.454784959554672 
440	 0.454170137643814 
