Wavelength	A00131.asd
350	 1.03601977777977 
351	 1.0529459598244 
352	 1.03953671107334 
353	 1.01240331477793 
354	 1.01711648486013 
355	 1.03147739677158 
356	 1.03836613765051 
357	 1.02998603801837 
358	 1.01905704150354 
359	 1.02689408675581 
360	 1.03796512272302 
361	 1.02618931027046 
362	 1.02300657428042 
363	 1.02898398358246 
364	 1.03427848614059 
365	 1.02049962017795 
366	 1.01968460884017 
367	 1.0276084848361 
368	 1.03369454365651 
369	 1.03450056272782 
370	 1.02976410968544 
371	 1.02474428866537 
372	 1.02580327564316 
373	 1.02538279520361 
374	 1.02835830277997 
375	 1.03251828383601 
376	 1.02499749110854 
377	 1.02698726953992 
378	 1.03176132528213 
379	 1.03083867798802 
380	 1.03262578124033 
381	 1.0301868201964 
382	 1.02641568690634 
383	 1.02854531293609 
384	 1.03090015038956 
385	 1.03195686546278 
386	 1.03150177872654 
387	 1.03029392704579 
388	 1.03057239791128 
389	 1.02981621920877 
390	 1.02634886955306 
391	 1.0258390786172 
392	 1.02657688809074 
393	 1.02775026715409 
394	 1.02921063793588 
395	 1.0311119794866 
396	 1.03098538132788 
397	 1.02898772819481 
398	 1.02982013196664 
399	 1.03074213476757 
400	 1.03105183160628 
401	 1.03081352612215 
402	 1.03079272258688 
403	 1.03066708330309 
404	 1.03040836045756 
405	 1.03018223826002 
406	 1.0290480236603 
407	 1.02938023375336 
408	 1.03147283552159 
409	 1.03079672112084 
410	 1.03126176189032 
411	 1.03125289626424 
412	 1.02891143560129 
413	 1.02997798243946 
414	 1.03128246930446 
415	 1.03143015724063 
416	 1.03107763040656 
417	 1.03056717385222 
418	 1.03056343645062 
419	 1.03111048500962 
420	 1.03072405471052 
421	 1.03106969179686 
422	 1.03183838164791 
423	 1.03194413162968 
424	 1.03096067369589 
425	 1.02995424899896 
426	 1.02964649310583 
427	 1.03021010052564 
428	 1.03079966902334 
429	 1.03114331521952 
430	 1.03130527469635 
431	 1.031965775362 
432	 1.03174396078472 
433	 1.03115911562173 
434	 1.03158700617322 
435	 1.03162856602989 
436	 1.03159096701486 
437	 1.03165170157199 
438	 1.03147093739055 
439	 1.03154759458825 
440	 1.03169764580157 
441	 1.0315862086771 
442	 1.03105698453216 
443	 1.03102806962847 
444	 1.03143263252674 
445	 1.03143119925616 
446	 1.03151270171654 
447	 1.03158838136831 
448	 1.0316036036217 
449	 1.03182015756585 
450	 1.03164095189375 
451	 1.03129913711723 
452	 1.03127187802945 
453	 1.03133807048453 
454	 1.03141109815845 
455	 1.03151056113856 
456	 1.03175820839556 
457	 1.03176883869505 
458	 1.03158106726473 
459	 1.03131998698256 
460	 1.03096690705358 
461	 1.03117442350463 
462	 1.03154093485113 
463	 1.03124249645229 
464	 1.03148718752812 
465	 1.03156625370854 
466	 1.03118734038432 
467	 1.03099802785178 
468	 1.03127639064336 
469	 1.03146898949046 
470	 1.03113542058524 
471	 1.03148721749433 
472	 1.03153246629807 
473	 1.03117629612762 
474	 1.03109615775014 
475	 1.03166909527682 
476	 1.03186555908133 
477	 1.03132426449161 
478	 1.03174315668858 
479	 1.03142781287354 
480	 1.03103870398623 
481	 1.03168865296066 
482	 1.03123820457949 
483	 1.03072622236614 
484	 1.03072376919996 
485	 1.0309928167207 
486	 1.03099343230718 
487	 1.0309390220298 
488	 1.0310945066012 
489	 1.03130719074585 
490	 1.03131111070591 
491	 1.0311124735482 
492	 1.03090638419709 
493	 1.0309184951928 
494	 1.03093853327453 
495	 1.03093696947561 
496	 1.03129748457359 
497	 1.0315509245137 
498	 1.03144516862742 
499	 1.03102014296415 
500	 1.03121883772309 
501	 1.03148575709674 
502	 1.03145895112657 
503	 1.03105505828117 
504	 1.03099159512336 
505	 1.03104405433784 
506	 1.03104161518439 
507	 1.03145949580407 
508	 1.03151750739914 
509	 1.03127270129691 
510	 1.03115106578912 
511	 1.03121912158172 
512	 1.03126877712767 
513	 1.03120904143306 
514	 1.03113316097514 
515	 1.03115275554751 
516	 1.03130540913807 
517	 1.03154602236432 
518	 1.03172408566393 
519	 1.03127596073724 
520	 1.03068805287171 
521	 1.03105793175404 
522	 1.03155424252871 
523	 1.0315594037511 
524	 1.03103769385366 
525	 1.03096347120426 
526	 1.03127344105122 
527	 1.03150906257975 
528	 1.03122533772823 
529	 1.03107058167397 
530	 1.03102921975147 
531	 1.0310725308259 
532	 1.03120019415346 
533	 1.03120419311352 
534	 1.03111646202015 
535	 1.03101605147656 
536	 1.03090636042883 
537	 1.03105892722911 
538	 1.03121369650031 
539	 1.03094661078632 
540	 1.03140642782911 
541	 1.03157864508378 
542	 1.03107342779889 
543	 1.03090365622137 
544	 1.03111630633971 
545	 1.03129815069186 
546	 1.03106854567121 
547	 1.0310100822961 
548	 1.03117212187343 
549	 1.03132201763301 
550	 1.03103924163633 
551	 1.03099959447792 
552	 1.03103776795591 
553	 1.03092561792502 
554	 1.03063832915011 
555	 1.03060268215527 
556	 1.03074092059924 
557	 1.03075521936707 
558	 1.03049785657255 
559	 1.03065845667046 
560	 1.03119714016782 
561	 1.03102431795817 
562	 1.03087668273526 
563	 1.03099681976352 
564	 1.03137346647711 
565	 1.03151679595169 
566	 1.03174678497408 
567	 1.03208297423825 
568	 1.03226672330411 
569	 1.03212148024979 
570	 1.03212173197723 
571	 1.03254387006819 
572	 1.03290251604813 
573	 1.03215263065301 
574	 1.03104085454923 
575	 1.03075313435422 
576	 1.03002980824116 
577	 1.02940221004524 
578	 1.02925228400024 
579	 1.02976379497745 
580	 1.03031278884767 
581	 1.03057957494699 
582	 1.03053871341123 
583	 1.03080120334033 
584	 1.03105357056423 
585	 1.03126599108715 
586	 1.03152205461636 
587	 1.03124727179073 
588	 1.0311834568404 
589	 1.03162013298784 
590	 1.03184249480473 
591	 1.03130236155516 
592	 1.03084508713135 
593	 1.03127521289614 
594	 1.03120004082055 
595	 1.0311844581178 
596	 1.03117279107133 
597	 1.0305976924423 
598	 1.03055481943198 
599	 1.03064782619553 
600	 1.03048189796768 
601	 1.03026977045967 
602	 1.03074534419154 
603	 1.03134127918964 
604	 1.03109819110005 
605	 1.03081208008123 
606	 1.03072920914061 
607	 1.0308495026691 
608	 1.03092539856809 
609	 1.03079333814253 
610	 1.03069478854851 
611	 1.03083036421192 
612	 1.03088371829454 
613	 1.03096363307734 
614	 1.03111536693784 
615	 1.03129976966345 
616	 1.031070887571 
617	 1.03082317318265 
618	 1.03079225619148 
619	 1.03071456413996 
620	 1.0309282001736 
621	 1.0309912834544 
622	 1.03047282813278 
623	 1.03021295712936 
624	 1.03045094704033 
625	 1.03091219386243 
626	 1.03089164131812 
627	 1.03037142458639 
628	 1.03021710359271 
629	 1.0308042520209 
630	 1.03091487824606 
631	 1.03066732745199 
632	 1.03046455278161 
633	 1.03071641882019 
634	 1.03061303551871 
635	 1.03075107308806 
636	 1.03111289603681 
637	 1.03078922710983 
638	 1.03041413821638 
639	 1.03026721882618 
640	 1.03044622588572 
641	 1.03081620319049 
642	 1.03092871204465 
643	 1.03064677856687 
644	 1.03018208851485 
645	 1.03095985720025 
646	 1.03114641630592 
647	 1.03024591672418 
648	 1.0306094578224 
649	 1.03064325388298 
650	 1.03056548615073 
651	 1.03082444072028 
652	 1.03046184983798 
653	 1.03019347757224 
654	 1.0302857041298 
655	 1.03055286324241 
656	 1.03045005702072 
657	 1.03037188903954 
658	 1.03054026348093 
659	 1.03046572017468 
660	 1.03039631037902 
661	 1.03029787546811 
662	 1.0301404640267 
663	 1.0304887896955 
664	 1.03057867109573 
665	 1.0303342083996 
666	 1.03041847943312 
667	 1.03019549726257 
668	 1.03018442162077 
669	 1.0305702323357 
670	 1.03002111139928 
671	 1.03000799462433 
672	 1.0302675594755 
673	 1.02994728242435 
674	 1.03004268553688 
675	 1.03044220706457 
676	 1.03068291635058 
677	 1.0300226854953 
678	 1.02993399329461 
679	 1.03011067441836 
680	 1.03008033712366 
681	 1.03030404097216 
682	 1.03001264415463 
683	 1.02963243676288 
684	 1.03006833516365 
685	 1.03034672210371 
686	 1.03023133969768 
687	 1.02987277482503 
688	 1.02982693097056 
689	 1.02995160694378 
690	 1.03006697224091 
691	 1.03004892405842 
692	 1.0300286140115 
693	 1.03008734339604 
694	 1.03009543903149 
695	 1.02983632552322 
696	 1.02954546945033 
697	 1.02981667997543 
698	 1.03045237120808 
699	 1.0299730064973 
700	 1.02956255182951 
701	 1.0297016850439 
702	 1.03038078020877 
703	 1.03069160086725 
704	 1.03040797313645 
705	 1.02977472157445 
706	 1.02940581933273 
707	 1.03020530077919 
708	 1.03006342565923 
709	 1.02875065213604 
710	 1.02983139669032 
711	 1.03021697221453 
712	 1.03019305081131 
713	 1.0305629557473 
714	 1.02993072847666 
715	 1.02964358380593 
716	 1.02968897633623 
717	 1.02917408841509 
718	 1.02945536754968 
719	 1.02948478964243 
720	 1.02911857523009 
721	 1.03033851300879 
722	 1.03074426036308 
723	 1.03018062307583 
724	 1.02937430823734 
725	 1.02949686043821 
726	 1.02927367316109 
727	 1.02887092919668 
728	 1.0293793955938 
729	 1.0298222006594 
730	 1.0301149671735 
731	 1.03020589230345 
732	 1.02988051051026 
733	 1.02963659110184 
734	 1.02942426628603 
735	 1.02911489172661 
736	 1.02893356946736 
737	 1.02881065951205 
738	 1.02891464438031 
739	 1.02949478098557 
740	 1.0301789079567 
741	 1.03013419070954 
742	 1.02941684677702 
743	 1.02943795465732 
744	 1.02960790005535 
745	 1.02981666568753 
746	 1.02998056609044 
747	 1.02975557985301 
748	 1.02935627491622 
749	 1.02911761892266 
750	 1.02936005868292 
751	 1.0298189797661 
752	 1.03006420116741 
753	 1.02997965758694 
754	 1.02987106658916 
755	 1.02967384272804 
756	 1.02936713703851 
757	 1.02906931666559 
758	 1.0293154651948 
759	 1.02941865715839 
760	 1.0292450385337 
761	 1.02906412569277 
762	 1.02983036167014 
763	 1.03008203036973 
764	 1.02978144707098 
765	 1.03046272232319 
766	 1.02966297254632 
767	 1.02878623260279 
768	 1.02902581613819 
769	 1.02943437328046 
770	 1.02914585582129 
771	 1.02879887839466 
772	 1.02924954752557 
773	 1.02914632260034 
774	 1.02955015919209 
775	 1.03031435970215 
776	 1.03026608402832 
777	 1.02910603721824 
778	 1.02835522049849 
779	 1.02877724996904 
780	 1.02947218750449 
781	 1.02905509038117 
782	 1.02858550334083 
783	 1.02917020234865 
784	 1.02932912812084 
785	 1.02967217868667 
786	 1.0298609051114 
787	 1.029190965445 
788	 1.0283543488954 
789	 1.02859189167587 
790	 1.02950379236886 
791	 1.02883787569191 
792	 1.02817052972326 
793	 1.02827973263045 
794	 1.02918306730405 
795	 1.02957136530569 
796	 1.0292105317415 
797	 1.02888071420263 
798	 1.02932309457881 
799	 1.02888359753577 
800	 1.02841047559378 
801	 1.02837676991004 
802	 1.02877379724297 
803	 1.02865757693834 
804	 1.0287870445464 
805	 1.02941255491103 
806	 1.02968422143811 
807	 1.02940233556056 
808	 1.02907360962117 
809	 1.02906553988294 
810	 1.02867620953063 
811	 1.02866954027086 
812	 1.02896732255665 
813	 1.02905251454406 
814	 1.02827301178388 
815	 1.02823614789689 
816	 1.02902842835773 
817	 1.02932252640972 
818	 1.02937959965908 
819	 1.02941682139451 
820	 1.02933339925346 
821	 1.02848937279594 
822	 1.02815074610028 
823	 1.02845398542223 
824	 1.02902608452396 
825	 1.02904288578804 
826	 1.02906855172181 
827	 1.02885735970971 
828	 1.02810859166822 
829	 1.028323046556 
830	 1.02886859058223 
831	 1.02917360600128 
832	 1.02894409422708 
833	 1.02884197075568 
834	 1.02892852896145 
835	 1.02900400627764 
836	 1.0286347531102 
837	 1.02879539031826 
838	 1.02858543169493 
839	 1.02765421706953 
840	 1.02863953535618 
841	 1.02878935304938 
842	 1.0281671463184 
843	 1.02796776196917 
844	 1.02876692528791 
845	 1.02885445192551 
846	 1.02828437005126 
847	 1.02834242635989 
848	 1.02801034104173 
849	 1.02797477996465 
850	 1.02845241415467 
851	 1.0288305308935 
852	 1.02835858847128 
853	 1.02796595634481 
854	 1.02826755036095 
855	 1.02844789852605 
856	 1.02823953382404 
857	 1.02801208100379 
858	 1.02819161097724 
859	 1.02857287674784 
860	 1.02858923802013 
861	 1.02836871703909 
862	 1.02834490209433 
863	 1.02826767774342 
864	 1.02825312734481 
865	 1.02827932927311 
866	 1.02822075397074 
867	 1.02842174948449 
868	 1.0282072133796 
869	 1.02757738897439 
870	 1.02759488484143 
871	 1.02775016766733 
872	 1.028019656106 
873	 1.02827095621075 
874	 1.02790502325357 
875	 1.02799134869035 
876	 1.02790112943962 
877	 1.02716970398423 
878	 1.02792402347116 
879	 1.02833726722191 
880	 1.02819154675611 
881	 1.02802657872407 
882	 1.02753838908387 
883	 1.02750106198378 
884	 1.02794837299256 
885	 1.02825012666084 
886	 1.02776384864189 
887	 1.02714507468143 
