Wavelength	A00135.asd
350	 0.202359013549005 
351	 0.198705362409814 
352	 0.195423333576185 
353	 0.187378852739627 
354	 0.184656199287169 
355	 0.185666604637453 
356	 0.189218509511748 
357	 0.18963098640055 
358	 0.167635959270569 
359	 0.162743136639339 
360	 0.168328023439051 
361	 0.16072206247896 
362	 0.155740343886446 
363	 0.157073493228437 
364	 0.160526651760125 
365	 0.154051098503296 
366	 0.146935031972006 
367	 0.145785765730089 
368	 0.151504872140416 
369	 0.150417109826458 
370	 0.146788912396853 
371	 0.144534385045091 
372	 0.145915065532539 
373	 0.142606167599082 
374	 0.138188949827896 
375	 0.135681462852459 
376	 0.135681928684854 
377	 0.138754910072329 
378	 0.141241925412323 
379	 0.140348268370623 
380	 0.138618945753592 
381	 0.137663643760573 
382	 0.13662725906864 
383	 0.13385982369658 
384	 0.134687321868637 
385	 0.131987528179346 
386	 0.12642517779064 
387	 0.131414510723758 
388	 0.13170782963885 
389	 0.129606422874014 
390	 0.130164078491913 
391	 0.131109334913519 
392	 0.131389643541745 
393	 0.130871856324391 
394	 0.13007616053164 
395	 0.129555550755067 
396	 0.130088562731982 
397	 0.131098993337069 
398	 0.129911587534972 
399	 0.128086983325354 
400	 0.127377045821379 
401	 0.128601423803049 
402	 0.128919210262654 
403	 0.129197054585625 
404	 0.129635856660253 
405	 0.129866817418477 
406	 0.129989633329168 
407	 0.129377084725327 
408	 0.128410181831415 
409	 0.129599013810628 
410	 0.13094004943657 
411	 0.131610816201327 
412	 0.131425275753672 
413	 0.131195724392056 
414	 0.131280892544688 
415	 0.131875015683664 
416	 0.132992889798633 
417	 0.133316454489884 
418	 0.133996955612075 
419	 0.135345223778522 
420	 0.134556247659506 
421	 0.134906030051909 
422	 0.136538471539604 
423	 0.138179255744445 
424	 0.138721588781821 
425	 0.139020647807409 
426	 0.139676213943787 
427	 0.140780185172748 
428	 0.14212696267797 
429	 0.143454957211581 
430	 0.144513238865775 
431	 0.144989163557599 
432	 0.146020371208958 
433	 0.147437182763618 
434	 0.14846245553387 
435	 0.150168025893431 
436	 0.151748597785726 
437	 0.152948777181782 
438	 0.154679473603097 
439	 0.156312225313103 
440	 0.157937102475025 
441	 0.159710135551475 
442	 0.161093737412841 
443	 0.163032984786916 
444	 0.165414409404377 
445	 0.167289761352777 
446	 0.169257776733238 
447	 0.171451575262684 
448	 0.173817382821549 
449	 0.176056143751072 
450	 0.178208813661318 
451	 0.180465035885451 
452	 0.183016241604696 
453	 0.185633195023952 
454	 0.188257030089242 
455	 0.190705042801826 
456	 0.192700011466058 
457	 0.19525562367279 
458	 0.198243658505811 
459	 0.20126667874249 
460	 0.20402820503846 
461	 0.207010733370399 
462	 0.209980282745685 
463	 0.212494050925488 
464	 0.216100033747244 
465	 0.219518793610183 
466	 0.222218460273045 
467	 0.225312383293715 
468	 0.228843451091807 
469	 0.232243656046716 
470	 0.235151030197402 
471	 0.238986691398171 
472	 0.242615894156155 
473	 0.245932340022117 
474	 0.249676067322761 
475	 0.253500300504517 
476	 0.257085226157191 
477	 0.26048636649341 
478	 0.264608187378329 
479	 0.268264934205981 
480	 0.271814026081852 
481	 0.275985023413369 
482	 0.279757041580258 
483	 0.283457916260655 
484	 0.287251814528679 
485	 0.291020759021359 
486	 0.294730894238081 
487	 0.298400389108703 
488	 0.302107854009973 
489	 0.306158524146864 
490	 0.309724126914447 
