Wavelength	A00014.asd.hr
350	 1 
351	 0.999999940395355 
352	 0.937843084335327 
353	 0.743009269237518 
354	 0.754061937332153 
355	 0.722793579101563 
356	 0.707060217857361 
357	 0.755364656448364 
358	 0.73797208070755 
359	 0.691313087940216 
360	 0.663862526416779 
361	 0.683814346790314 
362	 0.64273339509964 
363	 0.593240976333618 
364	 0.572282493114471 
365	 0.578785300254822 
366	 0.580177009105682 
367	 0.580328166484833 
368	 0.582149207592011 
369	 0.558628737926483 
370	 0.542749226093292 
371	 0.535681843757629 
372	 0.52191287279129 
373	 0.495034664869308 
374	 0.48478090763092 
375	 0.495567709207535 
376	 0.495515197515488 
377	 0.492927044630051 
378	 0.484153896570206 
379	 0.4694784283638 
380	 0.468622237443924 
381	 0.4671231508255 
382	 0.459268689155579 
383	 0.446159541606903 
384	 0.437631011009216 
385	 0.432942926883698 
386	 0.43221053481102 
387	 0.43958780169487 
388	 0.433398842811584 
389	 0.42137947678566 
390	 0.416443079710007 
391	 0.420859426259995 
392	 0.414618700742722 
393	 0.403067260980606 
394	 0.404911607503891 
395	 0.403808325529099 
396	 0.399589389562607 
397	 0.395167261362076 
398	 0.395405292510986 
399	 0.391022890806198 
400	 0.382881969213486 
401	 0.376250833272934 
402	 0.382366508245468 
403	 0.380053609609604 
404	 0.372217029333115 
405	 0.37752765417099 
406	 0.373272269964218 
407	 0.367722600698471 
408	 0.367358237504959 
409	 0.36739256978035 
410	 0.366655200719833 
411	 0.365156620740891 
412	 0.363140016794205 
413	 0.358549833297729 
414	 0.356745153665543 
415	 0.358070552349091 
416	 0.35825902223587 
417	 0.355262786149979 
418	 0.353101909160614 
419	 0.35363295674324 
420	 0.35120877623558 
421	 0.350053668022156 
422	 0.349607020616531 
423	 0.347928643226624 
424	 0.347508400678635 
425	 0.346139341592789 
426	 0.344201982021332 
427	 0.3452969789505 
428	 0.344972878694534 
429	 0.343520075082779 
430	 0.342251867055893 
431	 0.342179387807846 
432	 0.3421810567379 
433	 0.341836631298065 
434	 0.341183632612228 
435	 0.34027573466301 
436	 0.339991420507431 
437	 0.34032353758812 
438	 0.339844465255737 
439	 0.338711142539978 
440	 0.33771339058876 
441	 0.33756098151207 
442	 0.33791521191597 
443	 0.337402254343033 
444	 0.33646696805954 
445	 0.336855798959732 
446	 0.336647599935532 
447	 0.336638540029526 
448	 0.337186574935913 
449	 0.336673259735107 
450	 0.336460649967194 
451	 0.336073279380798 
452	 0.334794789552689 
453	 0.334736108779907 
454	 0.334875494241714 
455	 0.334735065698624 
456	 0.334665954113007 
457	 0.334008693695068 
458	 0.333351910114288 
459	 0.3331698179245 
460	 0.332769751548767 
461	 0.332371026277542 
462	 0.33241605758667 
463	 0.333214521408081 
464	 0.332841277122498 
465	 0.332650661468506 
466	 0.33296126127243 
467	 0.331907391548157 
468	 0.331864684820175 
469	 0.332025229930878 
470	 0.33121258020401 
471	 0.330710172653198 
472	 0.330399096012115 
473	 0.330411940813065 
474	 0.330967724323273 
475	 0.330083221197128 
476	 0.328820586204529 
