Wavelength	A00012.asd.hr
350	 1 
351	 1 
352	 0.982652068138123 
353	 0.889074981212616 
354	 0.913296937942505 
355	 0.881235361099243 
356	 0.819921672344208 
357	 0.796886146068573 
358	 0.880799412727356 
359	 0.856794059276581 
360	 0.782174944877625 
361	 0.806830763816834 
362	 0.768793106079102 
363	 0.728651165962219 
364	 0.725271165370941 
365	 0.748676240444183 
366	 0.72393137216568 
367	 0.700628876686096 
368	 0.719037175178528 
369	 0.715302169322968 
370	 0.684355914592743 
371	 0.662301361560822 
372	 0.68942528963089 
373	 0.673724174499512 
374	 0.647322118282318 
375	 0.639209091663361 
376	 0.657601118087769 
377	 0.65356457233429 
378	 0.647218823432922 
379	 0.656908929347992 
380	 0.640155255794525 
381	 0.638253331184387 
382	 0.643835127353668 
383	 0.627768039703369 
384	 0.627746760845184 
385	 0.625653028488159 
386	 0.615062713623047 
387	 0.614019930362701 
388	 0.607377648353577 
389	 0.601833581924438 
390	 0.60440593957901 
391	 0.603813409805298 
392	 0.599234879016876 
393	 0.593863964080811 
394	 0.592536687850952 
395	 0.591525077819824 
396	 0.591646730899811 
397	 0.593044459819794 
398	 0.5942223072052 
399	 0.592443645000458 
400	 0.588894963264465 
401	 0.58628249168396 
402	 0.588516414165497 
403	 0.588216006755829 
404	 0.585424423217773 
405	 0.585411310195923 
406	 0.585244715213776 
407	 0.581946194171906 
408	 0.577632486820221 
409	 0.5845547914505 
410	 0.589006125926971 
411	 0.588358223438263 
412	 0.58434385061264 
413	 0.579500734806061 
414	 0.579805612564087 
415	 0.583730638027191 
416	 0.58360356092453 
417	 0.583846986293793 
418	 0.584798455238342 
419	 0.585497736930847 
420	 0.58328378200531 
421	 0.582634747028351 
422	 0.584570527076721 
423	 0.588055193424225 
424	 0.590020418167114 
425	 0.589311540126801 
426	 0.587916672229767 
427	 0.590968191623688 
428	 0.592150509357452 
429	 0.592805743217468 
430	 0.594619393348694 
431	 0.595022797584534 
432	 0.595558643341064 
433	 0.596763849258423 
434	 0.598561465740204 
435	 0.600881576538086 
436	 0.603712916374207 
437	 0.606595754623413 
438	 0.608384370803833 
439	 0.609222829341888 
440	 0.609941899776459 
441	 0.611272573471069 
442	 0.612545371055603 
443	 0.61376291513443 
444	 0.615716516971588 
445	 0.619471907615662 
446	 0.620493769645691 
447	 0.62184751033783 
448	 0.625060021877289 
449	 0.625398635864258 
450	 0.625844478607178 
451	 0.626944541931152 
452	 0.628407537937164 
453	 0.630654096603394 
454	 0.631891965866089 
455	 0.632210075855255 
456	 0.633824169635773 
457	 0.63487434387207 
458	 0.635284781455994 
459	 0.635706126689911 
460	 0.637859284877777 
461	 0.639147162437439 
462	 0.639803767204285 
463	 0.641358733177185 
464	 0.641553938388824 
465	 0.642041981220245 
466	 0.64322429895401 
467	 0.642915785312653 
468	 0.643679857254028 
469	 0.644266068935394 
470	 0.64353346824646 
471	 0.645628809928894 
472	 0.646741628646851 
473	 0.646452665328979 
474	 0.647097885608673 
475	 0.64739727973938 
476	 0.647892534732819 
477	 0.64885425567627 
478	 0.649332225322723 
479	 0.650127708911896 
480	 0.650847434997559 
481	 0.650953888893127 
482	 0.652030110359192 
483	 0.652864217758179 
484	 0.653434276580811 
485	 0.655237793922424 
486	 0.655239641666412 
487	 0.655225694179535 
488	 0.656846106052399 
489	 0.657946169376373 
490	 0.658509194850922 
491	 0.659115493297577 
492	 0.660571336746216 
493	 0.662018835544586 
494	 0.663228809833527 
495	 0.664234519004822 
496	 0.665398836135864 
497	 0.665793120861053 
498	 0.666670143604279 
499	 0.669089257717133 
500	 0.670181155204773 
501	 0.670825242996216 
502	 0.671527922153473 
503	 0.672329783439636 
504	 0.673580348491669 
505	 0.674915194511414 
506	 0.675963521003723 
507	 0.676556766033173 
508	 0.677909433841705 
509	 0.679451286792755 
510	 0.680036962032318 
511	 0.68063360452652 
512	 0.681913435459137 
513	 0.683626472949982 
514	 0.68440854549408 
515	 0.685612380504608 
516	 0.686858892440796 
517	 0.687638223171234 
518	 0.688445329666138 
519	 0.690020501613617 
520	 0.692029654979706 
521	 0.693426191806793 
522	 0.694214522838593 
523	 0.695402801036835 
524	 0.697317004203796 
525	 0.698700904846191 
526	 0.70041435956955 
527	 0.702369570732117 
528	 0.70425945520401 
529	 0.706433296203613 
530	 0.70888489484787 
531	 0.7112175822258 
532	 0.712691187858582 
533	 0.714403033256531 
534	 0.716903984546661 
535	 0.720123708248138 
536	 0.722657322883606 
537	 0.725282728672028 
538	 0.728097558021545 
539	 0.730829060077667 
540	 0.733672201633453 
541	 0.736519455909729 
542	 0.739458441734314 
543	 0.742962896823883 
544	 0.746639490127563 
545	 0.750319540500641 
546	 0.753919780254364 
547	 0.757367491722107 
548	 0.761107325553894 
549	 0.764996290206909 
550	 0.768444001674652 
551	 0.77321058511734 
552	 0.778153419494629 
553	 0.782438576221466 
554	 0.787348926067352 
555	 0.792056381702423 
556	 0.797319412231445 
557	 0.804135203361511 
558	 0.810067594051361 
559	 0.815869629383087 
560	 0.821844398975372 
561	 0.827274024486542 
562	 0.8321772813797 
563	 0.837199568748474 
564	 0.84290885925293 
565	 0.848812818527222 
566	 0.854950666427612 
567	 0.861203789710999 
568	 0.867236614227295 
569	 0.872074246406555 
570	 0.876823842525482 
571	 0.881886839866638 
572	 0.884585857391357 
573	 0.885625064373016 
574	 0.885241329669952 
575	 0.884034097194672 
576	 0.883585929870605 
577	 0.885596752166748 
578	 0.889990746974945 
579	 0.895079851150513 
580	 0.900560915470123 
581	 0.905941665172577 
582	 0.91091650724411 
583	 0.915517270565033 
584	 0.920399487018585 
585	 0.92515242099762 
586	 0.928931832313538 
587	 0.933587074279785 
588	 0.937955975532532 
589	 0.941551864147186 
590	 0.945726156234741 
591	 0.948202133178711 
592	 0.949672102928162 
593	 0.951532483100891 
594	 0.95387202501297 
595	 0.955869555473328 
596	 0.957805812358856 
597	 0.960801243782043 
598	 0.962800681591034 
599	 0.964382410049438 
600	 0.966263353824615 
601	 0.968343079090118 
602	 0.970185160636902 
603	 0.971856832504272 
604	 0.973585367202759 
605	 0.974793076515198 
606	 0.976665914058685 
607	 0.978900790214539 
608	 0.979174077510834 
609	 0.980404913425446 
610	 0.981863617897034 
611	 0.982564389705658 
612	 0.983850836753845 
613	 0.985223710536957 
614	 0.986079216003418 
615	 0.986006677150726 
616	 0.987168550491333 
617	 0.988372683525085 
618	 0.988948285579681 
619	 0.990022838115692 
620	 0.99061918258667 
621	 0.990984678268433 
622	 0.991647064685822 
623	 0.992420315742493 
624	 0.992811799049377 
625	 0.99284702539444 
626	 0.993062317371368 
627	 0.993715047836304 
628	 0.994435667991638 
629	 0.994862914085388 
630	 0.995029270648956 
631	 0.994845867156982 
632	 0.994833946228027 
633	 0.995602250099182 
634	 0.996362805366516 
635	 0.996871769428253 
636	 0.997159361839294 
637	 0.997537910938263 
638	 0.997376322746277 
639	 0.997180879116058 
640	 0.99748307466507 
641	 0.99801778793335 
642	 0.997958660125732 
643	 0.997708916664124 
644	 0.998287081718445 
645	 0.998530566692352 
646	 0.998447000980377 
647	 0.998392879962921 
648	 0.99908447265625 
649	 0.999452114105225 
650	 0.999440729618073 
651	 0.999275684356689 
652	 0.998898088932037 
653	 0.998409032821655 
654	 0.998109638690948 
655	 0.998388648033142 
656	 0.998713612556458 
657	 0.998743057250977 
658	 0.998645603656769 
659	 0.999724268913269 
660	 0.999643325805664 
661	 0.998866200447083 
662	 0.99871963262558 
663	 0.998818218708038 
664	 0.999108135700226 
665	 0.999231219291687 
666	 0.998599767684937 
667	 0.998901128768921 
668	 0.999438762664795 
669	 0.999325156211853 
670	 0.998321652412415 
671	 0.998612582683563 
672	 0.999722957611084 
673	 1 
674	 0.99931925535202 
675	 0.999038279056549 
676	 0.999584197998047 
677	 1 
678	 0.99858570098877 
679	 0.997422516345978 
680	 0.99824595451355 
681	 0.999035656452179 
682	 0.999217510223389 
683	 0.999165892601013 
684	 0.999615490436554 
685	 0.999127864837646 
686	 0.998694956302643 
687	 0.99865460395813 
688	 0.998080313205719 
689	 0.997947454452515 
690	 0.998101353645325 
691	 0.998305261135101 
692	 0.999304473400116 
693	 0.999384760856628 
694	 0.998709499835968 
695	 0.998639822006226 
696	 0.999391555786133 
697	 0.999331772327423 
698	 0.998509407043457 
699	 1 
700	 0.999563336372375 
701	 0.998409271240234 
702	 0.998678028583527 
703	 0.999151170253754 
704	 0.999582469463348 
705	 0.999646425247192 
706	 0.999139010906219 
707	 0.999577403068542 
708	 1 
709	 0.999874114990234 
710	 0.999882996082306 
711	 0.999501347541809 
712	 0.998675167560577 
713	 0.997871398925781 
714	 0.999058783054352 
715	 0.999732911586761 
716	 0.999326765537262 
717	 0.998852252960205 
718	 0.999524772167206 
719	 0.999587297439575 
720	 0.998636424541473 
721	 0.999281287193298 
722	 0.998843193054199 
723	 0.998445093631744 
724	 0.9994176030159 
725	 0.999144732952118 
726	 0.999064981937408 
727	 0.999430894851685 
728	 0.999594330787659 
729	 0.999401986598969 
730	 0.99924236536026 
731	 0.999412655830383 
732	 0.999970376491547 
733	 0.999562561511993 
734	 0.998774230480194 
735	 0.998647391796112 
736	 0.999662339687347 
737	 1 
738	 0.999302983283997 
739	 0.997988998889923 
740	 0.99882584810257 
741	 0.999438941478729 
742	 0.998861491680145 
743	 0.999205946922302 
744	 0.99939501285553 
745	 0.999563872814178 
746	 0.999832987785339 
747	 0.999178171157837 
748	 0.999074339866638 
749	 0.99924898147583 
750	 0.998713076114655 
751	 0.999663531780243 
752	 1 
753	 0.999163210391998 
754	 0.998705863952637 
755	 0.997701466083527 
756	 0.997578918933868 
757	 0.998942494392395 
758	 0.998620390892029 
759	 0.998125851154327 
760	 0.997779309749603 
761	 0.997480511665344 
762	 0.998100996017456 
763	 0.998388230800629 
764	 0.998341083526611 
765	 0.999350845813751 
766	 1 
767	 0.99971330165863 
768	 0.998475015163422 
769	 0.998527705669403 
770	 0.999003946781158 
771	 0.999414801597595 
772	 0.999350249767303 
773	 0.998276770114899 
774	 0.998053729534149 
775	 0.99861204624176 
776	 0.998410701751709 
777	 0.999226987361908 
778	 1 
779	 0.999925255775452 
780	 0.999249696731567 
781	 0.999450147151947 
782	 0.999853491783142 
783	 0.999641418457031 
784	 0.999960720539093 
785	 1 
786	 0.999642491340637 
787	 0.999192714691162 
788	 0.999146521091461 
789	 0.998767673969269 
