Wavelength	Tablay400041.asd
350	 0.106945535641115 
351	 0.118465547247129 
352	 9.77762486824917E-02 
353	 5.49903051204741E-02 
354	 0.10602885566382 
355	 0.14203240203 
356	 0.136967096574162 
357	 0.109211030661364 
358	 0.154636343458199 
359	 0.186788429805901 
360	 0.196092551419112 
361	 0.196174505111662 
362	 0.120026945037807 
363	 9.62488251656191E-02 
364	 0.140943130879315 
365	 7.42326770523054E-02 
366	 0.076792499574586 
367	 0.108006528560031 
368	 0.105023672686037 
369	 0.101302675501659 
370	 0.104374405445225 
371	 0.113435052226267 
372	 0.119999645624435 
373	 0.112509779939239 
374	 0.10245716708834 
375	 9.86091500222238E-02 
376	 0.103184793455685 
377	 8.37260902564716E-02 
378	 8.74367269132452E-02 
379	 0.129469458042805 
380	 7.09154097483998E-02 
381	 3.98948857279612E-02 
382	 6.92883028892851E-02 
383	 0.10902598563774 
384	 7.09467353252191E-02 
385	 3.97104198731932E-02 
386	 4.78673134377544E-02 
387	 2.89662112034973E-02 
388	 5.88770884114932E-02 
389	 9.55794064956662E-02 
390	 9.22086875036297E-02 
391	 0.097619935184945 
392	 9.62060911161729E-02 
393	 8.39477878992609E-02 
394	 6.56718454382169E-02 
395	 6.09837008475189E-02 
396	 6.21208966973465E-02 
397	 6.17267073867423E-02 
398	 6.05822381469492E-02 
399	 6.52434424433137E-02 
400	 7.53538101830513E-02 
401	 8.58170342275647E-02 
402	 8.42001267979968E-02 
403	 7.52145148135093E-02 
404	 6.74955922539049E-02 
405	 7.08797609697952E-02 
406	 7.24008833868059E-02 
407	 7.49798612331378E-02 
408	 7.81349694061008E-02 
409	 6.83087837832706E-02 
410	 7.42259311183604E-02 
411	 8.15018194157319E-02 
412	 7.22555405959774E-02 
413	 8.12781951928163E-02 
414	 8.05147829172545E-02 
415	 6.92519135028914E-02 
416	 7.21310212757781E-02 
417	 7.21443840319499E-02 
418	 6.75700921246202E-02 
419	 6.22092870576662E-02 
420	 6.72662351342628E-02 
421	 6.33417541394348E-02 
422	 5.93931828108172E-02 
423	 6.99914247039706E-02 
424	 0.067727800779165 
425	 6.26292852602087E-02 
426	 6.26300326896291E-02 
427	 7.00398992156149E-02 
428	 0.06321965884495 
429	 0.055072818051473 
430	 5.75687409487296E-02 
431	 5.80747684525869E-02 
432	 5.53527764727358E-02 
433	 5.37636091843563E-02 
434	 5.89384264463714E-02 
435	 5.89885351561421E-02 
436	 5.92482820554566E-02 
437	 6.08158239333914E-02 
438	 5.54266298082704E-02 
439	 5.34100298127049E-02 
440	 5.43877899515975E-02 
441	 5.55374062344424E-02 
442	 5.79985501476943E-02 
443	 5.87379756606458E-02 
444	 5.74252025384215E-02 
445	 0.055929954040464 
446	 5.41095336242757E-02 
447	 5.31533524927733E-02 
448	 5.39771723407555E-02 
449	 0.057177220766139 
450	 0.057151899427447 
451	 0.055743261250383 
452	 0.056658615433816 
453	 0.056044765410451 
454	 5.51153465477236E-02 
455	 5.53046040881946E-02 
456	 5.77902670792616E-02 
457	 5.65402683182084E-02 
458	 5.44119672540608E-02 
459	 5.43217721400988E-02 
460	 5.33408713451122E-02 
461	 5.41873171394478E-02 
462	 5.54527469144008E-02 
463	 5.42189333452842E-02 
464	 5.50567190536636E-02 
465	 5.40526368298607E-02 
466	 5.12263705486798E-02 
467	 5.37960703939229E-02 
468	 5.40714930681851E-02 
469	 5.31228180956722E-02 
470	 5.34097203677357E-02 
471	 5.23355067492418E-02 
472	 5.18377251696656E-02 
473	 5.25476270802516E-02 
474	 5.38411842981555E-02 
475	 5.31641969071552E-02 
476	 5.31535793853584E-02 
477	 5.49782712066302E-02 
478	 5.51915984674239E-02 
479	 0.053008804405869 
480	 5.14322205789731E-02 
481	 5.34678424402356E-02 
482	 5.23983764269963E-02 
483	 5.13682421091653E-02 
484	 5.16452684729933E-02 
485	 5.16868254235391E-02 
486	 5.24539490106806E-02 
487	 5.21714040131226E-02 
488	 5.02553114193466E-02 
489	 5.13223431533855E-02 
490	 5.27209490283478E-02 
491	 5.29351724308626E-02 
492	 5.15791956007116E-02 
493	 5.20801868864894E-02 
494	 5.19731179083585E-02 
495	 5.07847165083236E-02 
496	 5.24685877917208E-02 
497	 5.23744413727364E-02 
498	 5.10979156071444E-02 
499	 5.06027558832838E-02 
500	 5.13654654450429E-02 
501	 0.051902708177788 
502	 5.20351726565368E-02 
503	 5.26763024284381E-02 
504	 5.21688821204663E-02 
505	 5.13452382708651E-02 
506	 5.12081262020803E-02 
507	 5.23266402200531E-02 
508	 5.24065529902948E-02 
509	 5.14828203872556E-02 
510	 0.050760751475297 
511	 5.15234471434036E-02 
512	 5.20254728616038E-02 
513	 5.16239301112223E-02 
514	 5.13784515966525E-02 
515	 5.07432831442453E-02 
516	 0.05061731161763 
517	 5.14545715373445E-02 
518	 5.09990770285086E-02 
519	 5.11224290718404E-02 
520	 5.16334845386203E-02 
521	 5.10950283272874E-02 
522	 5.12109315997659E-02 
523	 5.17570239728913E-02 
524	 5.20796751042153E-02 
525	 5.10576116745965E-02 
526	 0.05113621410938 
527	 5.16016082950552E-02 
528	 5.11079061280534E-02 
529	 5.15059701044936E-02 
530	 5.18122060061226E-02 
531	 5.17536156463764E-02 
532	 5.19521772741095E-02 
533	 5.22121683398842E-02 
534	 5.22715599926155E-02 
535	 5.21021868970803E-02 
536	 5.24048238639066E-02 
537	 5.25802213968253E-02 
538	 5.25543635761733E-02 
539	 5.25734656450438E-02 
540	 0.052956420309724 
541	 0.053171041964101 
542	 0.053058938697801 
543	 5.31789536375694E-02 
544	 5.35171476727898E-02 
545	 5.37472724546491E-02 
546	 5.36663965546154E-02 
547	 5.41178501614759E-02 
548	 5.44518530634204E-02 
549	 5.45538667126695E-02 
