Wavelength	4a.000
350	 6.72821030020714E-02 
351	 6.18937499821186E-02 
352	 5.74056655168533E-02 
353	 5.70580512285233E-02 
354	 5.63212223351002E-02 
355	 5.41823506355286E-02 
356	 5.21025061607361E-02 
357	 0.051052313297987 
358	 4.84808385372162E-02 
359	 0.046764325350523 
360	 4.61336001753807E-02 
361	 4.55672331154346E-02 
362	 4.41965945065022E-02 
363	 0.042811568826437 
364	 4.19282913208008E-02 
365	 4.14680764079094E-02 
366	 4.35712039470673E-02 
367	 4.43906672298908E-02 
368	 4.15590442717075E-02 
369	 4.19024601578712E-02 
370	 4.18125987052917E-02 
371	 4.14785332977772E-02 
372	 4.27172221243382E-02 
373	 4.12870012223721E-02 
374	 3.95502783358097E-02 
375	 3.94199788570404E-02 
376	 4.11613434553146E-02 
377	 4.18461449444294E-02 
378	 4.14761938154697E-02 
379	 4.06579412519932E-02 
380	 3.86054925620556E-02 
381	 3.87427061796188E-02 
382	 3.95525582134724E-02 
383	 0.037307683378458 
384	 3.82432118058205E-02 
385	 3.89770679175854E-02 
386	 0.03783955052495 
387	 3.73371690511703E-02 
388	 3.75693961977959E-02 
389	 3.76807153224945E-02 
390	 3.70158031582832E-02 
391	 3.68526019155979E-02 
392	 3.63907516002655E-02 
393	 3.60330790281296E-02 
394	 0.036795187741518 
395	 3.72564569115639E-02 
396	 3.73930521309376E-02 
397	 3.72846536338329E-02 
398	 0.036798994988203 
399	 3.67360040545464E-02 
400	 3.66119854152203E-02 
401	 3.59596945345402E-02 
402	 3.59548144042492E-02 
403	 3.66488695144653E-02 
404	 3.73052731156349E-02 
405	 3.68320420384407E-02 
406	 3.69306392967701E-02 
407	 3.72299179434776E-02 
408	 0.037312101572752 
409	 3.72567027807236E-02 
410	 3.73006351292133E-02 
411	 3.76027897000313E-02 
412	 0.038183655589819 
413	 3.86636629700661E-02 
414	 3.89368087053299E-02 
415	 3.91046144068241E-02 
416	 3.94238866865635E-02 
417	 3.99089567363262E-02 
418	 4.06241565942764E-02 
419	 4.13989052176476E-02 
420	 0.041496466845274 
421	 4.15030717849731E-02 
422	 4.19562160968781E-02 
423	 4.31127808988094E-02 
424	 4.37369011342525E-02 
425	 4.41490486264229E-02 
426	 4.46829982101917E-02 
427	 0.045525711029768 
428	 4.59167696535587E-02 
429	 4.63927574455738E-02 
430	 4.73406203091145E-02 
431	 4.77675907313824E-02 
432	 4.84903194010258E-02 
433	 4.94401529431343E-02 
434	 5.01279979944229E-02 
435	 5.11663891375065E-02 
436	 5.22004850208759E-02 
437	 5.30028752982616E-02 
438	 5.36784119904041E-02 
439	 0.054704524576664 
440	 5.58365285396576E-02 
441	 5.67677207291126E-02 
442	 5.79487383365631E-02 
443	 5.89682310819626E-02 
444	 5.98665587604046E-02 
445	 6.10340721905231E-02 
446	 6.21007084846497E-02 
447	 6.31543546915054E-02 
448	 0.064328171312809 
449	 0.065721869468689 
450	 6.69728815555573E-02 
451	 6.81471824645996E-02 
452	 6.94321319460869E-02 
453	 7.05893337726593E-02 
454	 7.19225108623505E-02 
455	 7.33979344367981E-02 
456	 7.45915845036507E-02 
457	 7.59688690304756E-02 
458	 7.73843824863434E-02 
459	 7.87031352519989E-02 
460	 8.02495777606964E-02 
461	 0.081715539097786 
462	 8.29754322767258E-02 
463	 8.40817168354988E-02 
464	 8.55888724327087E-02 
465	 8.72301086783409E-02 
466	 8.87400805950165E-02 
467	 0.090005449950695 
468	 9.13640186190605E-02 
469	 9.27927121520042E-02 
470	 0.094214104115963 
471	 9.58421155810356E-02 
472	 9.72257256507874E-02 
473	 9.84192565083504E-02 
474	 9.98637229204178E-02 
475	 0.101258657872677 
476	 0.102722696959972 
477	 0.104259327054024 
478	 0.105440750718117 
479	 0.106823772192001 
480	 0.108333513140678 
481	 0.109707675874233 
482	 0.111218973994255 
483	 0.112640127539635 
484	 0.113912582397461 
485	 0.115203909575939 
486	 0.116613611578941 
487	 0.118037767708302 
488	 0.119397453963757 
489	 0.120886534452438 
490	 0.122170984745026 
491	 0.123390227556229 
492	 0.124912671744823 
493	 0.126386031508446 
494	 0.127709269523621 
