Wavelength	5d.000
350	 7.66176581382751E-02 
351	 7.52584040164948E-02 
352	 7.03815221786499E-02 
353	 6.35539218783379E-02 
354	 6.44888877868652E-02 
355	 6.58013299107552E-02 
356	 6.48039057850838E-02 
357	 6.11970648169518E-02 
358	 5.76355792582035E-02 
359	 0.056270781904459 
360	 5.65752759575844E-02 
361	 5.64789287745953E-02 
362	 5.43581135571003E-02 
363	 5.21847866475582E-02 
364	 5.06609529256821E-02 
365	 4.83541376888752E-02 
366	 5.02883829176426E-02 
367	 5.18540069460869E-02 
368	 4.92871440947056E-02 
369	 4.90151010453701E-02 
370	 4.85584326088429E-02 
371	 4.73431870341301E-02 
372	 0.046078372746706 
373	 0.046108178794384 
374	 4.72795963287354E-02 
375	 4.84164468944073E-02 
376	 4.72276173532009E-02 
377	 4.62527647614479E-02 
378	 4.54290062189102E-02 
379	 4.43645268678665E-02 
380	 4.38786298036575E-02 
381	 0.044893354177475 
382	 0.045759342610836 
383	 4.38801534473896E-02 
384	 4.30835746228695E-02 
385	 4.30216789245605E-02 
386	 4.28706631064415E-02 
387	 4.18899059295654E-02 
388	 4.08398546278477E-02 
389	 4.06756401062012E-02 
390	 4.15401495993137E-02 
391	 4.05842587351799E-02 
392	 3.98577302694321E-02 
393	 3.97792719304562E-02 
394	 3.96186113357544E-02 
395	 3.95118966698647E-02 
396	 3.91849130392075E-02 
397	 3.87161299586296E-02 
398	 3.88649068772793E-02 
399	 3.83824482560158E-02 
400	 3.79230082035065E-02 
401	 3.81418541073799E-02 
402	 3.72235625982285E-02 
403	 0.036831047385931 
404	 3.68776582181454E-02 
405	 3.60406488180161E-02 
406	 3.59235368669033E-02 
407	 3.58430743217468E-02 
408	 0.035407155752182 
409	 3.55351790785789E-02 
410	 3.45773324370384E-02 
411	 3.36819961667061E-02 
412	 3.43054383993149E-02 
413	 3.47131490707397E-02 
414	 3.42238135635853E-02 
415	 3.33834663033485E-02 
416	 3.36568467319012E-02 
417	 3.35676595568657E-02 
418	 3.32160443067551E-02 
419	 0.032887976616621 
420	 3.26180905103683E-02 
421	 3.22648957371712E-02 
422	 3.22444811463356E-02 
423	 3.29027026891708E-02 
424	 3.27091850340366E-02 
425	 0.032253373414278 
426	 3.19673717021942E-02 
427	 0.031895637512207 
428	 3.17502021789551E-02 
429	 3.16417850553989E-02 
430	 3.16206179559231E-02 
431	 3.12027093023062E-02 
432	 3.12769040465355E-02 
433	 3.15290950238705E-02 
434	 3.11192814260721E-02 
435	 3.11196818947792E-02 
436	 3.11580449342728E-02 
437	 3.10291983187199E-02 
438	 3.10453586280346E-02 
439	 3.09497583657503E-02 
440	 3.08373011648655E-02 
441	 3.08354254812002E-02 
442	 0.030760457739234 
443	 3.07700652629137E-02 
444	 3.07915229350328E-02 
445	 3.05929724127054E-02 
446	 3.05438786745071E-02 
447	 3.05083803832531E-02 
448	 3.03964670747519E-02 
449	 3.03902849555016E-02 
450	 3.05649600923061E-02 
451	 3.06784939020872E-02 
452	 3.04715149104595E-02 
453	 3.04051227867603E-02 
454	 0.030429320409894 
455	 3.04206963628531E-02 
456	 3.02276276051998E-02 
457	 3.03252283483744E-02 
458	 3.04534025490284E-02 
459	 3.03481537848711E-02 
460	 3.02534475922585E-02 
461	 3.00768315792084E-02 
462	 2.98900790512562E-02 
463	 2.98417061567307E-02 
464	 2.99039762467146E-02 
465	 3.00274230539799E-02 
466	 3.00895106047392E-02 
467	 2.98496708273888E-02 
468	 2.97880303114653E-02 
469	 2.98197902739048E-02 
470	 2.97748632729054E-02 
471	 2.99326758831739E-02 
472	 2.98097487539053E-02 
473	 2.95514389872551E-02 
474	 2.97583136707544E-02 
475	 2.96984817832708E-02 
476	 2.96530462801456E-02 
477	 2.98031363636255E-02 
478	 2.97494456171989E-02 
479	 2.95815523713827E-02 
480	 0.029482651501894 
481	 2.96035446226597E-02 
482	 2.95913647860289E-02 
483	 2.95767821371555E-02 
484	 0.029591228812933 
485	 2.95158140361309E-02 
486	 2.96528246253729E-02 
487	 2.97540705651045E-02 
488	 2.96055004000664E-02 
489	 2.94895470142365E-02 
490	 2.94090043753386E-02 
491	 2.93850041925907E-02 
492	 2.94293947517872E-02 
493	 2.94114835560322E-02 
494	 2.93946042656899E-02 
495	 2.94448360800743E-02 
496	 2.96088494360447E-02 
497	 2.95526925474405E-02 
498	 2.94648483395576E-02 
499	 2.95856073498726E-02 
500	 0.029584851115942 
501	 2.94752158224583E-02 
502	 2.93772052973509E-02 
503	 2.94753443449736E-02 
504	 2.95745059847832E-02 
505	 2.95895617455244E-02 
506	 0.029522905126214 
507	 2.95275915414095E-02 
508	 2.95167714357376E-02 
509	 2.95454934239388E-02 
510	 2.96797510236502E-02 
511	 2.96059641987085E-02 
512	 2.95911654829979E-02 
513	 2.97264978289604E-02 
514	 2.98155657947063E-02 
515	 2.97863502055407E-02 
516	 2.97365095466375E-02 
517	 2.97658145427704E-02 
518	 2.97933649271727E-02 
519	 2.98624821007252E-02 
520	 2.99508068710566E-02 
521	 0.029995271936059 
522	 3.00440024584532E-02 
523	 0.030037047341466 
524	 0.029987595975399 
525	 3.00946533679962E-02 
526	 3.01146991550922E-02 
527	 3.00941746681929E-02 
528	 3.01523599773645E-02 
529	 3.01908757537603E-02 
530	 3.02139408886433E-02 
531	 3.02421040832996E-02 
532	 3.03042512387037E-02 
533	 3.03005892783403E-02 
534	 3.03457714617252E-02 
535	 3.04869171231985E-02 
536	 3.04302927106619E-02 
537	 3.04211266338825E-02 
538	 3.04751265794039E-02 
539	 3.04855965077877E-02 
540	 3.04987095296383E-02 
541	 3.05588841438293E-02 
542	 3.06593775749207E-02 
543	 3.07132415473461E-02 
544	 3.07600386440754E-02 
545	 3.07929143309593E-02 
546	 3.08142993599176E-02 
547	 3.09243034571409E-02 
548	 3.10441069304943E-02 
549	 3.11290621757507E-02 
550	 0.031175684183836 
551	 3.12363523989916E-02 
552	 0.031362634152174 
553	 3.15503627061844E-02 
554	 3.16585227847099E-02 
555	 3.17883230745792E-02 
556	 0.0319834202528 
557	 3.22452150285244E-02 
558	 0.032471414655447 
559	 3.27561907470226E-02 
560	 3.30979749560356E-02 
561	 3.33388634026051E-02 
562	 3.35838049650192E-02 
563	 3.38941179215908E-02 
564	 3.42816188931465E-02 
565	 3.46259064972401E-02 
566	 3.49856168031693E-02 
567	 3.53561565279961E-02 
568	 3.56900207698345E-02 
569	 3.60688120126724E-02 
570	 3.64146195352077E-02 
571	 3.67022082209587E-02 
572	 3.70743423700333E-02 
573	 3.74142117798328E-02 
574	 3.77293601632118E-02 
575	 0.03807457908988 
576	 3.84781360626221E-02 
577	 3.88864129781723E-02 
578	 3.92849668860435E-02 
579	 3.97090576589108E-02 
580	 4.01067398488522E-02 
581	 4.04912941157818E-02 
582	 4.08930741250515E-02 
583	 0.041340097784996 
584	 4.18018139898777E-02 
585	 4.22600619494915E-02 
586	 4.27100546658039E-02 
587	 4.31922748684883E-02 
588	 4.36851866543293E-02 
589	 4.41944673657417E-02 
590	 4.47834543883801E-02 
591	 4.53262776136398E-02 
592	 4.58947382867336E-02 
593	 4.65735159814358E-02 
594	 4.72083315253258E-02 
595	 4.78986278176308E-02 
596	 4.86526340246201E-02 
597	 4.93962168693542E-02 
598	 5.02187386155128E-02 
599	 5.11515662074089E-02 
600	 0.052181676030159 
601	 5.32040409743786E-02 
602	 5.43261170387268E-02 
603	 0.055572684854269 
604	 5.69357350468636E-02 
605	 5.84630444645882E-02 
606	 6.00558519363403E-02 
607	 6.17314167320728E-02 
608	 6.36576786637306E-02 
609	 6.56703040003777E-02 
610	 6.78448900580406E-02 
611	 7.02669993042946E-02 
612	 7.28243738412857E-02 
613	 0.075564906001091 
614	 7.85280391573906E-02 
615	 8.17500352859497E-02 
616	 8.52285921573639E-02 
617	 8.89604166150093E-02 
618	 9.29445177316666E-02 
619	 9.71929356455803E-02 
620	 0.101749278604984 
621	 0.106605738401413 
622	 0.111737035214901 
623	 0.117142967879772 
624	 0.122869305312634 
625	 0.128879353404045 
626	 0.135073468089104 
627	 0.141617745161057 
628	 0.148410260677338 
629	 0.155351355671883 
630	 0.162462815642357 
631	 0.169813841581345 
632	 0.177365332841873 
633	 0.185004130005836 
634	 0.192704528570175 
635	 0.200457870960236 
636	 0.208279564976692 
637	 0.216188415884972 
638	 0.224042505025864 
639	 0.231819093227386 
640	 0.239516541361809 
641	 0.247069850564003 
642	 0.254499584436417 
643	 0.261813193559647 
644	 0.269020408391953 
645	 0.276073276996613 
646	 0.282904803752899 
647	 0.289495825767517 
648	 0.295920372009277 
649	 0.302177548408508 
650	 0.308202803134918 
651	 0.313959389925003 
652	 0.319579184055328 
653	 0.324990421533585 
654	 0.330206364393234 
655	 0.335298418998718 
656	 0.340138584375381 
657	 0.344737976789474 
658	 0.349159479141235 
659	 0.353538423776627 
660	 0.35769909620285 
661	 0.361646145582199 
662	 0.365459531545639 
663	 0.369242131710052 
664	 0.372844099998474 
665	 0.376259803771973 
666	 0.379635244607925 
667	 0.382842868566513 
668	 0.385863214731216 
669	 0.388755142688751 
670	 0.391741245985031 
671	 0.394620388746262 
672	 0.397336900234222 
673	 0.399924963712692 
674	 0.402486890554428 
675	 0.405024170875549 
676	 0.407507598400116 
677	 0.409888714551926 
678	 0.412025094032288 
679	 0.414199262857437 
680	 0.416592925786972 
681	 0.418780922889709 
682	 0.420813024044037 
683	 0.422759652137756 
684	 0.424709647893906 
685	 0.426753461360931 
686	 0.428665637969971 
687	 0.430405497550964 
688	 0.432237029075623 
689	 0.434177339076996 
690	 0.436044275760651 
691	 0.437691241502762 
692	 0.439273595809937 
693	 0.440963357686996 
694	 0.442718505859375 
695	 0.444368481636047 
696	 0.446004241704941 
697	 0.447491407394409 
698	 0.448849499225616 
699	 0.450370371341705 
700	 0.452001303434372 
701	 0.453567445278168 
702	 0.454964578151703 
703	 0.456520736217499 
704	 0.45793417096138 
705	 0.459189862012863 
706	 0.460476815700531 
707	 0.461790502071381 
708	 0.46318793296814 
709	 0.464584022760391 
710	 0.465634167194366 
711	 0.466962248086929 
712	 0.468382269144058 
713	 0.469559252262115 
714	 0.470619529485703 
715	 0.471718370914459 
716	 0.472895950078964 
717	 0.474091112613678 
718	 0.475166857242584 
719	 0.476213365793228 
720	 0.477254658937454 
721	 0.478134095668793 
722	 0.479128688573837 
723	 0.480145782232285 
724	 0.481057941913605 
725	 0.482111543416977 
726	 0.482965558767319 
727	 0.483726352453232 
728	 0.484767615795136 
729	 0.48566472530365 
730	 0.486394137144089 
731	 0.487043738365173 
732	 0.487788081169128 
733	 0.488527059555054 
734	 0.489235728979111 
735	 0.489911437034607 
736	 0.490547657012939 
737	 0.491232007741928 
738	 0.491869390010834 
739	 0.492293626070023 
740	 0.492887407541275 
741	 0.49351704120636 
742	 0.494070738554001 
743	 0.494570583105087 
744	 0.495047837495804 
745	 0.495486885309219 
746	 0.495873987674713 
747	 0.496238589286804 
748	 0.496651381254196 
749	 0.497084945440292 
750	 0.49744987487793 
751	 0.497664719820023 
752	 0.497934550046921 
753	 0.49829575419426 
754	 0.498534739017487 
755	 0.498818099498749 
756	 0.499089181423187 
757	 0.499287188053131 
758	 0.499478846788406 
759	 0.499723017215729 
760	 0.499940872192383 
761	 0.500018715858459 
762	 0.500070214271545 
763	 0.500206470489502 
764	 0.500440657138824 
765	 0.500674724578857 
766	 0.500660300254822 
767	 0.50059574842453 
768	 0.500689148902893 
769	 0.500990509986877 
770	 0.50106281042099 
771	 0.500984847545624 
772	 0.500990271568298 
773	 0.500983893871307 
774	 0.501011848449707 
775	 0.501071691513062 
776	 0.501118421554565 
777	 0.501151561737061 
778	 0.501071333885193 
779	 0.500897467136383 
780	 0.500861167907715 
781	 0.500963151454926 
782	 0.500950813293457 
783	 0.500669717788696 
784	 0.500559449195862 
785	 0.500552415847778 
786	 0.500536561012268 
787	 0.500401079654694 
788	 0.500258505344391 
789	 0.500124752521515 
790	 0.500031113624573 
791	 0.500030517578125 
792	 0.500020146369934 
793	 0.499970018863678 
794	 0.499850958585739 
795	 0.499572545289993 
796	 0.499384462833405 
797	 0.499316453933716 
798	 0.49927431344986 
799	 0.499038070440292 
800	 0.498855650424957 
801	 0.498794853687286 
802	 0.498756021261215 
803	 0.498635023832321 
804	 0.498499780893326 
805	 0.498376160860062 
806	 0.498189210891724 
807	 0.498087644577026 
808	 0.498044461011887 
809	 0.497996807098389 
810	 0.497936546802521 
811	 0.497755199670792 
812	 0.497538834810257 
813	 0.497421711683273 
814	 0.497246205806732 
815	 0.497118055820465 
816	 0.497066080570221 
817	 0.497029304504395 
818	 0.496903300285339 
819	 0.496705591678619 
820	 0.496526181697845 
821	 0.496529370546341 
822	 0.496576726436615 
823	 0.496547162532806 
824	 0.496404081583023 
825	 0.496354699134827 
826	 0.496195107698441 
827	 0.495965033769608 
828	 0.49582228064537 
829	 0.49587419629097 
830	 0.495952397584915 
831	 0.495907694101334 
832	 0.495668828487396 
833	 0.495563119649887 
834	 0.495560735464096 
835	 0.495566785335541 
836	 0.495481431484222 
837	 0.495436578989029 
838	 0.495393335819244 
839	 0.495320349931717 
840	 0.495338171720505 
841	 0.495302140712738 
842	 0.495228260755539 
843	 0.495187729597092 
844	 0.495167762041092 
845	 0.495120644569397 
846	 0.49508860707283 
847	 0.495154649019241 
848	 0.495145857334137 
849	 0.495100438594818 
850	 0.495095580816269 
851	 0.495216995477676 
852	 0.495465606451035 
853	 0.49563804268837 
854	 0.49563080072403 
855	 0.495631456375122 
856	 0.495658129453659 
857	 0.495742499828339 
858	 0.495872288942337 
859	 0.495897263288498 
