Wavelength	2c.001
350	 1.1876312494278 
351	 1.22227251529694 
352	 1.24098086357117 
353	 1.21930658817291 
354	 1.21786510944366 
355	 1.23296463489532 
356	 1.24333131313324 
357	 1.24157309532166 
358	 1.28700470924377 
359	 1.30388331413269 
360	 1.29318618774414 
361	 1.29941308498383 
362	 1.28521478176117 
363	 1.29117178916931 
364	 1.32238495349884 
365	 1.32632839679718 
366	 1.31455683708191 
367	 1.30934453010559 
368	 1.32265686988831 
369	 1.32811832427979 
370	 1.33344388008118 
371	 1.33555829524994 
372	 1.32780873775482 
373	 1.32903897762299 
374	 1.33097290992737 
375	 1.32857096195221 
376	 1.32559192180634 
377	 1.32458794116974 
378	 1.32583117485046 
379	 1.32911491394043 
380	 1.33633863925934 
381	 1.33801877498627 
382	 1.34049260616302 
383	 1.35590445995331 
384	 1.34737348556519 
385	 1.34008657932281 
386	 1.34874188899994 
387	 1.36422336101532 
388	 1.35843515396118 
389	 1.35025036334991 
390	 1.36029767990112 
391	 1.36644291877747 
392	 1.37046217918396 
393	 1.36839771270752 
394	 1.35542118549347 
395	 1.35567855834961 
396	 1.36126744747162 
397	 1.36363065242767 
398	 1.35979163646698 
399	 1.35993576049805 
400	 1.36266028881073 
401	 1.36528086662292 
402	 1.37747931480408 
403	 1.37786996364594 
404	 1.37007117271423 
405	 1.37519574165344 
406	 1.37431740760803 
407	 1.3788229227066 
408	 1.39124894142151 
409	 1.38692593574524 
410	 1.3868328332901 
411	 1.387904047966 
412	 1.38253319263458 
413	 1.37970495223999 
414	 1.38587844371796 
415	 1.39390647411346 
416	 1.38572061061859 
417	 1.38609063625336 
418	 1.39003527164459 
419	 1.3910323381424 
420	 1.39143073558807 
421	 1.39376783370972 
422	 1.39511346817017 
423	 1.39181923866272 
424	 1.39072024822235 
425	 1.39494490623474 
426	 1.40107297897339 
427	 1.39869391918182 
428	 1.39914131164551 
429	 1.40029752254486 
430	 1.39918339252472 
431	 1.39977979660034 
432	 1.3990091085434 
433	 1.39807391166687 
434	 1.40007472038269 
435	 1.40212655067444 
436	 1.40356004238129 
437	 1.40421533584595 
438	 1.40418529510498 
439	 1.4052346944809 
440	 1.40638113021851 
441	 1.40629589557648 
442	 1.40597248077393 
443	 1.40539693832397 
444	 1.40487480163574 
445	 1.40497708320618 
446	 1.40620684623718 
447	 1.40803301334381 
448	 1.40921497344971 
449	 1.40690624713898 
450	 1.40641486644745 
451	 1.40871202945709 
452	 1.41207838058472 
453	 1.41023397445679 
454	 1.40907680988312 
455	 1.41072678565979 
456	 1.41214072704315 
457	 1.41029798984528 
458	 1.40944051742554 
459	 1.41241908073425 
460	 1.41294646263123 
461	 1.41306805610657 
462	 1.41391134262085 
463	 1.41559505462646 
464	 1.41368627548218 
465	 1.41244804859161 
466	 1.41369128227234 
467	 1.41404247283936 
468	 1.4137589931488 
469	 1.4137955904007 
470	 1.41455018520355 
471	 1.41264879703522 
472	 1.41250538825989 
473	 1.41387820243835 
474	 1.41297435760498 
475	 1.41401588916779 
476	 1.41532611846924 
477	 1.41529154777527 
478	 1.41447925567627 
479	 1.41363131999969 
480	 1.413294672966 
481	 1.41385722160339 
482	 1.41584396362305 
483	 1.41619575023651 
484	 1.41443252563477 
485	 1.41327810287476 
486	 1.41393792629242 
487	 1.41488599777222 
488	 1.41472554206848 
489	 1.41485977172852 
490	 1.41426360607147 
491	 1.41295921802521 
492	 1.41180503368378 
493	 1.41316723823547 
494	 1.41464233398438 
495	 1.41441643238068 
496	 1.41246545314789 
497	 1.41247928142548 
498	 1.41360652446747 
499	 1.41370141506195 
500	 1.41205036640167 
501	 1.41156983375549 
502	 1.41271078586578 
503	 1.41360235214233 
504	 1.41328084468842 
505	 1.41285812854767 
506	 1.41274130344391 
507	 1.41019189357758 
508	 1.41039633750916 
509	 1.41188108921051 
510	 1.41081655025482 
511	 1.4099348783493 
512	 1.4098573923111 
513	 1.40986084938049 
514	 1.4077033996582 
515	 1.4087849855423 
516	 1.41036438941956 
517	 1.40923643112183 
518	 1.40846276283264 
519	 1.40784800052643 
520	 1.40712571144104 
521	 1.40612208843231 
522	 1.40628123283386 
523	 1.40671026706696 
524	 1.40646851062775 
525	 1.40503716468811 
526	 1.40433084964752 
527	 1.4041565656662 
528	 1.40356016159058 
529	 1.40208458900452 
530	 1.40107369422913 
531	 1.40056025981903 
532	 1.39913880825043 
533	 1.39837551116943 
534	 1.39749121665955 
535	 1.39589822292328 
536	 1.39511168003082 
537	 1.3935718536377 
538	 1.39165794849396 
539	 1.39065182209015 
540	 1.38965344429016 
541	 1.38784170150757 
542	 1.38527154922485 
543	 1.38333225250244 
544	 1.3811331987381 
545	 1.37894368171692 
546	 1.37708795070648 
547	 1.3746337890625 
548	 1.37203872203827 
549	 1.36944186687469 
550	 1.3666787147522 
551	 1.36413395404816 
552	 1.36132740974426 
553	 1.35786008834839 
554	 1.35389769077301 
555	 1.34964716434479 
556	 1.34509384632111 
557	 1.34014487266541 
558	 1.33505463600159 
559	 1.32917129993439 
560	 1.32276427745819 
561	 1.31737673282623 
562	 1.3116147518158 
563	 1.30493319034576 
564	 1.29736912250519 
565	 1.28993844985962 
566	 1.28284156322479 
567	 1.27586650848389 
568	 1.26854014396667 
569	 1.26075100898743 
570	 1.25281846523285 
571	 1.24490642547607 
572	 1.23677456378937 
573	 1.2281197309494 
574	 1.21927070617676 
575	 1.21062350273132 
576	 1.20158505439758 
577	 1.1925356388092 
578	 1.18328356742859 
579	 1.1730455160141 
580	 1.16338014602661 
581	 1.15386891365051 
582	 1.14390528202057 
583	 1.13372266292572 
584	 1.12357437610626 
585	 1.11333513259888 
586	 1.10276389122009 
587	 1.09249544143677 
588	 1.08250570297241 
589	 1.07261192798615 
590	 1.06259191036224 
591	 1.05257654190063 
592	 1.04263830184937 
593	 1.03288197517395 
594	 1.02367401123047 
595	 1.01472580432892 
596	 1.00586235523224 
597	 0.997073888778687 
598	 0.988564491271973 
599	 0.980078458786011 
600	 0.971544563770294 
601	 0.963572561740875 
602	 0.95556503534317 
603	 0.947604715824127 
604	 0.940037429332733 
605	 0.932916164398193 
606	 0.925920486450195 
607	 0.919001281261444 
608	 0.91247832775116 
609	 0.906274497509003 
610	 0.900314331054688 
611	 0.894526779651642 
612	 0.88892650604248 
613	 0.883708357810974 
614	 0.878724575042725 
615	 0.873664140701294 
616	 0.868960022926331 
617	 0.864570021629334 
618	 0.860358417034149 
619	 0.856120824813843 
620	 0.852105975151062 
621	 0.848237335681915 
622	 0.844414234161377 
623	 0.840937674045563 
624	 0.8375563621521 
625	 0.834188461303711 
626	 0.830921769142151 
627	 0.827723801136017 
628	 0.824659466743469 
629	 0.821777880191803 
630	 0.819090485572815 
631	 0.816249012947083 
632	 0.813391745090485 
633	 0.810815095901489 
634	 0.808178305625916 
635	 0.805614292621613 
636	 0.803154230117798 
637	 0.800669193267822 
638	 0.798324167728424 
639	 0.796096205711365 
640	 0.793878316879272 
641	 0.791440963745117 
642	 0.789151787757874 
643	 0.786946296691895 
644	 0.784539103507996 
645	 0.782284021377563 
646	 0.780157089233398 
647	 0.778062641620636 
648	 0.775871157646179 
649	 0.773471653461456 
650	 0.771121025085449 
651	 0.769048035144806 
652	 0.766889691352844 
653	 0.76468163728714 
654	 0.762429893016815 
655	 0.760118961334229 
656	 0.757851421833038 
657	 0.75560450553894 
658	 0.753323376178741 
