Wavelength	5e.001
350	 1.15210270881653 
351	 1.17367136478424 
352	 1.19530773162842 
353	 1.20406126976013 
354	 1.22320306301117 
355	 1.23069524765015 
356	 1.2441201210022 
357	 1.27836132049561 
358	 1.31071960926056 
359	 1.31926417350769 
360	 1.31060802936554 
361	 1.30676579475403 
362	 1.30190408229828 
363	 1.32206928730011 
364	 1.35994935035706 
365	 1.35171175003052 
366	 1.33069360256195 
367	 1.32618236541748 
368	 1.34735751152039 
369	 1.34707129001617 
370	 1.34152066707611 
371	 1.34043967723846 
372	 1.34895598888397 
373	 1.37378990650177 
374	 1.37775826454163 
375	 1.35843992233276 
376	 1.36962389945984 
377	 1.3603789806366 
378	 1.35596144199371 
379	 1.3816329240799 
380	 1.39841818809509 
381	 1.39208424091339 
382	 1.38110256195068 
383	 1.39632475376129 
384	 1.39944529533386 
385	 1.40155923366547 
386	 1.40904366970062 
387	 1.41155600547791 
388	 1.41018974781036 
389	 1.40421366691589 
390	 1.39904725551605 
391	 1.42531061172485 
392	 1.43687558174133 
393	 1.43316864967346 
394	 1.44544219970703 
395	 1.44216358661652 
396	 1.43642926216125 
397	 1.43681526184082 
398	 1.43497574329376 
399	 1.4416891336441 
400	 1.44756412506104 
401	 1.44412350654602 
402	 1.45536673069 
403	 1.45365071296692 
404	 1.44373071193695 
405	 1.45269560813904 
406	 1.45578026771545 
407	 1.45764780044556 
408	 1.46385896205902 
409	 1.47343349456787 
410	 1.4814281463623 
411	 1.48784720897675 
412	 1.49327218532562 
413	 1.48981010913849 
414	 1.49275171756744 
415	 1.50010514259338 
416	 1.49428915977478 
417	 1.49218940734863 
418	 1.49312150478363 
419	 1.49537515640259 
420	 1.50349807739258 
421	 1.50601971149445 
422	 1.50323975086212 
423	 1.50113642215729 
424	 1.50482928752899 
425	 1.50773417949677 
426	 1.50749516487122 
427	 1.50772070884705 
428	 1.51475203037262 
429	 1.51850569248199 
430	 1.51305246353149 
431	 1.51741921901703 
432	 1.51792085170746 
433	 1.51656568050385 
434	 1.52240300178528 
435	 1.52090859413147 
436	 1.51832568645477 
437	 1.51963818073273 
438	 1.52483034133911 
439	 1.5218358039856 
440	 1.51807177066803 
441	 1.52237355709076 
442	 1.52440965175629 
443	 1.52508854866028 
444	 1.52517569065094 
445	 1.52510261535645 
446	 1.52546370029449 
447	 1.52675831317902 
448	 1.52834939956665 
449	 1.52711093425751 
450	 1.52537977695465 
451	 1.52463042736053 
452	 1.52567982673645 
453	 1.52756774425507 
454	 1.52823233604431 
455	 1.52845478057861 
456	 1.53206253051758 
457	 1.53083622455597 
458	 1.52966845035553 
459	 1.53260004520416 
460	 1.53216290473938 
461	 1.53068947792053 
462	 1.53076684474945 
463	 1.53410732746124 
464	 1.53311920166016 
465	 1.53131675720215 
466	 1.53189599514008 
467	 1.53580868244171 
468	 1.53571212291718 
469	 1.53477466106415 
470	 1.5372861623764 
471	 1.53761577606201 
472	 1.53951394557953 
473	 1.54167425632477 
474	 1.539186835289 
475	 1.54030430316925 
476	 1.54192757606506 
477	 1.5414160490036 
478	 1.54112994670868 
479	 1.54295527935028 
480	 1.54486691951752 
481	 1.54427444934845 
482	 1.54670166969299 
483	 1.54752838611603 
484	 1.54600989818573 
485	 1.54659736156464 
486	 1.54622495174408 
487	 1.54656028747559 
488	 1.54870593547821 
489	 1.54864466190338 
490	 1.54975068569183 
491	 1.55126643180847 
492	 1.55038857460022 
493	 1.55013310909271 
494	 1.55057978630066 
495	 1.55080902576447 
496	 1.54870462417603 
497	 1.54832649230957 
498	 1.5491783618927 
499	 1.54969215393066 
500	 1.55054426193237 
501	 1.55251455307007 
502	 1.55433690547943 
503	 1.55321335792542 
504	 1.55283045768738 
505	 1.55365455150604 
506	 1.55475676059723 
507	 1.5531690120697 
508	 1.55275011062622 
509	 1.55325603485107 
510	 1.55282986164093 
511	 1.55235946178436 
512	 1.5519552230835 
513	 1.55175685882568 
514	 1.55200397968292 
515	 1.5531929731369 
516	 1.55367946624756 
517	 1.55230617523193 
518	 1.55138146877289 
519	 1.55144262313843 
520	 1.55193948745728 
521	 1.55158829689026 
522	 1.54972636699677 
523	 1.54888391494751 
524	 1.5496529340744 
525	 1.54775989055634 
526	 1.54774820804596 
527	 1.54818904399872 
528	 1.54640865325928 
529	 1.54529201984406 
530	 1.54508829116821 
531	 1.54490876197815 
532	 1.54294979572296 
533	 1.54227149486542 
534	 1.54211747646332 
535	 1.541459441185 
536	 1.54107856750488 
537	 1.54024839401245 
538	 1.53944277763367 
539	 1.53952121734619 
540	 1.53826248645782 
541	 1.53760004043579 
542	 1.53804135322571 
543	 1.53707444667816 
544	 1.53592991828918 
545	 1.53538143634796 
546	 1.53558754920959 
547	 1.53458774089813 
548	 1.53321957588196 
549	 1.53199505805969 
550	 1.53100192546844 
551	 1.52986335754395 
552	 1.52802324295044 
553	 1.52555811405182 
554	 1.52418565750122 
555	 1.52267110347748 
556	 1.52050983905792 
557	 1.51767683029175 
558	 1.51506268978119 
559	 1.51188254356384 
560	 1.5080783367157 
561	 1.50475192070007 
562	 1.50141632556915 
563	 1.49777030944824 
564	 1.49362790584564 
565	 1.48895514011383 
566	 1.48461043834686 
567	 1.48051512241364 
568	 1.4759669303894 
569	 1.47154128551483 
570	 1.46694397926331 
571	 1.46211743354797 
572	 1.45775032043457 
573	 1.45333814620972 
574	 1.44897878170013 
575	 1.44494271278381 
576	 1.44122385978699 
577	 1.43759679794312 
578	 1.43404078483582 
579	 1.43077647686005 
580	 1.42779779434204 
581	 1.42451894283295 
582	 1.42073059082031 
583	 1.41772544384003 
584	 1.41506612300873 
585	 1.41232872009277 
586	 1.40918719768524 
587	 1.40626418590546 
588	 1.40312790870667 
589	 1.3996604681015 
590	 1.39647328853607 
591	 1.39286959171295 
592	 1.38888502120972 
593	 1.38479518890381 
594	 1.38102042675018 
595	 1.37627077102661 
596	 1.37071430683136 
597	 1.36569166183472 
598	 1.36020827293396 
599	 1.3540016412735 
600	 1.3471474647522 
601	 1.34029531478882 
602	 1.33261251449585 
603	 1.32424223423004 
604	 1.31562340259552 
605	 1.30626857280731 
606	 1.29633343219757 
607	 1.28577756881714 
608	 1.27431929111481 
609	 1.2622355222702 
610	 1.2492299079895 
611	 1.23512101173401 
612	 1.22052907943726 
613	 1.20544219017029 
614	 1.18956756591797 
615	 1.17253065109253 
616	 1.15502834320068 
617	 1.13655745983124 
618	 1.11704158782959 
619	 1.09717452526093 
620	 1.07677674293518 
621	 1.0557427406311 
622	 1.03411817550659 
623	 1.0124659538269 
624	 0.990242600440979 
625	 0.96758246421814 
626	 0.945098161697388 
627	 0.922408699989319 
628	 0.899898886680603 
629	 0.877801358699799 
630	 0.855850100517273 
631	 0.834170460700989 
632	 0.812833368778229 
633	 0.791992485523224 
634	 0.771924138069153 
635	 0.752476572990417 
636	 0.733566641807556 
637	 0.715266466140747 
638	 0.697776675224304 
639	 0.681109607219696 
640	 0.665199041366577 
641	 0.64993941783905 
642	 0.6354159116745 
643	 0.621627867221832 
644	 0.608497202396393 
645	 0.595995545387268 
646	 0.584231078624725 
647	 0.573244452476501 
648	 0.562940299510956 
649	 0.55318683385849 
650	 0.543966472148895 
651	 0.535294473171234 
652	 0.527218341827393 
653	 0.519598186016083 
654	 0.512399077415466 
655	 0.505666732788086 
656	 0.499266237020493 
657	 0.49332982301712 
658	 0.487890511751175 
659	 0.482708305120468 
660	 0.47778108716011 
661	 0.473143488168716 
662	 0.468828678131104 
663	 0.464723706245422 
664	 0.460881650447845 
665	 0.4572893679142 
666	 0.453866869211197 
667	 0.450686037540436 
668	 0.447745800018311 
669	 0.444989711046219 
670	 0.442236542701721 
671	 0.439688205718994 
672	 0.437310695648193 
673	 0.434986382722855 
674	 0.432834088802338 
675	 0.430817633867264 
676	 0.428878545761108 
677	 0.426948487758636 
678	 0.425373405218124 
679	 0.423788100481033 
680	 0.421939939260483 
681	 0.420411258935928 
682	 0.419035226106644 
683	 0.417732566595078 
684	 0.416463702917099 
685	 0.415140509605408 
686	 0.413955181837082 
687	 0.412919908761978 
688	 0.411759853363037 
689	 0.410563588142395 
690	 0.409466922283173 
691	 0.408544570207596 
692	 0.40763247013092 
693	 0.4066521525383 
694	 0.405662626028061 
695	 0.40479502081871 
696	 0.403938800096512 
697	 0.403187990188599 
698	 0.402548372745514 
699	 0.401860952377319 
700	 0.401019424200058 
701	 0.400185972452164 
702	 0.399515479803085 
703	 0.398807436227798 
704	 0.398147225379944 
705	 0.397569268941879 
706	 0.397052854299545 
707	 0.396445512771606 
708	 0.395763874053955 
709	 0.395112216472626 
710	 0.394710004329681 
711	 0.394085824489594 
712	 0.393388748168945 
713	 0.39288467168808 
714	 0.39250847697258 
715	 0.392055571079254 
716	 0.391519278287888 
717	 0.391037076711655 
718	 0.390612483024597 
719	 0.390156954526901 
720	 0.389663577079773 
721	 0.389289051294327 
722	 0.388878226280212 
723	 0.388467043638229 
724	 0.388106465339661 
725	 0.387657731771469 
726	 0.387300282716751 
727	 0.386973351240158 
728	 0.386475831270218 
729	 0.386051267385483 
730	 0.385741770267487 
731	 0.385485500097275 
732	 0.385099023580551 
733	 0.384773105382919 
734	 0.38447830080986 
735	 0.384149938821793 
736	 0.383842170238495 
737	 0.383554518222809 
738	 0.383293479681015 
739	 0.383059471845627 
740	 0.382750362157822 
741	 0.382421761751175 
742	 0.382143020629883 
743	 0.381974130868912 
744	 0.381650745868683 
745	 0.381292939186096 
746	 0.381070494651794 
747	 0.380959302186966 
748	 0.380739331245422 
749	 0.380395144224167 
750	 0.380059361457825 
751	 0.379949182271957 
752	 0.379836797714233 
753	 0.37959161400795 
754	 0.37927433848381 
755	 0.378990322351456 
756	 0.378750145435333 
757	 0.378551512956619 
758	 0.378455817699432 
759	 0.378257542848587 
760	 0.377996474504471 
761	 0.377814203500748 
762	 0.377659738063812 
763	 0.377509325742722 
764	 0.377317130565643 
765	 0.377025276422501 
766	 0.376838684082031 
767	 0.376696676015854 
768	 0.376508504152298 
769	 0.376227349042892 
770	 0.376062363386154 
771	 0.375925064086914 
772	 0.37567862868309 
773	 0.375552922487259 
774	 0.375377923250198 
775	 0.375142097473145 
776	 0.374971330165863 
777	 0.374833464622498 
778	 0.374798029661179 
779	 0.374809712171555 
780	 0.374591380357742 
781	 0.374270021915436 
782	 0.374080508947372 
783	 0.3741255402565 
784	 0.373944997787476 
785	 0.373784303665161 
786	 0.373671531677246 
787	 0.373528629541397 
788	 0.373508632183075 
789	 0.373413503170013 
790	 0.373224049806595 
791	 0.373156100511551 
792	 0.372953504323959 
793	 0.37273120880127 
794	 0.372612476348877 
795	 0.372553527355194 
796	 0.372543275356293 
797	 0.372446745634079 
798	 0.372193992137909 
799	 0.3722303211689 
800	 0.372232377529144 
801	 0.372092932462692 
802	 0.3719083070755 
803	 0.371746450662613 
804	 0.371619611978531 
805	 0.371535539627075 
806	 0.371510624885559 
807	 0.371459037065506 
808	 0.371348649263382 
809	 0.371187120676041 
810	 0.371040880680084 
811	 0.370887249708176 
812	 0.37080329656601 
813	 0.37086632847786 
814	 0.370938092470169 
815	 0.370837062597275 
816	 0.37061071395874 
817	 0.370506554841995 
818	 0.370600432157516 
819	 0.37067249417305 
820	 0.37055578827858 
821	 0.370251953601837 
822	 0.37001958489418 
823	 0.369930505752563 
824	 0.369954943656921 
825	 0.369961589574814 
826	 0.369940847158432 
827	 0.369917660951614 
828	 0.369910955429077 
829	 0.369785636663437 
830	 0.369658589363098 
831	 0.36962366104126 
832	 0.369709640741348 
833	 0.36965075135231 
834	 0.369582653045654 
835	 0.369570881128311 
836	 0.369479477405548 
837	 0.369404166936874 
838	 0.369353055953979 
839	 0.369327813386917 
840	 0.369383066892624 
841	 0.369403630495071 
842	 0.369344413280487 
843	 0.369237214326859 
844	 0.369309276342392 
845	 0.369320720434189 
846	 0.369230151176453 
847	 0.369164049625397 
848	 0.369193851947784 
849	 0.369230777025223 
850	 0.369182884693146 
851	 0.368993520736694 
852	 0.368801087141037 
853	 0.368651241064072 
854	 0.368583381175995 
855	 0.368678390979767 
856	 0.368731528520584 
857	 0.368666142225266 
858	 0.368526130914688 
859	 0.368603944778442 
860	 0.368581265211105 
861	 0.368479192256927 
862	 0.368456810712814 
863	 0.36832931637764 
864	 0.368158370256424 
865	 0.368037462234497 
866	 0.368062913417816 
867	 0.368271559476852 
868	 0.368376761674881 
869	 0.368285864591599 
870	 0.368225514888763 
871	 0.368038356304169 
872	 0.367900609970093 
873	 0.36791056394577 
874	 0.367844074964523 
875	 0.367805480957031 
876	 0.367851614952087 
877	 0.367979764938354 
878	 0.368051439523697 
879	 0.368003219366074 
880	 0.367883026599884 
881	 0.367793500423431 
882	 0.367782175540924 
883	 0.367726057767868 
884	 0.367619097232819 
885	 0.367559164762497 
886	 0.367645472288132 
887	 0.367673844099045 
888	 0.367611795663834 
889	 0.367651760578156 
890	 0.367643803358078 
891	 0.367711693048477 
892	 0.367868721485138 
893	 0.367871284484863 
894	 0.367792725563049 
895	 0.367752999067307 
896	 0.367789924144745 
897	 0.367687404155731 
898	 0.367647796869278 
899	 0.367738902568817 
900	 0.367915749549866 
901	 0.367933183908463 
902	 0.367860227823257 
903	 0.367773711681366 
904	 0.367748081684113 
905	 0.367829769849777 
906	 0.367868512868881 
907	 0.367789775133133 
908	 0.367629140615463 
909	 0.367683112621307 
910	 0.367786884307861 
911	 0.367823779582977 
912	 0.367782980203629 
913	 0.367623567581177 
914	 0.367661386728287 
915	 0.367835313081741 
916	 0.367554694414139 
917	 0.367462426424026 
918	 0.367400169372559 
919	 0.367228090763092 
920	 0.367138803005219 
921	 0.367290943861008 
922	 0.367494493722916 
923	 0.367569208145142 
924	 0.367629557847977 
925	 0.367542743682861 
926	 0.367336690425873 
927	 0.367146641016006 
928	 0.367274910211563 
929	 0.367249935865402 
930	 0.367119938135147 
931	 0.367100536823273 
932	 0.367061316967011 
933	 0.367046684026718 
934	 0.36699566245079 
935	 0.366847485303879 
936	 0.366871386766434 
937	 0.366759449243546 
938	 0.366593301296234 
939	 0.366661369800568 
940	 0.366580456495285 
941	 0.366372376680374 
942	 0.366162091493607 
943	 0.366097807884216 
944	 0.366025030612946 
945	 0.365974366664886 
946	 0.365918844938278 
947	 0.365779429674149 
948	 0.365806251764297 
949	 0.36596941947937 
950	 0.366044253110886 
951	 0.365695506334305 
952	 0.365613847970963 
953	 0.365704119205475 
954	 0.365812689065933 
955	 0.365927010774612 
956	 0.366055727005005 
957	 0.366218417882919 
958	 0.366378307342529 
959	 0.366408675909042 
960	 0.366543471813202 
961	 0.366727471351624 
962	 0.366910070180893 
963	 0.36719074845314 
964	 0.367498219013214 
965	 0.367744982242584 
966	 0.367887437343597 
967	 0.367988377809525 
968	 0.367974191904068 
969	 0.36792865395546 
970	 0.367955446243286 
971	 0.36808705329895 
972	 0.368276447057724 
973	 0.368310898542404 
974	 0.368062704801559 
975	 0.367760956287384 
976	 0.367343336343765 
977	 0.366939902305603 
978	 0.36670583486557 
979	 0.366715788841248 
980	 0.366621226072311 
981	 0.36641076207161 
982	 0.366174817085266 
983	 0.365887463092804 
984	 0.365639090538025 
985	 0.365480542182922 
986	 0.365377157926559 
987	 0.365090847015381 
988	 0.364852488040924 
989	 0.364643931388855 
990	 0.36439523100853 
991	 0.364189684391022 
992	 0.363967210054398 
993	 0.363765239715576 
994	 0.363625347614288 
995	 0.363495796918869 
996	 0.363223254680634 
997	 0.363043218851089 
998	 0.363108575344086 
