Wavelength	1e.000
350	 0.110973373055458 
351	 0.105552710592747 
352	 0.100332945585251 
353	 0.100287012755871 
354	 0.100279107689857 
355	 0.1002202257514 
356	 9.90260690450668E-02 
357	 9.63414907455444E-02 
358	 9.40227806568146E-02 
359	 9.04490798711777E-02 
360	 8.86229574680328E-02 
361	 0.092146709561348 
362	 9.13873761892319E-02 
363	 8.74340832233429E-02 
364	 8.37855488061905E-02 
365	 8.55042263865471E-02 
366	 8.65585580468178E-02 
367	 8.60800668597221E-02 
368	 0.084722138941288 
369	 8.33047404885292E-02 
370	 8.36201384663582E-02 
371	 8.42929258942604E-02 
372	 8.26966539025307E-02 
373	 8.22426378726959E-02 
374	 8.30473154783249E-02 
375	 8.39256420731544E-02 
376	 8.24353694915771E-02 
377	 8.17766711115837E-02 
378	 8.13280045986176E-02 
379	 8.01355540752411E-02 
380	 7.96595886349678E-02 
381	 8.00329819321632E-02 
382	 7.98890888690948E-02 
383	 7.76170641183853E-02 
384	 7.80483186244965E-02 
385	 7.88059383630753E-02 
386	 7.79912248253822E-02 
387	 0.075596958398819 
388	 7.55472630262375E-02 
389	 7.65075907111168E-02 
390	 7.61959925293922E-02 
391	 0.074753925204277 
392	 7.36073926091194E-02 
393	 7.32849687337875E-02 
394	 7.35581591725349E-02 
395	 7.36260488629341E-02 
396	 7.33455866575241E-02 
397	 7.27665051817894E-02 
398	 7.20301568508148E-02 
399	 7.14766755700111E-02 
400	 7.09249377250671E-02 
401	 7.02459514141083E-02 
402	 7.02212452888489E-02 
403	 7.03818127512932E-02 
404	 7.03614503145218E-02 
405	 0.069973312318325 
406	 6.98234662413597E-02 
407	 6.94548860192299E-02 
408	 6.87862262129784E-02 
409	 6.88114315271378E-02 
410	 6.83909580111504E-02 
411	 6.78405165672302E-02 
412	 6.77588433027267E-02 
413	 6.76584169268608E-02 
414	 6.72361552715302E-02 
415	 6.66936039924622E-02 
416	 6.66315853595734E-02 
417	 6.66834637522697E-02 
418	 6.63589239120483E-02 
419	 0.065584123134613 
420	 6.52047991752625E-02 
421	 0.065164141356945 
422	 6.52817189693451E-02 
423	 6.52971565723419E-02 
424	 6.49470016360283E-02 
425	 0.064588688313961 
426	 6.43808096647263E-02 
427	 6.42001554369926E-02 
428	 6.39526173472404E-02 
429	 6.38578236103058E-02 
430	 6.39668330550194E-02 
431	 6.36016726493835E-02 
432	 6.32975250482559E-02 
433	 6.31378889083862E-02 
434	 6.29653409123421E-02 
435	 6.30167871713638E-02 
436	 6.28825202584267E-02 
437	 0.062488604336977 
438	 6.23674839735031E-02 
439	 6.24642446637154E-02 
440	 6.25596269965172E-02 
441	 6.24702572822571E-02 
442	 0.062442023307085 
443	 0.062242366373539 
444	 0.061964362859726 
445	 6.19401782751083E-02 
446	 6.18855878710747E-02 
447	 6.17746859788895E-02 
448	 6.16730377078056E-02 
449	 6.17603920400143E-02 
450	 6.19029514491558E-02 
451	 6.18810839951038E-02 
452	 6.15639761090279E-02 
453	 6.15335926413536E-02 
454	 6.15848787128925E-02 
455	 6.15380108356476E-02 
456	 6.13148622214794E-02 
457	 6.11925199627876E-02 
458	 6.11121729016304E-02 
459	 6.09966479241848E-02 
460	 6.09434954822063E-02 
461	 6.10905513167381E-02 
462	 6.11886493861675E-02 
463	 6.08823783695698E-02 
464	 0.060932744294405 
465	 6.10495433211327E-02 
466	 6.09766282141209E-02 
467	 6.06836974620819E-02 
468	 6.06486834585667E-02 
469	 6.07051365077496E-02 
470	 6.06062151491642E-02 
471	 6.06850609183311E-02 
472	 0.060600072145462 
473	 0.06039634719491 
474	 6.04195967316628E-02 
475	 6.04438818991184E-02 
476	 6.04840219020844E-02 
477	 6.05224929749966E-02 
478	 6.03777840733528E-02 
479	 6.01993501186371E-02 
