Wavelength	4e.000
350	 6.38925656676292E-02 
351	 6.09504356980324E-02 
352	 0.059646587818861 
353	 5.97437471151352E-02 
354	 5.70811331272125E-02 
355	 5.56811802089214E-02 
356	 5.44753074645996E-02 
357	 5.23803606629372E-02 
358	 5.16767278313637E-02 
359	 5.01223765313625E-02 
360	 4.84480410814285E-02 
361	 4.83814254403114E-02 
362	 4.68823350965977E-02 
363	 4.54717427492142E-02 
364	 4.46743853390217E-02 
365	 4.31541092693806E-02 
366	 4.44296486675739E-02 
367	 4.43569272756577E-02 
368	 4.03821431100369E-02 
369	 4.08548079431057E-02 
370	 4.15063127875328E-02 
371	 4.13159616291523E-02 
372	 4.12301197648048E-02 
373	 4.16074991226196E-02 
374	 4.19815555214882E-02 
375	 4.20449301600456E-02 
376	 4.18641790747643E-02 
377	 4.14067767560482E-02 
378	 4.04972173273563E-02 
379	 3.93216460943222E-02 
380	 3.93381640315056E-02 
381	 4.02127429842949E-02 
382	 3.97212170064449E-02 
383	 3.56727279722691E-02 
384	 3.66919636726379E-02 
385	 3.84797751903534E-02 
386	 3.79532873630524E-02 
387	 3.61227169632912E-02 
388	 3.52743491530418E-02 
389	 3.49806100130081E-02 
390	 0.034529622644186 
391	 0.035641398280859 
392	 0.034979123622179 
393	 3.35243679583073E-02 
394	 3.46491783857346E-02 
395	 3.44312191009521E-02 
396	 3.39128151535988E-02 
397	 3.38250137865543E-02 
398	 3.32627706229687E-02 
399	 3.34624275565147E-02 
400	 3.35874743759632E-02 
401	 0.032693687826395 
402	 3.18002849817276E-02 
403	 3.20891141891479E-02 
404	 3.30250635743141E-02 
405	 3.29201333224773E-02 
406	 3.24310660362244E-02 
407	 3.18536460399628E-02 
408	 3.14402617514133E-02 
409	 0.031514048576355 
410	 0.031267624348402 
411	 3.10006104409695E-02 
412	 3.13055776059628E-02 
413	 3.23713906109333E-02 
414	 3.26886065304279E-02 
415	 3.23833338916302E-02 
416	 3.30101773142815E-02 
417	 3.32757271826267E-02 
418	 3.34267467260361E-02 
419	 3.37261818349361E-02 
420	 3.38016487658024E-02 
421	 3.41243743896484E-02 
422	 3.48252803087235E-02 
423	 3.57558876276016E-02 
424	 3.60273569822311E-02 
425	 3.65307070314884E-02 
426	 3.75242978334427E-02 
427	 3.84019091725349E-02 
428	 0.038953173905611 
429	 3.96041497588158E-02 
430	 4.06272113323212E-02 
431	 4.13600094616413E-02 
432	 4.22532074153423E-02 
433	 4.32780422270298E-02 
434	 4.41730506718159E-02 
435	 4.51646037399769E-02 
436	 4.64058108627796E-02 
437	 4.77571822702885E-02 
438	 4.86270785331726E-02 
439	 4.97643500566483E-02 
440	 5.10653182864189E-02 
441	 0.052252933382988 
442	 5.34478239715099E-02 
443	 5.46272434294224E-02 
444	 0.05579898878932 
445	 5.69943971931934E-02 
446	 5.81169053912163E-02 
447	 5.92109113931656E-02 
448	 6.03597424924374E-02 
449	 6.16827756166458E-02 
450	 6.30935728549957E-02 
451	 6.43730685114861E-02 
452	 6.53472170233727E-02 
453	 0.066406212747097 
454	 6.76623433828354E-02 
455	 6.89395889639854E-02 
456	 6.97968974709511E-02 
457	 7.09829181432724E-02 
458	 7.22247138619423E-02 
459	 7.32151940464973E-02 
460	 7.42728412151337E-02 
461	 7.51224383711815E-02 
462	 7.59280472993851E-02 
463	 7.70173743367195E-02 
464	 7.78252556920052E-02 
465	 0.078707717359066 
466	 0.079718291759491 
467	 8.02703946828842E-02 
468	 8.11839550733566E-02 
469	 8.21232870221138E-02 
470	 8.26535597443581E-02 
471	 0.08343555778265 
472	 8.40586498379707E-02 
473	 8.44932571053505E-02 
474	 8.50148797035217E-02 
475	 8.53488966822624E-02 
476	 8.56811329722404E-02 
477	 0.086094930768013 
478	 8.62804725766182E-02 
479	 8.64488631486893E-02 
480	 8.66370871663094E-02 
481	 8.68271663784981E-02 
482	 0.08710727840662 
483	 8.72551426291466E-02 
484	 8.72447788715363E-02 
485	 0.087294764816761 
486	 8.74456241726875E-02 
487	 8.75083580613136E-02 
488	 8.73944684863091E-02 
489	 8.74864310026169E-02 
490	 8.77033174037933E-02 
491	 8.78797918558121E-02 
492	 8.78508388996124E-02 
493	 8.79661813378334E-02 
494	 8.81382003426552E-02 
495	 8.82802158594131E-02 
496	 8.84001404047012E-02 
497	 8.84850025177002E-02 
498	 8.86404663324356E-02 
499	 8.89134705066681E-02 
500	 8.89213010668755E-02 
