Wavelength	2a.000
350	 0.081798367202282 
351	 7.96326696872711E-02 
352	 7.58121311664581E-02 
353	 7.30240345001221E-02 
354	 7.62608051300049E-02 
355	 7.52347111701965E-02 
356	 7.21753239631653E-02 
357	 7.05315768718719E-02 
358	 6.81711286306381E-02 
359	 6.82432428002357E-02 
360	 6.92987889051437E-02 
361	 6.82142227888107E-02 
362	 6.89935982227325E-02 
363	 6.81865885853767E-02 
364	 6.56889826059341E-02 
365	 6.65127784013748E-02 
366	 6.71134740114212E-02 
367	 6.68697059154511E-02 
368	 6.61935657262802E-02 
369	 6.64793476462364E-02 
370	 6.64203986525536E-02 
371	 6.60498812794685E-02 
372	 0.066027469933033 
373	 0.064911350607872 
374	 6.53152912855148E-02 
375	 6.77174851298332E-02 
376	 6.91124200820923E-02 
377	 6.96388110518456E-02 
378	 6.86455145478249E-02 
379	 6.64674341678619E-02 
380	 6.68748244643211E-02 
381	 6.85312151908875E-02 
382	 6.91330656409264E-02 
383	 6.67000189423561E-02 
384	 6.70446380972862E-02 
385	 6.82118311524391E-02 
386	 6.82562440633774E-02 
387	 6.66296929121017E-02 
388	 6.58565536141396E-02 
389	 6.63075745105743E-02 
390	 6.71919956803322E-02 
391	 6.59991949796677E-02 
392	 6.58373609185219E-02 
393	 6.73214569687843E-02 
394	 6.90664052963257E-02 
395	 6.81859627366066E-02 
396	 6.72113820910454E-02 
397	 6.75258114933968E-02 
398	 6.74587860703468E-02 
399	 6.72421604394913E-02 
400	 6.73733875155449E-02 
401	 6.79569765925407E-02 
402	 6.69492185115814E-02 
403	 6.68791308999062E-02 
404	 0.067573569715023 
405	 6.69297724962235E-02 
406	 6.66759014129639E-02 
407	 6.69020265340805E-02 
408	 6.73242509365082E-02 
409	 6.75221905112267E-02 
410	 6.68060854077339E-02 
411	 6.63619041442871E-02 
412	 6.72995895147324E-02 
413	 6.71305730938911E-02 
414	 6.65611922740936E-02 
415	 6.62436336278915E-02 
416	 0.066562183201313 
417	 6.66932910680771E-02 
418	 6.68418407440186E-02 
419	 6.71286955475807E-02 
420	 6.69959187507629E-02 
421	 6.70728459954262E-02 
422	 0.067217692732811 
423	 6.70862421393394E-02 
424	 6.72819018363953E-02 
425	 6.71788901090622E-02 
426	 6.67861625552177E-02 
427	 6.69135525822639E-02 
428	 6.69362545013428E-02 
429	 6.68016001582146E-02 
430	 6.66204020380974E-02 
431	 6.65573924779892E-02 
432	 6.67655393481255E-02 
433	 6.70048668980598E-02 
434	 6.68807402253151E-02 
435	 0.066732257604599 
436	 6.67551010847092E-02 
437	 6.68877810239792E-02 
438	 6.66967481374741E-02 
439	 6.66696205735207E-02 
440	 6.67100697755814E-02 
441	 6.66193515062332E-02 
442	 6.64876401424408E-02 
443	 6.66206330060959E-02 
444	 0.066885806620121 
445	 6.68296962976456E-02 
446	 0.066771574318409 
447	 6.65321201086044E-02 
448	 6.61455020308495E-02 
449	 6.62984475493431E-02 
450	 6.64972811937332E-02 
451	 6.65511712431908E-02 
452	 6.64080530405045E-02 
453	 6.61229565739632E-02 
454	 6.59517049789429E-02 
455	 6.59342929720879E-02 
456	 0.065860241651535 
457	 6.57791346311569E-02 
458	 6.57319128513336E-02 
459	 6.57346695661545E-02 
460	 6.57338574528694E-02 
461	 6.57040551304817E-02 
462	 6.56105950474739E-02 
463	 6.54333904385567E-02 
464	 6.52722492814064E-02 
465	 6.52705207467079E-02 
466	 6.53264597058296E-02 
467	 6.49449154734612E-02 
468	 6.48830384016037E-02 
469	 6.49628639221191E-02 
470	 6.48649707436562E-02 
471	 6.49415850639343E-02 
472	 6.49347528815269E-02 
473	 0.064789392054081 
474	 6.46325871348381E-02 
475	 6.45451694726944E-02 
476	 6.45452067255974E-02 
477	 6.45628347992897E-02 
478	 6.43445253372192E-02 
479	 6.42489492893219E-02 
480	 6.42847791314125E-02 
481	 6.43171742558479E-02 
482	 6.42736554145813E-02 
483	 6.42977729439735E-02 
484	 6.43885731697083E-02 
485	 6.43656700849533E-02 
486	 6.43720626831055E-02 
487	 6.43095448613167E-02 
488	 6.41415193676949E-02 
489	 6.41885027289391E-02 
490	 6.42261356115341E-02 
491	 6.42408058047295E-02 
492	 6.43159151077271E-02 
493	 6.41710981726646E-02 
494	 6.40273615717888E-02 
495	 6.40576928853989E-02 
496	 6.42838776111603E-02 
497	 6.41851052641869E-02 
498	 6.40105903148651E-02 
499	 6.41068294644356E-02 
500	 6.40378072857857E-02 
501	 6.39424845576286E-02 
502	 6.39125853776932E-02 
503	 6.39706701040268E-02 
504	 6.40422776341438E-02 
505	 6.40637427568436E-02 
506	 6.40211999416351E-02 
507	 6.40095472335815E-02 
508	 6.39471411705017E-02 
509	 6.38835057616234E-02 
510	 6.39105066657066E-02 
511	 6.39808028936386E-02 
512	 6.40491470694542E-02 
513	 6.40939548611641E-02 
514	 6.41243979334831E-02 
515	 6.41099363565445E-02 
516	 6.40949308872223E-02 
517	 6.41167014837265E-02 
518	 6.41114339232445E-02 
519	 6.41494542360306E-02 
520	 6.42510503530502E-02 
521	 6.43866881728172E-02 
522	 6.44051656126976E-02 
523	 6.43537193536758E-02 
524	 6.43234774470329E-02 
525	 6.44443109631538E-02 
526	 6.44874200224876E-02 
527	 6.45092204213142E-02 
528	 6.46381303668022E-02 
529	 6.47926330566406E-02 
530	 6.48705810308456E-02 
531	 6.48875385522842E-02 
532	 6.49795979261398E-02 
533	 0.065036840736866 
534	 6.50905594229698E-02 
535	 6.51871338486671E-02 
536	 6.53364285826683E-02 
537	 0.065461702644825 
538	 6.55325129628181E-02 
539	 6.55639469623566E-02 
540	 6.56963214278221E-02 
541	 6.58591166138649E-02 
542	 6.59984424710274E-02 
543	 6.61283507943153E-02 
544	 6.62675499916077E-02 
545	 6.63849487900734E-02 
546	 6.64659067988396E-02 
547	 0.066636398434639 
548	 6.68495148420334E-02 
549	 6.70442506670952E-02 
550	 6.71609565615654E-02 
551	 6.72961249947548E-02 
552	 6.74955174326897E-02 
553	 6.77578747272491E-02 
554	 6.79926797747612E-02 
555	 6.82578235864639E-02 
556	 6.85520246624947E-02 
557	 6.88579678535461E-02 
558	 6.92526549100876E-02 
559	 6.96859732270241E-02 
560	 7.01121836900711E-02 
561	 7.05104693770409E-02 
562	 7.09147155284882E-02 
563	 7.13823586702347E-02 
564	 7.19387754797935E-02 
565	 7.24799558520317E-02 
566	 7.30331242084503E-02 
567	 7.36094266176224E-02 
568	 7.42112696170807E-02 
569	 7.49261006712914E-02 
570	 7.56332352757454E-02 
571	 7.62902796268463E-02 
572	 7.70941749215126E-02 
573	 7.79017806053162E-02 
574	 7.87239074707031E-02 
575	 7.96133503317833E-02 
576	 8.04992020130157E-02 
577	 8.14187005162239E-02 
578	 8.24117958545685E-02 
579	 8.35085138678551E-02 
580	 8.45765322446823E-02 
581	 8.56720954179764E-02 
582	 8.68597850203514E-02 
583	 8.80676284432411E-02 
584	 8.93293246626854E-02 
585	 0.090651273727417 
586	 0.092021681368351 
587	 9.34265851974487E-02 
588	 9.48610678315163E-02 
589	 9.63248312473297E-02 
590	 9.78129729628563E-02 
591	 9.93107557296753E-02 
592	 0.10083382576704 
593	 0.102392420172691 
594	 0.10392040759325 
595	 0.105428069829941 
596	 0.106937803328037 
597	 0.108469575643539 
