Wavelength	4d.000
350	 0.131928667426109 
351	 0.129117473959923 
352	 0.126718103885651 
353	 0.125363498926163 
354	 0.124959066510201 
355	 0.124886438250542 
356	 0.123118825256824 
357	 0.119370006024837 
358	 0.11888599395752 
359	 0.118686653673649 
360	 0.118609398603439 
361	 0.119685731828213 
362	 0.120138697326183 
363	 0.120728112757206 
364	 0.12132640182972 
365	 0.120303735136986 
366	 0.121828936040401 
367	 0.122834600508213 
368	 0.121010228991508 
369	 0.121879540383816 
370	 0.125030592083931 
371	 0.127405166625977 
372	 0.125621065497398 
373	 0.127150371670723 
374	 0.129899486899376 
375	 0.131490662693977 
376	 0.130664750933647 
377	 0.13301195204258 
378	 0.135567367076874 
379	 0.135204970836639 
380	 0.136301383376122 
381	 0.137804791331291 
382	 0.139089420437813 
383	 0.13999442756176 
384	 0.141712620854378 
385	 0.144446462392807 
386	 0.146842315793037 
387	 0.145306125283241 
388	 0.146155253052711 
389	 0.148687481880188 
390	 0.150729194283485 
391	 0.152554616332054 
392	 0.154919996857643 
393	 0.15725465118885 
394	 0.158362209796906 
395	 0.160066485404968 
396	 0.161950379610062 
397	 0.163588240742683 
398	 0.164994105696678 
399	 0.167082861065865 
400	 0.169011041522026 
401	 0.17009237408638 
402	 0.172498524188995 
403	 0.175228923559189 
404	 0.177362099289894 
405	 0.178356528282166 
406	 0.18046510219574 
407	 0.182455226778984 
408	 0.183726355433464 
409	 0.185948625206947 
410	 0.187705233693123 
411	 0.189556628465652 
412	 0.192169487476349 
413	 0.193480506539345 
414	 0.19500595331192 
415	 0.197128757834435 
416	 0.199049964547157 
417	 0.200764551758766 
418	 0.202565118670464 
419	 0.20449186861515 
420	 0.205839321017265 
421	 0.207213029265404 
422	 0.208853483200073 
423	 0.210776969790459 
424	 0.21271051466465 
425	 0.21432825922966 
426	 0.21580608189106 
427	 0.217856869101524 
428	 0.219516858458519 
429	 0.220945239067078 
430	 0.222467571496964 
431	 0.224115893244743 
432	 0.225761994719505 
433	 0.227350756525993 
434	 0.228887006640434 
435	 0.230431124567986 
436	 0.232031777501106 
437	 0.233683869242668 
438	 0.235302999615669 
439	 0.23693373799324 
440	 0.238428920507431 
441	 0.239729791879654 
442	 0.241353750228882 
443	 0.242946684360504 
444	 0.244366899132729 
445	 0.245686739683151 
446	 0.247111186385155 
447	 0.248436123132706 
448	 0.249601066112518 
449	 0.25103434920311 
450	 0.252259731292725 
451	 0.253343135118485 
452	 0.254491955041885 
453	 0.255356848239899 
454	 0.256488621234894 
455	 0.257897287607193 
456	 0.258948713541031 
457	 0.259770393371582 
458	 0.260659277439117 
459	 0.261754006147385 
460	 0.262566387653351 
461	 0.263532549142838 
462	 0.264487713575363 
463	 0.265021771192551 
464	 0.265699505805969 
465	 0.266591757535934 
466	 0.267490357160568 
467	 0.267844676971436 
468	 0.268353074789047 
469	 0.268871247768402 
470	 0.269188433885574 
471	 0.269943177700043 
472	 0.270400404930115 
473	 0.2705257833004 
474	 0.270843148231506 
475	 0.270949929952621 
476	 0.270969748497009 
477	 0.27103129029274 
478	 0.271111607551575 
479	 0.271016746759415 
480	 0.270844399929047 
481	 0.270760595798492 
482	 0.270512938499451 
483	 0.270402848720551 
484	 0.270421832799912 
485	 0.270175635814667 
486	 0.270100325345993 
487	 0.270007818937302 
488	 0.269741982221603 
489	 0.269696205854416 
490	 0.269670218229294 
491	 0.269629061222076 
492	 0.269634366035461 
493	 0.269649505615234 
494	 0.269827902317047 
495	 0.270125567913055 
496	 0.270122826099396 
497	 0.270365417003632 
498	 0.270658552646637 
499	 0.27069965004921 
500	 0.270826041698456 
501	 0.270869135856628 
502	 0.270858883857727 
503	 0.270999193191528 
504	 0.271071225404739 
505	 0.27108559012413 
506	 0.271016448736191 
507	 0.270614981651306 
508	 0.270251095294952 
509	 0.269965410232544 
510	 0.269635915756226 
511	 0.269161075353622 
512	 0.268652707338333 
513	 0.268121302127838 
514	 0.267418503761292 
515	 0.266777873039246 
516	 0.266218453645706 
517	 0.265701055526733 
518	 0.265191435813904 
519	 0.264796912670136 
520	 0.264503747224808 
521	 0.264226883649826 
522	 0.26412507891655 
523	 0.264071732759476 
524	 0.264057338237762 
525	 0.264399528503418 
526	 0.264758199453354 
527	 0.265265017747879 
528	 0.266119599342346 
529	 0.266920179128647 
530	 0.267770141363144 
531	 0.268828928470612 
532	 0.270264893770218 
533	 0.271665275096893 
534	 0.273106545209885 
535	 0.274700224399567 
536	 0.276331901550293 
537	 0.277998268604279 
538	 0.279672861099243 
539	 0.281328797340393 
540	 0.283023655414581 
541	 0.284676074981689 
542	 0.286235272884369 
543	 0.287722140550613 
544	 0.289130359888077 
545	 0.290397852659225 
546	 0.291477501392365 
547	 0.292463928461075 
548	 0.293357163667679 
549	 0.294166326522827 
550	 0.294902324676514 
551	 0.295404493808746 
552	 0.295845657587051 
553	 0.296349585056305 
554	 0.296746820211411 
555	 0.297157347202301 
556	 0.297610491514206 
557	 0.298097610473633 
558	 0.298644602298737 
559	 0.299344182014465 
560	 0.300176590681076 
561	 0.30096310377121 
562	 0.301857471466064 
563	 0.30294007062912 
564	 0.304224461317062 
565	 0.305583268404007 
566	 0.306995213031769 
567	 0.308458805084229 
568	 0.31000429391861 
569	 0.31188291311264 
570	 0.313952535390854 
571	 0.316141158342361 
572	 0.318670898675919 
573	 0.321407735347748 
574	 0.324298501014709 
575	 0.327327221632004 
576	 0.330498099327087 
577	 0.333807349205017 
578	 0.337314635515213 
579	 0.341137409210205 
580	 0.344876915216446 
581	 0.348704844713211 
582	 0.352835386991501 
583	 0.357128173112869 
584	 0.3615383207798 
585	 0.366103082895279 
586	 0.37087094783783 
587	 0.375501245260239 
588	 0.380213409662247 
589	 0.385093450546265 
590	 0.389855980873108 
591	 0.394755125045776 
592	 0.399771481752396 
593	 0.404783219099045 
594	 0.409570187330246 
595	 0.414409905672073 
596	 0.419296383857727 
597	 0.423955231904984 
598	 0.428528189659119 
599	 0.433081954717636 
600	 0.437633574008942 
601	 0.4420545399189 
602	 0.446548163890839 
603	 0.451041519641876 
604	 0.455359637737274 
605	 0.459613353013992 
606	 0.463708430528641 
607	 0.467629015445709 
608	 0.471459001302719 
609	 0.475177854299545 
610	 0.478808104991913 
611	 0.482381939888 
612	 0.485890448093414 
613	 0.489308506250381 
614	 0.492579519748688 
615	 0.49566313624382 
616	 0.498815089464188 
617	 0.501859545707703 
618	 0.50472766160965 
619	 0.507652401924133 
620	 0.510522603988647 
621	 0.513248145580292 
