Wavelength	2b.000
350	 0.067135788500309 
351	 6.35987892746925E-02 
352	 0.062034860253334 
353	 6.36207461357117E-02 
354	 6.28545582294464E-02 
355	 6.42197504639626E-02 
356	 6.41292929649353E-02 
357	 6.00522086024284E-02 
358	 0.05693668872118 
359	 5.62297031283379E-02 
360	 5.69718256592751E-02 
361	 5.70640228688717E-02 
362	 5.66411130130291E-02 
363	 5.64022660255432E-02 
364	 5.60571327805519E-02 
365	 5.39245307445526E-02 
366	 5.47346919775009E-02 
367	 5.54733611643314E-02 
368	 5.36469295620918E-02 
369	 5.46594597399235E-02 
370	 5.54612129926682E-02 
371	 5.50640858709812E-02 
372	 5.38523308932781E-02 
373	 0.052276186645031 
374	 5.31095303595066E-02 
375	 5.58793880045414E-02 
376	 5.54173998534679E-02 
377	 5.34948222339153E-02 
378	 5.33526204526424E-02 
379	 5.62417432665825E-02 
380	 5.53047396242619E-02 
381	 5.52499890327454E-02 
382	 5.57721219956875E-02 
383	 0.054013941437006 
384	 5.44797368347645E-02 
385	 5.54960966110229E-02 
386	 5.54230324923992E-02 
387	 5.37106394767761E-02 
388	 5.31754493713379E-02 
389	 0.053246907889843 
390	 5.27120940387249E-02 
391	 5.16582131385803E-02 
392	 5.17748929560184E-02 
393	 0.053117249161005 
394	 5.44560812413692E-02 
395	 5.34618124365807E-02 
396	 5.30202761292458E-02 
397	 0.054157916456461 
398	 5.37823028862476E-02 
399	 5.30482940375805E-02 
400	 5.24339117109776E-02 
401	 5.21636046469212E-02 
402	 5.20502142608166E-02 
403	 0.052341852337122 
404	 5.27607947587967E-02 
405	 5.27026727795601E-02 
406	 5.27027659118176E-02 
407	 5.24897426366806E-02 
408	 5.20167239010334E-02 
409	 5.18509969115257E-02 
410	 5.19900247454643E-02 
411	 5.21379262208939E-02 
412	 5.20404241979122E-02 
413	 0.052312258630991 
414	 5.19903600215912E-02 
415	 5.13923540711403E-02 
416	 5.19260354340076E-02 
417	 0.051875252276659 
418	 5.16037344932556E-02 
419	 5.15150278806686E-02 
420	 5.11589534580708E-02 
421	 5.12043908238411E-02 
422	 5.15086650848389E-02 
423	 5.16283065080643E-02 
424	 5.16045577824116E-02 
425	 5.14212884008884E-02 
426	 5.12963458895683E-02 
427	 5.16977235674858E-02 
428	 5.14339990913868E-02 
429	 5.11731840670109E-02 
430	 5.14751859009266E-02 
431	 5.12618944048882E-02 
432	 5.11577129364014E-02 
433	 5.11241592466831E-02 
434	 5.08340485394001E-02 
435	 5.09998798370361E-02 
