Wavelength	3b.000
350	 9.76844131946564E-02 
351	 9.75225120782852E-02 
352	 9.46519151329994E-02 
353	 8.82771536707878E-02 
354	 8.70766267180443E-02 
355	 8.67229253053665E-02 
356	 0.086163118481636 
357	 0.084530308842659 
358	 7.88849666714668E-02 
359	 7.49224498867989E-02 
360	 7.51725733280182E-02 
361	 7.91191607713699E-02 
362	 7.90039449930191E-02 
363	 7.71682560443878E-02 
364	 0.075360469520092 
365	 7.30834975838661E-02 
366	 7.45752528309822E-02 
367	 7.62971565127373E-02 
368	 7.50242173671722E-02 
369	 7.45883360505104E-02 
370	 7.49861747026443E-02 
371	 7.57328718900681E-02 
372	 7.60267153382301E-02 
373	 7.53579512238503E-02 
374	 7.38518610596657E-02 
375	 7.25906416773796E-02 
376	 7.38593861460686E-02 
377	 7.40291699767113E-02 
378	 7.29536786675453E-02 
379	 7.16640949249268E-02 
380	 7.14608058333397E-02 
381	 0.073281355202198 
382	 0.074406772851944 
383	 7.10880756378174E-02 
384	 7.14023038744926E-02 
385	 7.28358551859856E-02 
386	 7.28387534618378E-02 
387	 7.06874430179596E-02 
388	 6.95601403713226E-02 
389	 6.99067413806915E-02 
390	 7.08774104714394E-02 
391	 0.070116713643074 
392	 7.05236792564392E-02 
393	 7.14990124106407E-02 
394	 7.04575702548027E-02 
395	 7.02487677335739E-02 
396	 7.10896253585815E-02 
397	 7.20110014081001E-02 
398	 7.06564337015152E-02 
399	 6.96718320250511E-02 
400	 6.94720894098282E-02 
401	 0.069710873067379 
402	 6.99750781059265E-02 
403	 7.01066851615906E-02 
404	 7.01495781540871E-02 
405	 7.02423304319382E-02 
406	 6.96757882833481E-02 
407	 6.91611096262932E-02 
408	 6.91405087709427E-02 
409	 6.91643506288528E-02 
410	 6.93514570593834E-02 
411	 6.97357952594757E-02 
412	 7.02474042773247E-02 
413	 7.05102980136871E-02 
414	 7.03148245811462E-02 
415	 6.99948966503143E-02 
416	 7.02795460820198E-02 
417	 7.00160339474678E-02 
418	 0.069805271923542 
419	 7.00938478112221E-02 
420	 7.02896118164063E-02 
421	 7.03273639082909E-02 
422	 7.04026743769646E-02 
423	 7.07168951630592E-02 
424	 7.06835612654686E-02 
425	 7.06756636500359E-02 
426	 7.08453431725502E-02 
427	 7.10121393203735E-02 
428	 7.07793608307838E-02 
429	 7.08257183432579E-02 
430	 7.14747533202171E-02 
431	 7.12137594819069E-02 
432	 7.13456273078918E-02 
433	 7.18112215399742E-02 
434	 7.18639045953751E-02 
435	 7.21047595143318E-02 
436	 7.23992362618446E-02 
437	 7.25642889738083E-02 
438	 7.24449381232262E-02 
439	 7.25903138518333E-02 
440	 7.29056969285011E-02 
441	 0.073131263256073 
442	 7.32021629810333E-02 
443	 7.33161345124245E-02 
444	 0.073561929166317 
445	 0.073906697332859 
446	 7.39843547344208E-02 
447	 7.40311592817307E-02 
448	 0.074238047003746 
449	 7.44843855500221E-02 
450	 7.46830701828003E-02 
451	 7.48836696147919E-02 
452	 7.51564279198647E-02 
453	 0.075300894677639 
454	 7.55596682429314E-02 
455	 7.58781433105469E-02 
456	 7.58574977517128E-02 
457	 7.59859457612038E-02 
458	 7.61565491557121E-02 
459	 7.62734934687614E-02 
460	 7.67227411270142E-02 
461	 7.70047307014465E-02 
462	 7.69996792078018E-02 
463	 7.68736824393272E-02 
464	 0.077176995575428 
465	 7.74412229657173E-02 
466	 7.74746984243393E-02 
467	 7.76985660195351E-02 
468	 7.78741538524628E-02 
469	 7.79789239168167E-02 
470	 0.07808618247509 
471	 0.078436054289341 
472	 7.85044580698013E-02 
473	 0.078405536711216 
474	 7.87285044789314E-02 
475	 7.89208188652992E-02 
476	 7.89770409464836E-02 
477	 7.89972022175789E-02 
478	 7.91041851043701E-02 
479	 7.92568102478981E-02 
480	 7.94694572687149E-02 
481	 7.97301009297371E-02 
482	 7.97600299119949E-02 
483	 7.98376500606537E-02 
484	 8.00201073288918E-02 
485	 0.080070324242115 
486	 8.03687572479248E-02 
487	 8.05782079696655E-02 
488	 8.04557949304581E-02 
489	 8.05540531873703E-02 
490	 8.06895047426224E-02 
491	 8.08354914188385E-02 
492	 8.10421109199524E-02 
493	 8.11939015984535E-02 
494	 8.12540873885155E-02 
495	 8.13034698367119E-02 
496	 0.081617683172226 
497	 8.16594660282135E-02 
498	 8.16415101289749E-02 
499	 8.18832814693451E-02 
500	 0.082045242190361 
501	 8.21234136819839E-02 
502	 8.22011083364487E-02 
503	 8.24128687381744E-02 
504	 8.25739651918411E-02 
505	 8.27300772070885E-02 
506	 8.29403176903725E-02 
507	 8.32043066620827E-02 
508	 8.34048390388489E-02 
509	 8.35643261671066E-02 
510	 8.37637409567833E-02 
511	 0.083982914686203 
512	 8.42540934681892E-02 
513	 0.084565781056881 
514	 8.48492905497551E-02 
515	 8.50769430398941E-02 
516	 0.08527871966362 
517	 8.55115503072739E-02 
518	 0.085858128964901 
519	 8.62530469894409E-02 
520	 8.66842046380043E-02 
521	 0.087166853249073 
522	 8.75545218586922E-02 
523	 8.79461392760277E-02 
524	 8.84269028902054E-02 
525	 8.89972597360611E-02 
526	 8.95243734121323E-02 
527	 0.090077705681324 
528	 0.09076227247715 
529	 9.14256647229195E-02 
530	 9.21012312173843E-02 
531	 9.28669199347496E-02 
532	 9.38260033726692E-02 
533	 9.46993976831436E-02 
534	 0.095655269920826 
535	 9.68566089868546E-02 
536	 9.81722474098206E-02 
537	 9.95216965675354E-02 
538	 0.100942529737949 
539	 0.102539397776127 
540	 0.104308068752289 
541	 0.106236457824707 
542	 0.108333751559258 
543	 0.110649108886719 
544	 0.113096155226231 
545	 0.115696959197521 
546	 0.118512697517872 
547	 0.121637143194675 
548	 0.12486107647419 
549	 0.128187611699104 
550	 0.131806030869484 
551	 0.135617256164551 
552	 0.139688387513161 
553	 0.144066974520683 
554	 0.148659348487854 
555	 0.153565853834152 
556	 0.158763006329536 
557	 0.164163693785667 
558	 0.169712975621223 
559	 0.175514444708824 
560	 0.181529253721237 
561	 0.187518551945686 
562	 0.193640038371086 
563	 0.199864402413368 
564	 0.206115499138832 
565	 0.212420389056206 
566	 0.218585088849068 
567	 0.224616900086403 
568	 0.230665653944016 
569	 0.236743405461311 
570	 0.24277001619339 
571	 0.248699948191643 
572	 0.254600167274475 
573	 0.260405272245407 
574	 0.266109675168991 
575	 0.271739423274994 
576	 0.27729395031929 
577	 0.282700926065445 
578	 0.287994712591171 
579	 0.29331910610199 
580	 0.298295199871063 
581	 0.303124874830246 
582	 0.308027118444443 
583	 0.312770307064056 
584	 0.317421734333038 
585	 0.321975231170654 
586	 0.326368451118469 
