Wavelength	3a.000
350	 9.48152095079422E-02 
351	 9.15556624531746E-02 
352	 8.71989130973816E-02 
353	 8.21044743061066E-02 
354	 8.02445784211159E-02 
355	 7.84821808338165E-02 
356	 7.75106623768806E-02 
357	 7.72448778152466E-02 
358	 7.25635290145874E-02 
359	 6.87179267406464E-02 
360	 6.76868483424187E-02 
361	 6.89100548624992E-02 
362	 6.82578086853027E-02 
363	 6.67088553309441E-02 
364	 6.49557933211327E-02 
365	 6.25710487365723E-02 
366	 6.18923716247082E-02 
367	 6.18922002613544E-02 
368	 6.14761188626289E-02 
369	 6.24258071184158E-02 
370	 6.19802474975586E-02 
371	 6.00827634334564E-02 
372	 5.83478398621082E-02 
373	 0.057655468583107 
374	 5.75291365385056E-02 
375	 5.75781762599945E-02 
376	 5.78098520636559E-02 
377	 5.80784305930138E-02 
378	 5.80056719481945E-02 
379	 5.71954548358917E-02 
380	 5.49221895635128E-02 
381	 5.55050559341908E-02 
382	 5.67475631833076E-02 
383	 0.053564514964819 
384	 5.40420860052109E-02 
385	 5.45719787478447E-02 
386	 5.31755685806274E-02 
387	 5.23420870304108E-02 
388	 5.15691600739956E-02 
389	 5.11375479400158E-02 
390	 5.09902462363243E-02 
391	 4.90487962961197E-02 
392	 4.88716997206211E-02 
393	 4.99826073646545E-02 
394	 4.94426563382149E-02 
395	 4.90956492722034E-02 
396	 4.89597469568253E-02 
397	 4.86246980726719E-02 
398	 4.72520180046558E-02 
399	 4.70621213316917E-02 
400	 0.047087837010622 
401	 0.046071644872427 
402	 4.56731021404266E-02 
403	 0.04560736566782 
404	 4.54251021146774E-02 
405	 0.044704232364893 
406	 4.44009900093079E-02 
407	 4.39513474702835E-02 
408	 4.32826951146126E-02 
409	 4.38510328531265E-02 
410	 4.33479063212872E-02 
411	 4.24250513315201E-02 
412	 4.24147918820381E-02 
413	 4.28353101015091E-02 
414	 4.26685325801373E-02 
415	 4.19023968279362E-02 
416	 4.14270646870136E-02 
417	 4.13805544376373E-02 
418	 4.14676181972027E-02 
419	 0.041418295353651 
420	 4.12681624293327E-02 
421	 4.06811684370041E-02 
422	 4.02297526597977E-02 
423	 4.05815653502941E-02 
424	 4.05017361044884E-02 
425	 0.040303360670805 
426	 4.01513054966927E-02 
427	 3.98982726037502E-02 
428	 3.98579090833664E-02 
429	 3.97956520318985E-02 
430	 3.95026877522469E-02 
431	 3.91592271625996E-02 
432	 3.92669811844826E-02 
433	 3.95409949123859E-02 
434	 3.93415875732899E-02 
435	 3.91974225640297E-02 
436	 3.91895547509193E-02 
437	 3.92153672873974E-02 
438	 3.89587357640266E-02 
439	 3.89155000448227E-02 
440	 3.89346666634083E-02 
441	 3.87746021151543E-02 
442	 3.86341474950314E-02 
443	 3.86774390935898E-02 
444	 3.88126969337463E-02 
445	 3.87700460851192E-02 
