Wavelength	2d.000
350	 7.31950998306274E-02 
351	 6.88646659255028E-02 
352	 6.36047720909119E-02 
353	 0.062494620680809 
354	 6.29973635077477E-02 
355	 6.33600950241089E-02 
356	 6.19534105062485E-02 
357	 0.058706134557724 
358	 5.71463629603386E-02 
359	 5.65627440810204E-02 
360	 5.79439215362072E-02 
361	 6.19976446032524E-02 
362	 6.09534867107868E-02 
363	 5.84790967404842E-02 
364	 5.67543804645538E-02 
365	 5.44882044196129E-02 
366	 5.53828999400139E-02 
367	 5.65560981631279E-02 
368	 5.56001365184784E-02 
369	 5.70555552840233E-02 
370	 5.70552907884121E-02 
371	 5.57843893766403E-02 
372	 5.54932616651058E-02 
373	 5.40744885802269E-02 
374	 5.38130216300488E-02 
375	 5.49542531371117E-02 
376	 5.42759150266647E-02 
377	 5.50386495888233E-02 
378	 5.54077960550785E-02 
379	 5.37613742053509E-02 
380	 0.0536501519382 
381	 0.05430993065238 
382	 5.42184859514236E-02 
383	 5.21123558282852E-02 
384	 5.31626492738724E-02 
385	 0.05454021692276 
386	 5.43566942214966E-02 
387	 5.35418428480625E-02 
388	 5.26504516601563E-02 
389	 5.25814332067966E-02 
390	 5.33654615283012E-02 
391	 0.051727082580328 
392	 5.09548895061016E-02 
393	 5.16221448779106E-02 
394	 5.23213483393192E-02 
395	 5.21937981247902E-02 
396	 5.17756342887878E-02 
397	 5.15343695878983E-02 
398	 0.051496759057045 
399	 5.11229671537876E-02 
400	 0.050605833530426 
401	 5.02521209418774E-02 
402	 4.96917441487312E-02 
403	 5.03445155918598E-02 
404	 5.12618571519852E-02 
405	 5.00312708318233E-02 
406	 4.95028272271156E-02 
407	 4.94222491979599E-02 
408	 4.94126118719578E-02 
409	 4.99010384082794E-02 
410	 4.97407764196396E-02 
411	 4.93623502552509E-02 
412	 4.94513586163521E-02 
413	 4.91114035248756E-02 
414	 4.86535206437111E-02 
415	 4.83548752963543E-02 
416	 4.83744405210018E-02 
417	 4.81200963258743E-02 
418	 4.82584796845913E-02 
419	 4.89636659622192E-02 
420	 4.87857609987259E-02 
421	 4.84055504202843E-02 
422	 4.82328720390797E-02 
423	 4.84023205935955E-02 
424	 4.79903779923916E-02 
425	 4.77152392268181E-02 
426	 4.78630065917969E-02 
427	 4.80903834104538E-02 
428	 4.79471832513809E-02 
429	 4.76938784122467E-02 
430	 4.76054735481739E-02 
431	 4.74236868321896E-02 
432	 4.75063547492027E-02 
433	 4.76238280534744E-02 
434	 4.73115816712379E-02 
435	 4.71885427832603E-02 
436	 4.71568666398525E-02 
437	 4.71166223287582E-02 
