Wavelength	3d.001
350	 0.972833693027496 
351	 0.980835378170013 
352	 0.998772263526917 
353	 1.0249000787735 
354	 1.02664089202881 
355	 1.03294277191162 
356	 1.04801189899445 
357	 1.06808888912201 
358	 1.08457374572754 
359	 1.09643173217773 
360	 1.10314679145813 
361	 1.10549008846283 
362	 1.10547566413879 
363	 1.11507427692413 
364	 1.13275015354156 
365	 1.13692128658295 
366	 1.1390106678009 
367	 1.14730286598206 
368	 1.16029465198517 
369	 1.14374804496765 
370	 1.13968515396118 
371	 1.15229785442352 
372	 1.16415750980377 
373	 1.16835224628448 
374	 1.17420208454132 
375	 1.18289911746979 
376	 1.18067002296448 
377	 1.17020392417908 
378	 1.17262196540833 
379	 1.1973420381546 
380	 1.19552981853485 
381	 1.18801331520081 
382	 1.18880474567413 
383	 1.20339071750641 
384	 1.20760321617126 
385	 1.20742392539978 
386	 1.21043825149536 
387	 1.22037994861603 
388	 1.22988963127136 
389	 1.23330402374268 
390	 1.23068821430206 
391	 1.23949420452118 
392	 1.24782431125641 
393	 1.25021183490753 
394	 1.24748802185059 
395	 1.24761462211609 
396	 1.2495858669281 
397	 1.2526867389679 
398	 1.25930774211884 
399	 1.26297295093536 
400	 1.26546800136566 
401	 1.27033019065857 
402	 1.27759861946106 
403	 1.27771651744843 
404	 1.27481019496918 
405	 1.28197348117828 
406	 1.28610157966614 
407	 1.2909322977066 
408	 1.29837620258331 
409	 1.30142676830292 
410	 1.30456697940826 
411	 1.30637896060944 
412	 1.30499541759491 
413	 1.30525803565979 
414	 1.31111574172974 
415	 1.31807148456573 
416	 1.31479907035828 
417	 1.3158997297287 
418	 1.31963765621185 
419	 1.32274556159973 
420	 1.32563853263855 
421	 1.32891428470612 
422	 1.3298681974411 
423	 1.3261775970459 
424	 1.32608938217163 
425	 1.32904434204102 
426	 1.33274567127228 
427	 1.33384120464325 
428	 1.3357766866684 
429	 1.33720576763153 
430	 1.33727192878723 
431	 1.34016835689545 
432	 1.34091556072235 
433	 1.34108662605286 
434	 1.34506714344025 
435	 1.34615194797516 
436	 1.34563040733337 
437	 1.3453723192215 
438	 1.34659814834595 
439	 1.34877943992615 
440	 1.34918713569641 
441	 1.34659361839294 
442	 1.34856986999512 
443	 1.34974086284637 
444	 1.34894478321075 
445	 1.34871256351471 
446	 1.34856164455414 
447	 1.34925973415375 
448	 1.35087382793427 
449	 1.35181903839111 
450	 1.35062766075134 
451	 1.34994399547577 
452	 1.35264503955841 
453	 1.35233914852142 
454	 1.35106980800629 
455	 1.35071134567261 
456	 1.35216403007507 
457	 1.35190534591675 
458	 1.3521341085434 
459	 1.35423648357391 
460	 1.35295784473419 
461	 1.35296595096588 
462	 1.35424268245697 
463	 1.35429227352142 
464	 1.35413527488708 
465	 1.35268580913544 
466	 1.35118794441223 
467	 1.35490310192108 
468	 1.35611510276794 
469	 1.35565614700317 
470	 1.35597634315491 
471	 1.35423469543457 
472	 1.35474443435669 
473	 1.35638761520386 
474	 1.35410821437836 
475	 1.35451710224152 
476	 1.35544872283936 
477	 1.35512495040894 
478	 1.35586512088776 
479	 1.35663080215454 
480	 1.35736429691315 
481	 1.3580961227417 
482	 1.35717678070068 
483	 1.35626542568207 
484	 1.35596084594727 
485	 1.35538709163666 
486	 1.35450768470764 
487	 1.35475766658783 
488	 1.35665953159332 
489	 1.35699188709259 
490	 1.3569678068161 
491	 1.35667645931244 
492	 1.35574519634247 
493	 1.3559775352478 
494	 1.35594892501831 
495	 1.35527122020721 
496	 1.35596668720245 
497	 1.35629785060883 
498	 1.35610890388489 
499	 1.35575783252716 
500	 1.35538816452026 
501	 1.35580480098724 
502	 1.35696518421173 
503	 1.35798346996307 
504	 1.35661864280701 
505	 1.35541260242462 
506	 1.35585343837738 
507	 1.35467135906219 
508	 1.3543336391449 
509	 1.35441517829895 
510	 1.35348844528198 
511	 1.35266435146332 
512	 1.35194671154022 
513	 1.35129225254059 
514	 1.35072386264801 
515	 1.35018050670624 
516	 1.34905779361725 
517	 1.34718608856201 
518	 1.34632706642151 
519	 1.3452125787735 
520	 1.34364056587219 
521	 1.34217894077301 
522	 1.34083878993988 
523	 1.33966505527496 
524	 1.3382922410965 
525	 1.33538448810577 
526	 1.33349442481995 
527	 1.33164274692535 
528	 1.32816004753113 
529	 1.32495939731598 
530	 1.32203543186188 
531	 1.31888580322266 
532	 1.3146778345108 
533	 1.31066536903381 
534	 1.3064124584198 
535	 1.30128049850464 
536	 1.29502403736115 
537	 1.28853142261505 
538	 1.28166961669922 
539	 1.27379989624023 
540	 1.26528120040894 
541	 1.25528633594513 
542	 1.24384295940399 
543	 1.23240602016449 
544	 1.21951973438263 
545	 1.20570623874664 
546	 1.19152402877808 
547	 1.175417304039 
548	 1.15819311141968 
549	 1.140216588974 
550	 1.12144482135773 
551	 1.10150849819183 
552	 1.08022153377533 
553	 1.05754232406616 
554	 1.03361022472382 
555	 1.00902938842773 
556	 0.983474612236023 
557	 0.95655357837677 
558	 0.929608821868896 
559	 0.902406096458435 
560	 0.875090599060059 
561	 0.848279595375061 
562	 0.821674764156342 
563	 0.795281529426575 
564	 0.769250154495239 
565	 0.743728339672089 
566	 0.718871831893921 
567	 0.694667220115662 
568	 0.671014904975891 
569	 0.647560596466064 
570	 0.624839007854462 
571	 0.603115260601044 
572	 0.582034766674042 
573	 0.561549603939056 
574	 0.541836619377136 
575	 0.523037254810333 
576	 0.504900097846985 
577	 0.487433165311813 
578	 0.470548212528229 
579	 0.454085260629654 
580	 0.438527464866638 
581	 0.42365175485611 
582	 0.409214794635773 
583	 0.395497262477875 
584	 0.382395595312119 
585	 0.369856655597687 
586	 0.35788506269455 
587	 0.34670090675354 
588	 0.336233735084534 
589	 0.326386421918869 
590	 0.317150563001633 
591	 0.308456510305405 
592	 0.300349831581116 
593	 0.29288575053215 
594	 0.286091446876526 
595	 0.279753893613815 
596	 0.273844569921494 
597	 0.268513232469559 
598	 0.263684213161469 
599	 0.259211152791977 
600	 0.254981219768524 
601	 0.251015543937683 
602	 0.247338265180588 
603	 0.243915170431137 
604	 0.240707471966743 
605	 0.237772837281227 
606	 0.235162183642387 
607	 0.232813343405724 
608	 0.230543777346611 
609	 0.228458970785141 
610	 0.226555943489075 
611	 0.224799528717995 
612	 0.223174422979355 
613	 0.221566557884216 
614	 0.22003248333931 
615	 0.218710169196129 
616	 0.217380374670029 
617	 0.216181993484497 
618	 0.215150564908981 
619	 0.214060947299004 
620	 0.212951019406319 
621	 0.211928308010101 
622	 0.211060866713524 
623	 0.210092559456825 
624	 0.209123432636261 
625	 0.208276003599167 
626	 0.207650035619736 
627	 0.206793233752251 
628	 0.205955326557159 
629	 0.205341219902039 
630	 0.204728066921234 
631	 0.203972220420837 
632	 0.203194797039032 
633	 0.202605247497559 
634	 0.20203672349453 
635	 0.201445966959 
636	 0.20083025097847 
637	 0.200226083397865 
638	 0.199703678488731 
639	 0.199170708656311 
640	 0.198571175336838 
641	 0.19810925424099 
642	 0.197644889354706 
643	 0.197140485048294 
644	 0.196621775627136 
645	 0.196055397391319 
646	 0.195578038692474 
647	 0.195212662220001 
648	 0.194770693778992 
649	 0.194265842437744 
650	 0.193788394331932 
651	 0.193415865302086 
652	 0.193056672811508 
653	 0.192673534154892 
654	 0.192248836159706 
655	 0.191789075732231 
656	 0.191395506262779 
657	 0.191042616963387 
658	 0.190668672323227 
659	 0.190165922045708 
660	 0.189784809947014 
661	 0.189452663064003 
662	 0.189028218388557 
663	 0.18871995806694 
664	 0.188430041074753 
665	 0.188089028000832 
666	 0.187681525945663 
667	 0.187341943383217 
668	 0.187050461769104 
669	 0.186754077672958 
670	 0.18639899790287 
671	 0.186055392026901 
672	 0.185745999217033 
673	 0.185464307665825 
674	 0.185183197259903 
675	 0.184867441654205 
676	 0.184524342417717 
677	 0.184210881590843 
678	 0.184082955121994 
679	 0.183842942118645 
680	 0.18332040309906 
681	 0.183045282959938 
682	 0.182833790779114 
683	 0.182617634534836 
684	 0.18238390982151 
685	 0.182047218084335 
686	 0.18181374669075 
687	 0.181672185659409 
688	 0.181269749999046 
689	 0.18092705309391 
690	 0.180713981389999 
691	 0.18059341609478 
692	 0.180428043007851 
693	 0.180175185203552 
694	 0.179843530058861 
695	 0.17949053645134 
696	 0.179252550005913 
697	 0.179081529378891 
698	 0.17892661690712 
699	 0.178780376911163 
700	 0.178446531295776 
701	 0.178134009242058 
702	 0.178039342164993 
703	 0.177853092551231 
704	 0.177590936422348 
705	 0.17736491560936 
706	 0.177312567830086 
707	 0.17715610563755 
708	 0.176883459091187 
709	 0.176597952842712 
710	 0.176540404558182 
711	 0.176230803132057 
712	 0.175948292016983 
713	 0.175994709134102 
714	 0.175814911723137 
715	 0.175593852996826 
716	 0.175372079014778 
717	 0.17509526014328 
718	 0.174955770373344 
719	 0.174895688891411 
720	 0.17483301460743 
721	 0.174715310335159 
722	 0.174451097846031 
723	 0.17422142624855 
724	 0.17418409883976 
725	 0.174064174294472 
726	 0.173898443579674 
727	 0.17370231449604 
728	 0.173479706048965 
729	 0.173290133476257 
730	 0.173176899552345 
731	 0.173130914568901 
732	 0.173071950674057 
733	 0.17290772497654 
734	 0.172714412212372 
735	 0.172594845294952 
736	 0.172543957829475 
737	 0.172452300786972 
738	 0.172322005033493 
739	 0.172223314642906 
740	 0.1720901876688 
741	 0.171954303979874 
742	 0.171825423836708 
743	 0.171661630272865 
744	 0.17159478366375 
745	 0.171525582671165 
746	 0.171364173293114 
747	 0.171269416809082 
748	 0.171205520629883 
749	 0.171114340424538 
750	 0.170952439308167 
751	 0.170896872878075 
752	 0.170830920338631 
753	 0.170719966292381 
754	 0.170672237873077 
755	 0.170574963092804 
756	 0.170495897531509 
757	 0.170472726225853 
758	 0.170344069600105 
759	 0.170112803578377 
760	 0.169971972703934 
761	 0.170106947422028 
762	 0.170059740543365 
763	 0.169939652085304 
764	 0.169821679592133 
765	 0.169696435332298 
766	 0.169579580426216 
767	 0.169540107250214 
768	 0.169565409421921 
769	 0.1694305986166 
770	 0.169346302747726 
771	 0.169298946857452 
772	 0.16920368373394 
773	 0.169042930006981 
774	 0.168992266058922 
775	 0.168986558914185 
776	 0.168793752789497 
777	 0.168700262904167 
778	 0.168748408555984 
779	 0.168842107057571 
780	 0.168723553419113 
781	 0.168578460812569 
782	 0.168512895703316 
783	 0.168538019061089 
784	 0.168419510126114 
785	 0.16832634806633 
786	 0.168284848332405 
787	 0.168245181441307 
788	 0.168274194002151 
789	 0.168278321623802 
790	 0.168209537863731 
791	 0.168093904852867 
792	 0.167978674173355 
793	 0.167864143848419 
794	 0.167770400643349 
795	 0.167802929878235 
796	 0.167807593941689 
797	 0.167771905660629 
798	 0.167741104960442 
799	 0.167755156755447 
800	 0.167745426297188 
801	 0.167672917246819 
802	 0.167542368173599 
803	 0.167484536767006 
804	 0.167501121759415 
805	 0.167524173855782 
806	 0.167418166995049 
807	 0.167403504252434 
808	 0.167375296354294 
809	 0.167241513729095 
810	 0.16720187664032 
811	 0.167107731103897 
812	 0.167037546634674 
813	 0.167126178741455 
814	 0.16724856197834 
815	 0.167172849178314 
816	 0.166970506310463 
817	 0.166964873671532 
818	 0.167058169841766 
819	 0.167123153805733 
820	 0.167076125741005 
821	 0.166917651891708 
822	 0.166800677776337 
823	 0.166804507374763 
824	 0.166905775666237 
825	 0.166854456067085 
826	 0.166870772838593 
827	 0.166938081383705 
828	 0.166929870843887 
829	 0.166776955127716 
830	 0.166686579585075 
831	 0.166700527071953 
832	 0.166698902845383 
833	 0.16665130853653 
834	 0.166663661599159 
835	 0.166745036840439 
836	 0.166727796196938 
837	 0.166725233197212 
838	 0.166733101010323 
839	 0.166720002889633 
840	 0.16664707660675 
841	 0.166684508323669 
842	 0.166765362024307 
843	 0.166752755641937 
844	 0.166707754135132 
845	 0.166622027754784 
846	 0.166583672165871 
847	 0.166712448000908 
848	 0.166795149445534 
849	 0.166767492890358 
850	 0.166659727692604 
851	 0.16658790409565 
852	 0.16645148396492 
853	 0.166425064206123 
854	 0.166587203741074 
855	 0.16671459376812 
856	 0.166742861270905 
857	 0.166649624705315 
858	 0.166505381464958 
859	 0.166608065366745 
860	 0.166678875684738 
861	 0.166640818119049 
862	 0.166545480489731 
863	 0.166474848985672 
864	 0.166400849819183 
865	 0.166338160634041 
866	 0.166348338127136 
867	 0.166529014706612 
868	 0.166696324944496 
869	 0.166718348860741 
870	 0.166598260402679 
871	 0.16639056801796 
872	 0.166337057948112 
873	 0.166502311825752 
874	 0.166497454047203 
875	 0.166428178548813 
876	 0.166413366794586 
877	 0.166508063673973 
878	 0.166513010859489 
879	 0.166492655873299 
880	 0.166468486189842 
881	 0.16644287109375 
882	 0.166430041193962 
883	 0.166406333446503 
884	 0.16639643907547 
885	 0.166447296738625 
886	 0.166478738188744 
887	 0.166367724537849 
888	 0.166207537055016 
