Wavelength	4c.000
350	 8.81971269845963E-02 
351	 8.68700593709946E-02 
352	 0.08452158421278 
353	 0.082219198346138 
354	 8.23013111948967E-02 
355	 7.96361491084099E-02 
356	 7.69153088331223E-02 
357	 0.076057180762291 
358	 7.11183845996857E-02 
359	 6.76509737968445E-02 
360	 0.067685678601265 
361	 7.03287273645401E-02 
362	 6.90841972827911E-02 
363	 6.77359327673912E-02 
364	 6.74600005149841E-02 
365	 6.47043362259865E-02 
366	 6.56342282891274E-02 
367	 6.59372434020042E-02 
368	 6.23661242425442E-02 
369	 6.32134974002838E-02 
370	 6.48917332291603E-02 
371	 0.065395399928093 
372	 6.41602873802185E-02 
373	 0.064185306429863 
374	 6.43407180905342E-02 
375	 6.39118179678917E-02 
376	 6.34322240948677E-02 
377	 6.30208924412727E-02 
378	 6.29596635699272E-02 
379	 0.063265934586525 
380	 6.29874616861343E-02 
381	 6.31771385669708E-02 
382	 6.35049566626549E-02 
383	 6.30421563982964E-02 
384	 6.38769939541817E-02 
385	 6.43974095582962E-02 
386	 6.36337250471115E-02 
387	 0.062163632363081 
388	 6.06979317963123E-02 
389	 0.060979750007391 
390	 6.34063556790352E-02 
391	 6.29802867770195E-02 
392	 6.25674650073051E-02 
393	 6.27023130655289E-02 
394	 6.23987838625908E-02 
395	 0.063204251229763 
396	 6.34133443236351E-02 
397	 6.25974237918854E-02 
398	 6.30806237459183E-02 
399	 0.063184842467308 
400	 6.33816942572594E-02 
401	 6.41468316316605E-02 
402	 6.32767379283905E-02 
403	 6.32720366120338E-02 
404	 0.064036451280117 
405	 6.36143237352371E-02 
406	 6.38138651847839E-02 
407	 6.45142644643784E-02 
408	 6.52031004428864E-02 
409	 6.51622489094734E-02 
410	 6.49957433342934E-02 
411	 6.51789009571075E-02 
412	 6.59351646900177E-02 
413	 6.66700825095177E-02 
414	 6.64936229586601E-02 
415	 6.59765899181366E-02 
416	 6.68472647666931E-02 
417	 6.71485438942909E-02 
418	 6.74570873379707E-02 
419	 0.068214014172554 
420	 6.84927925467491E-02 
421	 6.87632039189339E-02 
422	 6.90779834985733E-02 
423	 6.93572387099266E-02 
424	 6.97871819138527E-02 
425	 7.02821165323257E-02 
426	 7.07138031721115E-02 
427	 7.09362328052521E-02 
428	 7.11364150047302E-02 
429	 7.13924467563629E-02 
430	 7.17027932405472E-02 
431	 7.18701928853989E-02 
432	 7.24812671542168E-02 
433	 7.31258168816566E-02 
434	 0.07303836196661 
435	 7.37377032637596E-02 
436	 7.42956101894379E-02 
437	 7.43060484528542E-02 
438	 7.45694264769554E-02 
439	 7.51291215419769E-02 
440	 7.56357908248901E-02 
441	 7.58011043071747E-02 
442	 7.61746391654015E-02 
443	 7.65001773834229E-02 
444	 7.67141431570053E-02 
445	 0.076926164329052 
446	 0.077117346227169 
447	 7.73672461509705E-02 
448	 7.77097195386887E-02 
449	 7.80894160270691E-02 
450	 7.81859830021858E-02 
451	 0.078143373131752 
452	 7.82219469547272E-02 
453	 7.80737847089767E-02 
454	 7.81884118914604E-02 
455	 7.85096734762192E-02 
456	 7.83427134156227E-02 
457	 7.83747881650925E-02 
458	 7.84068033099175E-02 
459	 7.82238394021988E-02 
460	 7.81566128134727E-02 
461	 7.81227126717567E-02 
462	 7.79953300952911E-02 
463	 7.76671394705772E-02 
464	 7.74369314312935E-02 
465	 0.077267661690712 
466	 7.71281644701958E-02 
467	 7.70710706710815E-02 
468	 7.68236741423607E-02 
469	 7.64508098363876E-02 
470	 7.60853812098503E-02 
471	 7.56702721118927E-02 
472	 7.51908421516418E-02 
473	 0.074712872505188 
474	 0.074341855943203 
475	 7.37562328577042E-02 
476	 7.31929689645767E-02 
477	 7.27682188153267E-02 
478	 0.072123721241951 
479	 7.14624300599098E-02 
480	 7.07847625017166E-02 
481	 7.00503811240196E-02 
482	 6.94260820746422E-02 
