Wavelength	Echave.042
350	 0.16267903149128 
351	 0.153119966387749 
352	 0.147794499993324 
353	 0.146549984812737 
354	 0.137760549783707 
355	 0.13528536260128 
356	 0.135282441973686 
357	 0.132769599556923 
358	 0.132210314273834 
359	 0.126257583498955 
360	 0.118538290262222 
361	 0.116953492164612 
362	 0.114598259329796 
363	 0.112024590373039 
364	 0.109815254807472 
365	 0.107692174613476 
366	 0.106801122426987 
367	 0.104410037398338 
368	 9.95513051748276E-02 
369	 9.93030518293381E-02 
370	 0.100345693528652 
371	 9.96579974889755E-02 
372	 9.55196619033813E-02 
373	 9.43959504365921E-02 
374	 9.45628955960274E-02 
375	 9.44621041417122E-02 
376	 9.40621793270111E-02 
377	 9.38273295760155E-02 
378	 9.19467955827713E-02 
379	 8.77480953931808E-02 
380	 8.56189578771591E-02 
381	 8.55543911457062E-02 
382	 8.67031738162041E-02 
383	 8.76462087035179E-02 
384	 0.086623027920723 
385	 8.61305594444275E-02 
386	 8.60915184020996E-02 
387	 8.18433091044426E-02 
388	 8.11091065406799E-02 
389	 8.28874260187149E-02 
390	 8.38126242160797E-02 
391	 8.10784921050072E-02 
392	 7.93905630707741E-02 
393	 7.97564014792442E-02 
394	 0.080448642373085 
395	 7.94455036520958E-02 
396	 7.88231790065765E-02 
397	 7.93058723211288E-02 
398	 7.86188542842865E-02 
399	 7.77830332517624E-02 
400	 7.71843194961548E-02 
401	 7.69689232110977E-02 
402	 7.70158916711807E-02 
403	 7.72810950875282E-02 
404	 7.74862468242645E-02 
405	 7.72713646292686E-02 
406	 7.74301439523697E-02 
407	 7.75920450687408E-02 
408	 7.76719972491264E-02 
409	 7.85681530833244E-02 
410	 7.85807818174362E-02 
411	 0.078214667737484 
412	 7.84603506326675E-02 
413	 7.89062529802322E-02 
414	 0.079313762485981 
415	 0.079427607357502 
416	 7.90286362171173E-02 
417	 7.91019946336746E-02 
418	 7.96032249927521E-02 
419	 8.02041441202164E-02 
420	 8.04039090871811E-02 
421	 8.05889666080475E-02 
422	 8.09381604194641E-02 
423	 8.14765095710754E-02 
424	 8.18898156285286E-02 
425	 0.08211849629879 
426	 8.23025032877922E-02 
427	 8.27614665031433E-02 
428	 8.34919214248657E-02 
429	 8.41780453920364E-02 
430	 8.46627652645111E-02 
431	 8.55003297328949E-02 
432	 8.60354080796242E-02 
433	 0.086199663579464 
434	 8.63545387983322E-02 
435	 8.75171348452568E-02 
436	 8.84910747408867E-02 
437	 8.88125225901604E-02 
438	 8.94808322191238E-02 
439	 0.090191163122654 
440	 9.07746180891991E-02 
441	 9.12259519100189E-02 
442	 0.092123381793499 
443	 9.29389446973801E-02 
444	 9.35654565691948E-02 
445	 9.42552015185356E-02 
446	 9.50011014938354E-02 
447	 0.095901295542717 
448	 9.68817099928856E-02 
449	 9.74646136164665E-02 
450	 9.79914963245392E-02 
451	 9.87067148089409E-02 
452	 0.099697470664978 
453	 0.100347511470318 
454	 0.101059541106224 
455	 0.101968623697758 
456	 0.102844908833504 
457	 0.103592358529568 
458	 0.10424242913723 
459	 0.104929730296135 
460	 0.106025539338589 
461	 0.106761790812016 
462	 0.107259258627892 
463	 0.108083195984364 
464	 0.108949914574623 
465	 0.109870694577694 
466	 0.110780760645866 
467	 0.111453495919704 
468	 0.112188212573528 
469	 0.112984232604504 
470	 0.113771505653858 
471	 0.114590369164944 
472	 0.115402199327946 
473	 0.11612182110548 
474	 0.116665937006474 
475	 0.117485374212265 
476	 0.118391700088978 
