Wavelength	Echave.123
350	 0.159389019012451 
351	 0.164394468069077 
352	 0.164111196994781 
353	 0.151700422167778 
354	 0.14653006196022 
355	 0.148328483104706 
356	 0.149862438440323 
357	 0.145954445004463 
358	 0.142950534820557 
359	 0.135324627161026 
360	 0.131046965718269 
361	 0.140662491321564 
362	 0.136650547385216 
363	 0.13307198882103 
364	 0.13571760058403 
365	 0.135068640112877 
366	 0.130501493811607 
367	 0.127182200551033 
368	 0.128740578889847 
369	 0.129577562212944 
370	 0.130618333816528 
371	 0.131412044167519 
372	 0.130699500441551 
373	 0.126062631607056 
374	 0.126922339200974 
375	 0.133399680256844 
376	 0.131734982132912 
377	 0.12964902818203 
378	 0.128184378147125 
379	 0.127137318253517 
380	 0.127503484487534 
381	 0.129525855183601 
382	 0.131373196840286 
383	 0.130612686276436 
384	 0.130108267068863 
385	 0.131369546055794 
386	 0.133716389536858 
387	 0.133661732077599 
388	 0.134252294898033 
389	 0.135873943567276 
390	 0.137447357177734 
391	 0.135138377547264 
392	 0.134339109063148 
393	 0.135974526405334 
394	 0.13777582347393 
395	 0.138134434819221 
396	 0.138510599732399 
397	 0.139415770769119 
398	 0.138998836278915 
399	 0.140923529863358 
400	 0.143202856183052 
401	 0.143279552459717 
402	 0.142914459109306 
403	 0.144349813461304 
404	 0.14631761610508 
405	 0.145529419183731 
406	 0.146988272666931 
407	 0.149176299571991 
408	 0.150490835309029 
409	 0.15083709359169 
410	 0.151708349585533 
411	 0.152888685464859 
412	 0.153747081756592 
413	 0.15467931330204 
414	 0.155518889427185 
415	 0.156058847904205 
416	 0.156142517924309 
417	 0.157483384013176 
418	 0.158876657485962 
419	 0.15939462184906 
420	 0.159809678792953 
421	 0.160853043198586 
422	 0.162198558449745 
423	 0.16311226785183 
424	 0.16344054043293 
425	 0.163791045546532 
426	 0.164541870355606 
427	 0.165742114186287 
428	 0.166265264153481 
429	 0.166723728179932 
430	 0.167667359113693 
431	 0.168288290500641 
432	 0.168671295046806 
433	 0.16893070936203 
434	 0.169207558035851 
435	 0.169629499316216 
436	 0.170212998986244 
437	 0.170898392796516 
438	 0.171560019254684 
439	 0.171893671154976 
440	 0.172028109431267 
441	 0.172247275710106 
442	 0.172877296805382 
443	 0.173413544893265 
444	 0.173718810081482 
445	 0.173972025513649 
446	 0.174144253134727 
447	 0.174507036805153 
448	 0.175088778138161 
449	 0.175303012132645 
450	 0.175550028681755 
451	 0.175818428397179 
452	 0.175984516739845 
453	 0.176163658499718 
454	 0.176560878753662 
455	 0.177021682262421 
456	 0.177020385861397 
457	 0.177115499973297 
458	 0.177336901426315 
459	 0.177615791559219 
460	 0.177994892001152 
461	 0.178156793117523 
462	 0.178224727511406 
463	 0.178501129150391 
464	 0.178516283631325 
465	 0.178483203053474 
466	 0.178517028689384 
467	 0.178456753492355 
468	 0.178680703043938 
469	 0.178906664252281 
470	 0.178840279579163 
471	 0.178984180092812 
472	 0.179029732942581 
473	 0.178895145654678 
474	 0.178714543581009 
475	 0.178765013813972 
476	 0.178922817111015 
477	 0.179010197520256 
478	 0.178861707448959 
479	 0.178853705525398 
480	 0.178885489702225 
481	 0.178743332624435 
482	 0.178788602352142 
483	 0.178738713264465 
484	 0.178595125675201 
485	 0.178719863295555 
486	 0.178796693682671 
487	 0.178815126419067 
488	 0.178811684250832 
489	 0.178740292787552 
490	 0.178649738430977 
491	 0.178544417023659 
492	 0.17841249704361 
493	 0.178356781601906 
494	 0.178276300430298 
495	 0.178156077861786 
496	 0.178178697824478 
497	 0.1779565513134 
498	 0.177668541669846 
499	 0.177572831511497 
500	 0.177428618073463 
501	 0.177243784070015 
502	 0.177064135670662 
503	 0.17694716155529 
504	 0.176650986075401 
505	 0.176362067461014 
506	 0.176187574863434 
507	 0.17587049305439 
508	 0.175394773483276 
509	 0.174933716654778 
510	 0.174686312675476 
511	 0.174364671111107 
512	 0.174007445573807 
513	 0.173622265458107 
514	 0.173136055469513 
