Wavelength	Echave.028
350	 7.42067620158196E-02 
351	 7.69467130303383E-02 
352	 8.01685675978661E-02 
353	 7.59143009781837E-02 
354	 7.02575817704201E-02 
355	 6.80315345525742E-02 
356	 6.97275251150131E-02 
357	 7.26526230573654E-02 
358	 6.92738741636276E-02 
359	 6.32774829864502E-02 
360	 0.057915024459362 
361	 5.56001514196396E-02 
362	 5.42279630899429E-02 
363	 5.24193346500397E-02 
364	 5.11902943253517E-02 
365	 5.44668212532997E-02 
366	 0.054785743355751 
367	 5.22909127175808E-02 
368	 4.90676872432232E-02 
369	 4.66355122625828E-02 
370	 4.56179305911064E-02 
371	 4.51130531728268E-02 
372	 4.36392240226269E-02 
373	 4.22141775488853E-02 
374	 4.27064970135689E-02 
375	 4.42598462104797E-02 
376	 4.22894842922688E-02 
377	 4.27797921001911E-02 
378	 4.31685894727707E-02 
379	 4.07932288944721E-02 
380	 3.98858301341534E-02 
381	 3.98294627666473E-02 
382	 3.89624200761318E-02 
383	 0.035825926810503 
384	 3.64346355199814E-02 
385	 3.65178808569908E-02 
386	 3.41815017163754E-02 
387	 3.24796251952648E-02 
388	 3.42752821743488E-02 
389	 3.63509468734264E-02 
390	 0.03520368039608 
391	 3.21776047348976E-02 
392	 3.08935083448887E-02 
393	 0.031187167391181 
394	 3.05940974503756E-02 
395	 3.06496471166611E-02 
396	 3.09141781181097E-02 
397	 3.07850986719131E-02 
398	 2.97598317265511E-02 
399	 0.02824741974473 
400	 2.73294113576412E-02 
401	 0.027575608342886 
402	 2.68033351749182E-02 
403	 2.69858650863171E-02 
404	 2.75738798081875E-02 
405	 2.63608433306217E-02 
406	 2.54046730697155E-02 
407	 2.55851522088051E-02 
408	 2.64202486723661E-02 
409	 2.51691862940788E-02 
410	 2.47395597398281E-02 
411	 2.46028080582619E-02 
412	 2.36287768930197E-02 
413	 2.33824215829372E-02 
414	 2.35921498388052E-02 
415	 2.36933585256338E-02 
416	 2.30352655053139E-02 
417	 2.24882960319519E-02 
418	 2.22727041691542E-02 
419	 2.23099198192358E-02 
420	 2.22075153142214E-02 
421	 2.17425394803286E-02 
422	 2.13237777352333E-02 
423	 2.14564874768257E-02 
424	 2.15155780315399E-02 
425	 2.13374681770802E-02 
426	 2.10824105888605E-02 
427	 2.12075840681791E-02 
428	 2.13556904345751E-02 
429	 2.11812257766724E-02 
430	 2.06668358296156E-02 
431	 2.07287166267633E-02 
432	 2.06421688199043E-02 
433	 2.03112680464983E-02 
434	 2.00278274714947E-02 
435	 2.01498847454786E-02 
436	 0.020184937864542 
437	 2.00062207877636E-02 
438	 2.02031917870045E-02 
439	 0.020059660077095 
440	 1.96770243346691E-02 
441	 1.94067023694515E-02 
442	 1.95834133774042E-02 
443	 1.97430476546288E-02 
444	 1.97025071829557E-02 
445	 1.95422098040581E-02 
446	 1.94452162832022E-02 
447	 1.95240303874016E-02 
448	 1.96846202015877E-02 
449	 1.93799454718828E-02 
450	 1.93991474807262E-02 
451	 1.96026600897312E-02 
452	 0.019571328535676 
453	 1.95442922413349E-02 
454	 1.95165574550629E-02 
455	 1.94646846503019E-02 
456	 1.93635951727629E-02 
457	 1.93731617182493E-02 
458	 1.93751845508814E-02 
459	 1.92872490733862E-02 
460	 1.93128418177366E-02 
461	 1.94279327988625E-02 
462	 1.94997228682041E-02 
463	 1.93750150501728E-02 
464	 1.92824713885784E-02 
465	 1.92320831120014E-02 
466	 0.019240228459239 
467	 1.93759892135859E-02 
468	 1.95509400218725E-02 
469	 1.95925943553448E-02 
470	 1.94155089557171E-02 
471	 1.93493310362101E-02 
472	 1.93121079355478E-02 
473	 1.92730594426394E-02 
474	 1.92509889602661E-02 
475	 1.92432552576065E-02 
476	 1.92931722849607E-02 
477	 1.93885061889887E-02 
478	 1.93827245384455E-02 
479	 1.93596556782722E-02 
480	 1.93044617772102E-02 
481	 1.91967561841011E-02 
482	 1.92132350057364E-02 
483	 0.019156776368618 
484	 1.90128721296787E-02 
485	 1.89986284822226E-02 
486	 1.90796218812466E-02 
487	 0.019234562292695 
488	 1.93964671343565E-02 
489	 1.93569958209991E-02 
490	 1.93839576095343E-02 
491	 1.94115806370974E-02 
492	 1.92290842533112E-02 
493	 1.92398298531771E-02 
494	 1.93142164498568E-02 
495	 0.019362511113286 
496	 1.94778237491846E-02 
497	 1.94932408630848E-02 
498	 1.94503925740719E-02 
499	 0.019457284361124 
500	 1.96181610226631E-02 
501	 0.019601583480835 
502	 1.94575898349285E-02 
503	 1.95601042360067E-02 
504	 1.96425523608923E-02 
505	 1.96736995130777E-02 
506	 1.96791589260101E-02 
507	 0.019722443073988 
508	 1.97140201926231E-02 
509	 1.96823459118605E-02 
510	 1.97025034576654E-02 
511	 1.97745487093925E-02 
512	 1.98573712259531E-02 
513	 1.99008863419294E-02 
514	 1.98470521718264E-02 
515	 1.99158787727356E-02 
516	 1.99727360159159E-02 
517	 1.99033133685589E-02 
518	 2.00051851570606E-02 
519	 2.00792960822582E-02 
520	 2.01171860098839E-02 
521	 2.02330239117146E-02 
522	 2.02821549028158E-02 
523	 2.03004758805037E-02 
524	 2.03354470431805E-02 
525	 2.04029586166143E-02 
526	 0.020516300573945 
527	 2.06447765231133E-02 
528	 0.020746860653162 
529	 2.08210404962301E-02 
530	 2.09091175347567E-02 
531	 2.10273656994104E-02 
532	 2.11611799895763E-02 
533	 2.12648063898087E-02 
534	 2.13673729449511E-02 
535	 2.14980114251375E-02 
536	 2.16323491185904E-02 
537	 2.18046046793461E-02 
538	 2.19649001955986E-02 
539	 2.20420956611633E-02 
540	 2.22169775515795E-02 
541	 2.24196948111057E-02 
542	 2.25890893489122E-02 
543	 2.27230302989483E-02 
544	 2.28784400969744E-02 
545	 2.30361167341471E-02 
546	 2.31628175824881E-02 
547	 2.32776366174221E-02 
548	 2.33991891145706E-02 
549	 2.35302336513996E-02 
550	 2.36599780619144E-02 
551	 2.38083563745022E-02 
552	 2.39715464413166E-02 
553	 2.41310242563486E-02 
554	 2.42318082600832E-02 
555	 0.024410292506218 
556	 2.46199481189251E-02 
557	 2.47490257024765E-02 
558	 2.49251909554005E-02 
559	 2.51214411109686E-02 
560	 2.53227539360523E-02 
561	 2.55510583519936E-02 
562	 2.58023999631405E-02 
563	 2.60489210486412E-02 
564	 2.62772738933563E-02 
565	 2.65549644827843E-02 
566	 2.68288552761078E-02 
567	 2.70827431231737E-02 
568	 2.73366458714008E-02 
569	 2.76864860206842E-02 
570	 2.80063562095165E-02 
571	 0.028243001550436 
572	 0.028567822650075 
573	 2.89205852895975E-02 
574	 2.92805545032024E-02 
575	 2.96455882489681E-02 
576	 3.00593301653862E-02 
577	 3.04418597370386E-02 
578	 3.08052860200405E-02 
579	 3.12709957361221E-02 
580	 3.17474231123924E-02 
581	 3.21893654763699E-02 
582	 3.26016470789909E-02 
583	 3.31053547561169E-02 
584	 0.033596932888031 
585	 3.40827703475952E-02 
586	 3.46233658492565E-02 
587	 3.51385697722435E-02 
588	 3.56196090579033E-02 
589	 3.60896363854408E-02 
590	 3.66068631410599E-02 
591	 3.71235236525536E-02 
592	 3.76215875148773E-02 
593	 3.81005369126797E-02 
594	 3.85872162878513E-02 
595	 3.90865318477154E-02 
596	 3.95981706678867E-02 
597	 4.01149056851864E-02 
598	 4.05891239643097E-02 
599	 0.041065726429224 
600	 4.15720492601395E-02 
601	 4.20463085174561E-02 
602	 0.042536985129118 
603	 4.30357679724693E-02 
604	 4.35160994529724E-02 
605	 4.40104827284813E-02 
606	 4.44950424134731E-02 
607	 4.49665039777756E-02 
608	 0.045451395213604 
609	 0.045906700193882 
610	 4.63359802961349E-02 
