Wavelength	Echave.073
350	 0.160729423165321 
351	 0.158602327108383 
352	 0.153991788625717 
353	 0.143602043390274 
354	 0.137295976281166 
355	 0.135771512985229 
356	 0.134016796946526 
357	 0.128618538379669 
358	 0.124780297279358 
359	 0.119644105434418 
360	 0.114626966416836 
361	 0.112930007278919 
362	 0.113676518201828 
363	 0.111244529485703 
364	 0.105601936578751 
365	 0.104095049202442 
366	 0.102989412844181 
367	 9.94453281164169E-02 
368	 9.37957316637039E-02 
369	 9.55324620008469E-02 
370	 9.69030261039734E-02 
371	 9.63088721036911E-02 
372	 9.53955575823784E-02 
373	 9.10135582089424E-02 
374	 0.088685505092144 
375	 8.94812345504761E-02 
376	 8.73072072863579E-02 
377	 8.56901556253433E-02 
378	 8.46362337470055E-02 
379	 8.35893228650093E-02 
380	 8.29729065299034E-02 
381	 8.29589143395424E-02 
382	 8.28785374760628E-02 
383	 8.18335264921188E-02 
384	 8.15675482153893E-02 
385	 8.08525383472443E-02 
386	 7.88482800126076E-02 
387	 7.55755752325058E-02 
388	 7.54698514938354E-02 
389	 7.72171393036842E-02 
390	 7.80812203884125E-02 
391	 0.076549805700779 
392	 0.074140727519989 
393	 7.27297961711884E-02 
394	 7.38182216882706E-02 
395	 7.41445124149323E-02 
396	 7.36909434199333E-02 
397	 0.073062390089035 
398	 0.073102705180645 
399	 0.073162317276001 
400	 7.25655034184456E-02 
401	 7.12211653590202E-02 
402	 7.12363943457603E-02 
403	 7.15635642409325E-02 
404	 7.14858174324036E-02 
405	 0.070767842233181 
406	 7.09012448787689E-02 
407	 0.071404829621315 
408	 7.17563480138779E-02 
409	 7.19135850667953E-02 
410	 0.072154738008976 
411	 7.22724422812462E-02 
412	 7.20358416438103E-02 
413	 7.18086510896683E-02 
414	 7.19931870698929E-02 
415	 7.25148022174835E-02 
416	 7.28956237435341E-02 
417	 7.27452263236046E-02 
418	 7.29033052921295E-02 
419	 7.36765563488007E-02 
420	 7.37019032239914E-02 
421	 7.35887661576271E-02 
422	 7.39811584353447E-02 
423	 7.51837566494942E-02 
424	 7.54086300730705E-02 
425	 7.51913338899612E-02 
426	 7.52245187759399E-02 
427	 7.61299952864647E-02 
428	 7.65207186341286E-02 
429	 7.65553265810013E-02 
430	 7.67503455281258E-02 
431	 7.76435434818268E-02 
432	 7.81518146395683E-02 
433	 7.82321766018867E-02 
434	 7.84487724304199E-02 
435	 7.91138410568237E-02 
436	 7.96236172318459E-02 
437	 7.98257291316986E-02 
438	 8.04169997572899E-02 
439	 8.07420015335083E-02 
440	 8.08684080839157E-02 
441	 8.10645893216133E-02 
442	 0.081517830491066 
443	 8.19938704371452E-02 
444	 8.24157893657684E-02 
445	 8.28404948115349E-02 
446	 8.31803902983665E-02 
447	 8.35165157914162E-02 
448	 8.38868767023087E-02 
449	 8.41761752963066E-02 
450	 0.084469199180603 
451	 8.48134234547615E-02 
452	 8.51928666234016E-02 
453	 8.52997526526451E-02 
454	 8.55276584625244E-02 
455	 8.58959332108498E-02 
456	 8.59794765710831E-02 
457	 8.61574783921242E-02 
458	 8.62939730286598E-02 
459	 8.62974226474762E-02 
460	 8.65472406148911E-02 
461	 8.67242068052292E-02 
462	 8.68430808186531E-02 
463	 8.70547369122505E-02 
464	 8.69691520929337E-02 
465	 8.68869870901108E-02 
466	 8.69927555322647E-02 
467	 8.71884599328041E-02 
468	 8.72798264026642E-02 
469	 8.71882066130638E-02 
470	 8.69394615292549E-02 
471	 8.67424011230469E-02 
472	 8.67299288511276E-02 
473	 8.67443531751633E-02 
474	 8.64472836256027E-02 
475	 8.63563045859337E-02 
476	 8.62120613455772E-02 
477	 8.58421996235847E-02 
478	 0.085519015789032 
479	 0.085300512611866 
480	 8.50737616419792E-02 
481	 8.47100615501404E-02 
482	 8.45009833574295E-02 
483	 8.42505171895027E-02 
484	 8.38944688439369E-02 
485	 0.083558090031147 
486	 8.34543332457542E-02 
487	 8.33662375807762E-02 
488	 8.31047669053078E-02 
489	 8.28812494874001E-02 
490	 8.26999694108963E-02 
491	 8.25492739677429E-02 
492	 8.23938101530075E-02 
493	 8.20913761854172E-02 
494	 8.18513855338097E-02 
495	 8.17750319838524E-02 
496	 0.081730842590332 
497	 8.15920159220696E-02 
498	 8.14606919884682E-02 
499	 8.14471319317818E-02 
500	 8.13373848795891E-02 
501	 8.11826810240746E-02 
502	 8.09881612658501E-02 
503	 8.07214379310608E-02 
504	 8.06207731366158E-02 
505	 8.05247500538826E-02 
506	 8.03106427192688E-02 
507	 8.01372155547142E-02 
508	 7.98438712954521E-02 
509	 7.94912949204445E-02 
