Wavelength	Y7.010
350	 5.54452911019325E-02 
351	 5.15189878642559E-02 
352	 4.87219393253326E-02 
353	 5.00565357506275E-02 
354	 4.99194450676441E-02 
355	 5.26510179042816E-02 
356	 5.34077398478985E-02 
357	 4.87277321517468E-02 
358	 4.36872541904449E-02 
359	 4.36103716492653E-02 
360	 4.58550937473774E-02 
361	 0.044601172208786 
362	 4.50423136353493E-02 
363	 0.045764684677124 
364	 4.54215630888939E-02 
365	 4.35340218245983E-02 
366	 4.39133569598198E-02 
367	 4.42940443754196E-02 
368	 4.26532179117203E-02 
369	 4.24943193793297E-02 
370	 4.33706715703011E-02 
371	 4.44951690733433E-02 
372	 4.48511950671673E-02 
373	 4.31378446519375E-02 
374	 4.31582219898701E-02 
375	 4.50226105749607E-02 
376	 4.29909415543079E-02 
377	 4.33583632111549E-02 
378	 4.43059653043747E-02 
379	 4.33455146849155E-02 
380	 4.30316850543022E-02 
381	 4.33369688689709E-02 
382	 4.32179383933544E-02 
383	 4.15373630821705E-02 
384	 4.20437082648277E-02 
385	 4.31000739336014E-02 
386	 4.30447123944759E-02 
387	 0.041070431470871 
388	 4.04432378709316E-02 
389	 4.08078320324421E-02 
390	 4.09007146954536E-02 
391	 4.01763096451759E-02 
392	 4.02667559683323E-02 
393	 4.09061051905155E-02 
394	 4.06773686408997E-02 
395	 4.02056537568569E-02 
396	 4.08053770661354E-02 
397	 4.21534329652786E-02 
398	 4.11367230117321E-02 
399	 0.04012556001544 
400	 3.99579629302025E-02 
401	 0.0405233502388 
402	 3.97898070514202E-02 
403	 0.039904061704874 
404	 4.06249165534973E-02 
405	 0.040039386600256 
406	 4.00419123470783E-02 
407	 4.00212444365025E-02 
408	 3.96552607417107E-02 
409	 3.99143658578396E-02 
410	 3.99475395679474E-02 
411	 3.97402457892895E-02 
412	 3.95835340023041E-02 
413	 3.98586690425873E-02 
414	 3.98527644574642E-02 
415	 3.95043641328812E-02 
416	 3.93584929406643E-02 
417	 3.91366332769394E-02 
418	 3.91076058149338E-02 
419	 3.93601767718792E-02 
420	 3.93949784338474E-02 
421	 3.93100380897522E-02 
422	 3.91874089837074E-02 
423	 0.039132684469223 
424	 0.039427675306797 
425	 3.93902249634266E-02 
426	 3.90007831156254E-02 
427	 3.90508510172367E-02 
428	 3.89310009777546E-02 
429	 3.88367213308811E-02 
430	 3.89023646712303E-02 
431	 3.84587608277798E-02 
432	 3.86505238711834E-02 
433	 3.90942580997944E-02 
434	 0.03872050344944 
435	 3.87235917150974E-02 
436	 3.88880744576454E-02 
437	 3.88781204819679E-02 
438	 0.038388304412365 
439	 3.83855178952217E-02 
440	 3.86338196694851E-02 
441	 0.03866071626544 
442	 3.86742353439331E-02 
443	 3.84734198451042E-02 
444	 3.82143817842007E-02 
445	 3.83005030453205E-02 
446	 3.83084900677204E-02 
447	 3.81906405091286E-02 
448	 3.80594581365585E-02 
449	 3.82708683609962E-02 
450	 0.038318544626236 
451	 3.81896793842316E-02 
452	 3.80860008299351E-02 
453	 3.82171049714088E-02 
454	 3.82748171687126E-02 
455	 3.81729975342751E-02 
456	 3.81138734519482E-02 
457	 3.82943525910378E-02 
458	 0.038337878882885 
459	 0.038027711212635 
460	 3.79941649734974E-02 
461	 3.80778983235359E-02 
462	 3.81845980882645E-02 
463	 3.82527969777584E-02 
464	 3.82762402296066E-02 
465	 3.81439663469791E-02 
466	 3.79209071397781E-02 
467	 3.79539094865322E-02 
468	 3.79875376820564E-02 
469	 3.78796644508839E-02 
470	 3.76445315778255E-02 
471	 3.77770997583866E-02 
472	 3.79650369286537E-02 
473	 0.038038894534111 
474	 3.79808880388737E-02 
475	 3.79228703677654E-02 
476	 3.78920286893845E-02 
477	 3.78767624497414E-02 
478	 3.78232821822166E-02 
479	 3.77791449427605E-02 
480	 3.78087311983109E-02 
481	 3.79279367625713E-02 
482	 3.78209874033928E-02 
483	 3.77716794610024E-02 
484	 3.78481037914753E-02 
485	 3.78263555467129E-02 
486	 3.78080867230892E-02 
487	 0.03776004165411 
488	 3.76713164150715E-02 
489	 3.76885943114758E-02 
490	 3.76793071627617E-02 
491	 3.76671850681305E-02 
492	 3.77467200160027E-02 
493	 3.77482324838638E-02 
494	 3.76870222389698E-02 
495	 3.76310162246227E-02 
496	 3.77024114131927E-02 
497	 3.76996360719204E-02 
498	 0.037609625607729 
499	 3.75096425414085E-02 
500	 3.75905595719814E-02 
501	 3.75747010111809E-02 
502	 3.74794043600559E-02 
503	 3.75781841576099E-02 
504	 3.76097112894058E-02 
505	 3.75540778040886E-02 
506	 3.74823547899723E-02 
507	 3.75939309597015E-02 
508	 3.75706702470779E-02 
509	 3.74632850289345E-02 
510	 3.74626815319061E-02 
511	 0.037464689463377 
512	 3.74656058847904E-02 
513	 3.74830067157745E-02 
514	 3.75551804900169E-02 
515	 3.74172367155552E-02 
516	 3.73356156051159E-02 
517	 3.75132225453854E-02 
518	 3.74259874224663E-02 
519	 3.73559221625328E-02 
520	 3.73737812042236E-02 
521	 3.73921021819115E-02 
522	 0.037401981651783 
523	 3.73560190200806E-02 
524	 3.72876785695553E-02 
525	 0.037419717758894 
526	 3.73798720538616E-02 
527	 3.72922383248806E-02 
528	 3.73788587749004E-02 
529	 3.73271331191063E-02 
530	 3.72549220919609E-02 
531	 3.72477285563946E-02 
532	 3.73232662677765E-02 
533	 3.72847877442837E-02 
534	 3.72527949512005E-02 
535	 3.73140722513199E-02 
536	 3.72377373278141E-02 
537	 3.72015796601772E-02 
538	 3.72371077537537E-02 
539	 3.72821353375912E-02 
540	 3.72361838817596E-02 
541	 3.71998883783817E-02 
542	 3.72288338840008E-02 
543	 3.72731946408749E-02 
544	 3.72644923627377E-02 
545	 3.72100286185741E-02 
546	 3.71586680412292E-02 
547	 3.72135266661644E-02 
548	 3.72515171766281E-02 
549	 0.037242379039526 
550	 3.72460894286633E-02 
551	 0.037235114723444 
552	 3.72402630746365E-02 
553	 3.72734367847443E-02 
554	 3.72753664851189E-02 
555	 3.72585654258728E-02 
556	 3.72527278959751E-02 
557	 3.72828282415867E-02 
558	 3.72570194303989E-02 
559	 3.72693911194801E-02 
560	 3.73190753161907E-02 
561	 3.72513793408871E-02 
562	 3.72154340147972E-02 
563	 3.72241772711277E-02 
564	 3.72492559254169E-02 
565	 3.72629463672638E-02 
566	 3.72393429279327E-02 
567	 3.71993482112885E-02 
568	 3.71940992772579E-02 
569	 3.71798314154148E-02 
570	 3.71927581727505E-02 
571	 3.72401997447014E-02 
572	 0.037238709628582 
573	 0.037275206297636 
574	 3.73184196650982E-02 
575	 3.73093858361244E-02 
576	 3.73211763799191E-02 
577	 0.037309929728508 
578	 3.72674241662025E-02 
579	 3.72344069182873E-02 
580	 3.72056737542152E-02 
581	 3.72011698782444E-02 
582	 3.72215434908867E-02 
583	 3.71956378221512E-02 
584	 3.71616035699844E-02 
585	 3.71703654527664E-02 
586	 3.72570268809795E-02 
587	 3.72480303049088E-02 
588	 3.72330248355865E-02 
589	 3.72535139322281E-02 
590	 0.037217989563942 
591	 3.72134856879711E-02 
592	 3.72102335095406E-02 
593	 3.71701307594776E-02 
594	 3.71805913746357E-02 
595	 3.72134782373905E-02 
596	 3.72393019497395E-02 
597	 3.72347198426723E-02 
598	 3.72435636818409E-02 
599	 3.72520200908184E-02 
600	 3.72432805597782E-02 
601	 3.72140929102898E-02 
602	 3.72164770960808E-02 
603	 3.72298248112202E-02 
604	 3.72103191912174E-02 
605	 3.72004993259907E-02 
606	 3.71944271028042E-02 
607	 3.71943078935146E-02 
608	 3.72171364724636E-02 
609	 3.71745377779007E-02 
610	 3.71463000774384E-02 
611	 3.71986217796803E-02 
612	 3.72112058103085E-02 
613	 0.037188496440649 
614	 3.71669009327888E-02 
615	 3.71901802718639E-02 
616	 3.71312461793423E-02 
617	 3.71269024908543E-02 
618	 3.72185111045837E-02 
619	 3.72200012207031E-02 
620	 3.71891669929028E-02 
621	 3.71575728058815E-02 
622	 3.71473208069801E-02 
623	 3.71548347175121E-02 
624	 3.71553525328636E-02 
625	 3.71496863663197E-02 
626	 3.71620580554008E-02 
627	 3.71756739914417E-02 
628	 3.71817387640476E-02 
629	 3.71767766773701E-02 
630	 3.71678061783314E-02 
631	 3.71329002082348E-02 
632	 3.71084399521351E-02 
633	 3.71397472918034E-02 
634	 3.71397659182549E-02 
635	 3.71450111269951E-02 
636	 3.71637940406799E-02 
637	 3.71569655835629E-02 
638	 3.71492281556129E-02 
639	 0.037137508392334 
640	 3.71202789247036E-02 
641	 3.71225699782372E-02 
642	 3.71252931654453E-02 
643	 3.71275916695595E-02 
644	 0.037139393389225 
645	 3.71616072952747E-02 
646	 3.71588058769703E-02 
647	 3.71320396661758E-02 
648	 3.71485725045204E-02 
649	 3.71610596776009E-02 
650	 3.71594987809658E-02 
651	 3.71474698185921E-02 
652	 3.71350198984146E-02 
653	 3.71257364749908E-02 
654	 3.71252074837685E-02 
655	 3.71395237743855E-02 
656	 3.71620953083038E-02 
657	 3.71791422367096E-02 
658	 3.71769852936268E-02 
659	 3.71359884738922E-02 
660	 3.71463261544704E-02 
661	 3.71900573372841E-02 
662	 3.72119285166264E-02 
663	 3.72135005891323E-02 
664	 3.71745005249977E-02 
665	 3.71376872062683E-02 
666	 3.71998362243176E-02 
667	 3.71933802962303E-02 
668	 3.71777638792992E-02 
669	 3.72110120952129E-02 
670	 3.72296385467052E-02 
671	 3.72215062379837E-02 
672	 3.72007824480534E-02 
673	 3.71981970965862E-02 
674	 3.72514799237251E-02 
675	 3.72822433710098E-02 
676	 3.72689478099346E-02 
